m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,1.5,4.6,7.9,7.0,5.0,0.49,10.0
1,2,0.5,4.0,8.3,7.0,3.0,0.28,5.0
1,3,1.0,4.2,8.0,7.4,4.0,0.38,13.0
2,1,2.3,6.7,10.9,7.6,3.0,0.26,7.0
2,2,2.5,7.4,12.5,6.7,3.0,0.28,2.0
2,3,4.4,8.6,14.6,7.6,4.0,0.47,19.0
3,1,3.5,9.1,14.6,9.1,4.0,0.4,14.0
3,2,5.3,10.0,15.5,9.0,2.0,0.25,3.0
3,3,4.6,11.0,16.7,9.7,2.0,0.18,3.0
4,1,7.2,12.2,17.5,9.8,4.0,0.43,4.0
4,2,7.8,13.5,19.1,9.4,5.0,0.5,7.0
4,3,9.6,15.6,19.9,9.8,7.0,0.65,24.0
5,1,11.6,16.7,21.2,9.1,6.0,0.63,16.0
5,2,13.1,17.3,22.0,9.2,6.0,0.63,16.0
5,3,15.0,19.8,25.4,9.2,7.0,0.62,9.0
6,1,17.0,22.0,27.6,9.1,7.0,0.65,15.0
6,2,18.3,23.7,29.3,9.1,3.0,0.33,2.0
6,3,19.7,25.3,30.8,10.0,3.0,0.28,2.0
7,1,19.5,26.0,31.8,9.6,5.0,0.45,5.0
7,2,20.6,26.2,31.5,9.7,3.0,0.3,2.0
7,3,22.0,27.6,33.4,9.3,3.0,0.3,1.0
8,1,20.5,26.2,31.9,9.1,3.0,0.25,0.0
8,2,20.5,26.0,32.0,8.6,4.0,0.35,12.0
8,3,19.8,24.8,30.6,8.2,5.0,0.42,11.0
9,1,17.3,22.8,28.5,8.6,4.0,0.35,3.0
9,2,17.3,23.0,27.9,8.1,5.0,0.5,15.0
9,3,13.6,19.0,24.7,8.4,5.0,0.5,6.0
10,1,13.4,17.5,22.5,8.4,4.0,0.35,1.0
10,2,11.9,15.2,20.5,7.6,3.0,0.28,10.0
10,3,12.3,15.9,20.1,7.1,3.0,0.27,3.0
11,1,9.0,12.3,15.8,7.1,6.0,0.55,10.0
11,2,7.5,9.7,13.1,6.7,4.0,0.38,12.0
11,3,4.5,7.8,11.3,7.7,6.0,0.57,9.0
12,1,2.7,5.4,9.0,8.3,7.0,0.69,19.0
12,2,1.6,4.3,7.5,6.4,3.0,0.28,4.0
12,3,3.1,6.0,10.0,6.5,3.0,0.27,2.0
