m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,3.1,5.2,6.6,25.9,24.0,0.79,61.0
2,3.6,5.2,7.0,27.9,15.0,0.51,57.0
3,3.9,6.5,8.8,22.3,16.0,0.51,41.0
4,5.6,8.5,11.4,23.8,13.0,0.43,37.0
5,9.1,12.7,15.5,19.3,12.0,0.38,42.0
6,12.1,15.7,18.8,18.3,11.0,0.37,46.0
7,14.3,17.0,20.0,19.7,13.0,0.43,55.0
8,14.7,18.3,21.4,20.5,14.0,0.45,62.0
9,13.1,15.8,18.5,19.8,13.0,0.45,54.0
10,9.8,12.1,14.1,23.9,20.0,0.65,78.0
11,6.3,8.3,10.0,22.9,20.0,0.65,84.0
12,3.7,6.0,7.6,25.4,24.0,0.76,89.0
