m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,3.5,5.3,6.9,27.0,9.0,0.92,25.0
1,2,3.3,5.4,6.5,26.0,7.0,0.72,20.0
1,3,2.6,4.3,6.2,25.4,8.0,0.74,15.0
2,1,3.1,4.7,6.1,28.5,6.0,0.59,18.0
2,2,3.7,4.9,6.7,29.1,4.0,0.44,23.0
2,3,3.8,6.1,8.2,23.7,4.0,0.5,16.0
3,1,3.6,5.5,7.3,21.1,4.0,0.43,14.0
3,2,4.2,6.6,8.8,29.1,6.0,0.63,15.0
3,3,4.5,6.7,9.5,22.3,5.0,0.47,12.0
4,1,4.7,7.6,10.4,24.3,5.0,0.53,16.0
4,2,5.4,8.6,11.6,22.9,3.0,0.31,4.0
4,3,7.0,9.2,11.6,22.7,5.0,0.46,17.0
5,1,6.6,10.1,13.4,19.1,5.0,0.46,10.0
5,2,8.8,12.8,15.9,17.5,3.0,0.25,6.0
5,3,10.1,13.4,16.5,21.0,5.0,0.43,26.0
6,1,10.8,14.0,17.1,19.3,4.0,0.41,22.0
6,2,12.4,15.9,18.8,18.2,4.0,0.4,15.0
6,3,13.7,17.0,20.4,17.5,3.0,0.3,10.0
7,1,13.1,16.1,18.5,21.5,5.0,0.54,22.0
7,2,14.4,17.0,20.3,17.8,3.0,0.3,8.0
7,3,14.8,18.8,22.1,19.7,5.0,0.43,26.0
8,1,14.6,18.1,21.2,20.5,4.0,0.43,20.0
8,2,15.7,19.1,22.0,20.4,4.0,0.42,25.0
8,3,14.0,17.9,21.2,20.5,5.0,0.49,18.0
9,1,13.7,17.5,20.4,17.8,3.0,0.35,8.0
9,2,13.2,15.8,18.3,21.1,3.0,0.34,8.0
9,3,12.1,14.9,17.1,21.0,6.0,0.64,38.0
10,1,10.1,13.0,15.1,25.0,7.0,0.7,24.0
10,2,9.8,12.0,13.9,22.7,6.0,0.57,24.0
10,3,9.5,11.8,13.5,23.9,8.0,0.69,30.0
11,1,7.3,9.2,10.9,23.3,7.0,0.67,32.0
11,2,6.7,8.5,10.2,22.2,6.0,0.64,28.0
11,3,3.8,6.1,8.1,22.9,7.0,0.65,24.0
12,1,3.1,5.4,7.1,26.6,8.0,0.85,31.0
12,2,3.5,5.6,7.6,23.9,6.0,0.61,18.0
12,3,4.6,6.4,7.8,25.7,9.0,0.82,40.0
