m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,4.0,7.9,12.3,13.9,15.0,0.48,68.0
2,5.0,9.2,14.6,15.2,10.0,0.34,34.0
3,5.9,11.3,16.5,15.2,14.0,0.46,33.0
4,10.0,15.3,21.3,14.4,12.0,0.4,15.0
5,14.2,21.1,27.0,14.9,7.0,0.23,7.0
6,19.2,25.5,31.3,16.6,8.0,0.25,3.0
7,23.3,29.0,34.7,23.3,2.0,0.05,0.0
8,22.6,28.7,35.0,20.8,2.0,0.07,0.0
9,18.9,24.6,31.0,19.4,4.0,0.15,1.0
10,14.0,19.0,25.1,15.6,4.0,0.14,1.0
11,9.3,13.8,19.3,14.5,14.0,0.46,67.0
12,6.2,10.2,14.5,13.0,16.0,0.52,62.0
