m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,10.4,11.6,13.1,7.4,6.0,0.64,30.0
1,2,9.1,10.8,12.3,8.5,6.0,0.64,33.0
1,3,9.0,10.6,12.3,7.5,5.0,0.47,22.0
2,1,9.7,11.8,13.1,8.9,4.0,0.43,20.0
2,2,9.1,11.0,13.4,6.6,4.0,0.38,5.0
2,3,9.4,11.3,14.0,8.1,5.0,0.53,28.0
3,1,10.0,12.0,14.0,8.3,8.0,0.75,30.0
3,2,10.6,12.4,14.7,6.3,4.0,0.4,6.0
3,3,10.8,12.6,15.3,7.1,4.0,0.32,2.0
4,1,11.4,13.5,15.9,6.9,4.0,0.4,4.0
4,2,12.1,14.5,17.3,6.5,5.0,0.48,7.0
4,3,14.4,16.6,19.3,6.1,4.0,0.43,10.0
5,1,15.0,17.0,19.5,5.2,5.0,0.48,17.0
5,2,16.3,18.3,21.0,7.6,5.0,0.48,12.0
5,3,17.8,20.0,22.4,5.1,3.0,0.23,1.0
6,1,19.8,22.0,24.6,4.7,4.0,0.35,1.0
6,2,20.8,23.0,25.5,4.0,2.0,0.15,1.0
6,3,22.9,25.3,27.9,4.2,1.0,0.08,0.0
7,1,23.3,25.6,28.3,4.4,1.0,0.13,0.0
7,2,24.0,26.4,28.9,5.0,1.0,0.13,0.0
7,3,24.5,26.9,29.3,4.7,1.0,0.05,0.0
8,1,24.6,27.2,30.1,5.1,1.0,0.13,1.0
8,2,24.0,26.6,29.7,4.3,3.0,0.28,1.0
8,3,24.0,26.4,29.2,5.0,5.0,0.44,3.0
9,1,22.4,24.8,27.7,5.3,2.0,0.24,7.0
9,2,21.9,24.4,27.0,5.2,5.0,0.45,24.0
9,3,19.5,21.6,24.1,7.0,5.0,0.48,11.0
10,1,18.5,20.5,22.7,6.1,4.0,0.43,7.0
10,2,16.9,19.1,21.6,5.5,2.0,0.15,0.0
10,3,17.4,19.0,21.0,5.4,5.0,0.41,5.0
11,1,15.9,17.5,19.1,8.0,6.0,0.6,57.0
11,2,14.8,16.5,18.0,8.0,6.0,0.63,16.0
11,3,12.8,14.5,16.1,10.1,7.0,0.73,62.0
12,1,11.5,13.5,15.0,8.5,7.0,0.73,75.0
12,2,11.3,12.6,14.7,7.4,4.0,0.35,15.0
12,3,10.9,12.1,13.9,7.3,5.0,0.45,4.0
