m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,9.3,10.8,12.5,8.1,18.0,0.58,84.0
2,9.4,11.3,13.5,8.5,13.0,0.44,53.0
3,10.1,12.1,14.5,7.7,15.0,0.48,38.0
4,12.1,14.5,17.4,6.6,13.0,0.43,21.0
5,16.3,18.3,21.1,5.5,12.0,0.39,30.0
6,20.8,23.0,25.5,4.2,6.0,0.19,2.0
7,24.0,26.5,29.0,4.7,3.0,0.1,0.0
8,24.2,26.7,29.7,4.7,9.0,0.29,5.0
9,21.9,24.4,27.0,5.6,12.0,0.39,42.0
10,17.4,19.2,21.6,5.7,10.0,0.33,12.0
11,14.8,16.4,18.0,8.6,20.0,0.65,135.0
12,11.3,12.7,14.6,7.5,16.0,0.51,93.0
