m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.6,6.0,7.2,32.4,7.0,0.7,21.0
1,2,3.8,5.4,6.3,30.3,5.0,0.5,16.0
1,3,3.1,4.4,6.3,31.6,6.0,0.58,15.0
2,1,3.8,5.1,6.6,31.0,5.0,0.5,23.0
2,2,4.3,5.9,7.7,30.4,5.0,0.5,19.0
2,3,4.5,6.7,8.8,27.7,4.0,0.48,17.0
3,1,3.9,5.9,7.5,22.9,4.0,0.39,14.0
3,2,5.3,6.9,8.6,33.7,5.0,0.51,12.0
3,3,5.2,7.1,9.2,27.2,5.0,0.43,11.0
4,1,5.7,8.0,10.4,27.2,5.0,0.49,14.0
4,2,6.0,8.8,11.4,26.4,2.0,0.24,1.0
4,3,7.0,9.4,11.9,23.4,4.0,0.37,17.0
5,1,7.7,10.3,13.0,23.1,3.0,0.34,11.0
5,2,9.7,12.7,15.7,21.6,2.0,0.22,4.0
5,3,11.3,13.4,15.8,24.2,4.0,0.33,13.0
6,1,11.6,14.3,17.1,22.6,4.0,0.36,29.0
6,2,13.5,16.0,18.9,21.7,4.0,0.37,19.0
6,3,14.4,17.2,20.0,21.2,3.0,0.27,3.0
7,1,14.0,16.4,18.0,25.8,4.0,0.41,11.0
7,2,15.2,17.5,20.3,19.7,2.0,0.17,3.0
7,3,16.1,19.1,21.8,23.1,3.0,0.3,11.0
8,1,15.9,18.4,20.8,23.0,3.0,0.3,12.0
8,2,16.6,19.1,21.5,23.6,4.0,0.4,22.0
8,3,15.3,18.3,20.7,24.0,3.0,0.3,13.0
9,1,15.5,17.8,20.2,20.7,3.0,0.34,17.0
9,2,14.2,16.0,18.6,25.8,3.0,0.27,7.0
9,3,12.9,15.1,16.6,25.4,5.0,0.54,40.0
10,1,11.4,13.5,15.5,29.5,5.0,0.5,31.0
10,2,11.1,12.9,14.3,27.4,5.0,0.54,17.0
10,3,10.6,12.3,14.3,27.4,7.0,0.6,33.0
11,1,8.6,9.9,11.6,28.1,6.0,0.57,23.0
11,2,7.5,9.4,10.5,27.6,5.0,0.53,19.0
11,3,4.6,6.7,8.9,28.3,6.0,0.61,21.0
12,1,4.0,6.1,7.5,31.2,7.0,0.71,22.0
12,2,4.7,6.2,7.5,27.1,5.0,0.54,17.0
12,3,5.4,7.2,8.2,31.7,7.0,0.64,29.0
