m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,3.4,5.4,7.8,4.1,0.0,,0.0
1,2,2.3,4.4,7.3,3.8,0.0,,0.0
1,3,2.5,4.8,8.0,4.2,0.0,,0.0
2,1,4.4,6.5,9.1,4.2,0.0,,0.0
2,2,4.6,7.3,10.6,4.2,0.0,,0.0
2,3,5.9,8.9,12.5,4.3,0.0,,0.0
3,1,5.0,8.1,11.9,4.9,0.0,,0.0
3,2,6.4,10.3,14.1,5.9,0.0,,0.0
3,3,7.4,11.1,15.8,5.6,0.0,,0.0
4,1,7.8,11.6,16.1,6.5,0.0,,0.0
4,2,9.6,13.4,17.8,6.6,0.0,,0.0
4,3,9.4,13.3,17.0,5.5,0.0,,0.0
5,1,11.5,14.9,18.8,5.5,0.0,,0.0
5,2,12.6,15.7,19.5,5.6,0.0,,0.0
5,3,14.0,18.0,21.8,5.4,0.0,,0.0
6,1,15.7,19.1,23.1,5.5,0.0,,0.0
6,2,18.1,22.0,26.2,5.9,0.0,,0.0
6,3,18.4,22.5,27.1,5.7,0.0,,0.0
7,1,19.0,23.2,27.9,5.7,0.0,,0.0
7,2,19.5,23.7,28.4,5.7,0.0,,0.0
7,3,20.7,24.5,29.1,5.4,0.0,,0.0
8,1,19.6,23.6,28.4,5.3,0.0,,0.0
8,2,19.3,23.5,28.0,5.0,0.0,,0.0
8,3,18.7,22.3,26.9,5.3,0.0,,0.0
9,1,16.7,20.3,24.5,4.7,0.0,,0.0
9,2,17.0,20.4,23.8,4.3,0.0,,0.0
9,3,13.7,16.5,20.1,4.3,0.0,,0.0
10,1,12.6,15.3,18.4,4.4,0.0,,0.0
10,2,10.8,13.8,16.9,3.7,0.0,,0.0
10,3,11.1,13.4,16.5,3.5,0.0,,0.0
11,1,8.1,10.2,12.4,3.4,0.0,,0.0
11,2,6.2,8.6,11.2,3.4,0.0,,0.0
11,3,4.7,6.7,9.0,3.7,0.0,,0.0
12,1,2.9,4.6,7.1,3.5,0.0,,0.0
12,2,3.0,4.8,7.3,2.8,0.0,,0.0
12,3,4.2,6.2,8.9,2.8,0.0,,0.0
