m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,-0.6,3.6,8.2,6.8,9.0,0.29,38.0
2,1.5,6.5,11.8,6.8,7.0,0.22,19.0
3,3.2,9.4,14.7,8.1,8.0,0.25,30.0
4,7.4,13.5,19.3,8.4,9.0,0.31,33.0
5,13.0,18.0,22.8,8.5,15.0,0.49,57.0
6,17.4,23.4,28.8,7.8,9.0,0.29,30.0
7,19.7,26.1,31.5,7.6,8.0,0.26,33.0
8,19.3,25.4,31.5,6.9,8.0,0.27,32.0
9,15.8,21.2,26.5,7.0,10.0,0.33,47.0
10,10.8,14.8,20.5,6.2,11.0,0.34,53.0
11,4.8,8.8,13.4,6.8,11.0,0.38,31.0
12,1.1,4.6,8.6,6.2,10.0,0.33,43.0
