m,m3,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct,country,place
1,1,0,3.6,8.9,6.0,86.0,4.6,0.27,italië,bardolino
1,1,1,2.9,8.9,5.4,87.5,3.6,0.22,italië,bardolino
1,1,2,2.9,8.0,5.2,89.0,5.2,0.16,italië,bardolino
1,1,3,3.2,8.1,5.3,88.5,5.9,0.18,italië,bardolino
1,1,4,3.5,8.1,5.4,88.0,7.2,0.16,italië,bardolino
1,1,5,2.7,8.2,5.4,89.5,6.2,0.16,italië,bardolino
1,1,6,2.6,8.4,5.2,89.5,5.4,0.14,italië,bardolino
1,1,7,2.9,8.3,5.2,86.8,5.1,0.2,italië,bardolino
1,1,8,3.3,8.2,5.3,87.5,5.6,0.2,italië,bardolino
1,1,9,4.2,8.7,6.1,86.8,6.3,0.2,italië,bardolino
1,1,10,4.9,9.1,7.1,86.5,5.5,0.18,italië,bardolino
1,1,11,5.6,9.3,7.5,81.5,6.4,0.18,italië,bardolino
1,1,12,6.7,10.7,8.8,78.0,5.9,0.2,italië,bardolino
1,1,13,7.3,11.8,9.6,76.0,6.4,0.16,italië,bardolino
1,1,14,6.7,10.8,8.9,75.8,6.4,0.24,italië,bardolino
1,1,15,6.2,10.2,8.3,78.3,5.8,0.26,italië,bardolino
1,1,16,5.8,9.3,7.6,82.0,5.1,0.24,italië,bardolino
1,1,17,4.9,9.3,7.1,85.3,5.2,0.2,italië,bardolino
1,1,18,4.2,8.4,6.5,87.0,4.4,0.22,italië,bardolino
1,1,19,4.0,8.6,6.4,87.0,4.5,0.22,italië,bardolino
1,1,20,3.9,8.6,6.2,86.5,4.5,0.2,italië,bardolino
1,1,21,3.7,8.6,6.0,89.0,5.1,0.24,italië,bardolino
1,1,22,4.0,8.3,6.0,87.3,6.0,0.26,italië,bardolino
1,1,23,4.0,8.5,6.4,85.8,6.3,0.24,italië,bardolino
1,2,0,2.6,6.8,4.8,85.5,3.5,0.02,italië,bardolino
1,2,1,2.3,6.6,4.5,85.8,4.1,0.04,italië,bardolino
1,2,2,2.2,6.2,4.3,84.8,4.8,0.04,italië,bardolino
1,2,3,2.1,6.1,4.2,85.3,5.1,0.1,italië,bardolino
1,2,4,2.6,5.9,4.4,85.8,4.6,0.1,italië,bardolino
1,2,5,2.7,6.0,4.3,82.5,4.3,0.06,italië,bardolino
1,2,6,2.8,5.9,4.3,85.5,4.3,0.04,italië,bardolino
1,2,7,1.8,5.9,4.4,85.5,4.9,0.04,italië,bardolino
1,2,8,2.0,5.7,4.3,85.3,6.2,0.0,italië,bardolino
1,2,9,3.6,7.1,5.5,80.3,5.6,0.06,italië,bardolino
1,2,10,4.4,8.0,6.3,75.0,5.2,0.1,italië,bardolino
1,2,11,5.4,9.1,7.1,71.5,4.9,0.12,italië,bardolino
1,2,12,6.4,10.0,8.3,66.0,5.6,0.12,italië,bardolino
1,2,13,6.6,10.6,8.6,65.8,5.3,0.12,italië,bardolino
1,2,14,6.5,10.3,8.6,65.5,5.6,0.14,italië,bardolino
1,2,15,6.1,9.5,7.9,67.8,4.5,0.08,italië,bardolino
1,2,16,5.2,8.6,7.0,72.5,3.8,0.08,italië,bardolino
1,2,17,4.3,7.7,5.7,76.3,3.2,0.08,italië,bardolino
1,2,18,3.8,7.0,5.2,79.5,3.5,0.1,italië,bardolino
1,2,19,3.2,6.3,4.7,83.0,3.5,0.12,italië,bardolino
1,2,20,3.1,6.2,5.0,83.8,4.1,0.08,italië,bardolino
1,2,21,2.8,6.5,4.9,83.3,4.2,0.06,italië,bardolino
1,2,22,2.7,6.9,4.7,85.0,4.5,0.06,italië,bardolino
1,2,23,2.8,6.7,4.7,84.5,3.6,0.08,italië,bardolino
1,3,0,1.9,6.5,4.2,87.0,4.9,0.07,italië,bardolino
1,3,1,1.9,6.2,4.1,87.5,4.2,0.09,italië,bardolino
1,3,2,1.7,6.7,4.2,85.5,5.4,0.15,italië,bardolino
1,3,3,1.8,6.5,4.0,84.5,5.6,0.11,italië,bardolino
1,3,4,1.6,7.0,4.4,85.0,4.7,0.11,italië,bardolino
1,3,5,1.3,6.8,4.1,85.0,4.3,0.13,italië,bardolino
1,3,6,1.0,6.6,3.7,84.0,4.7,0.13,italië,bardolino
1,3,7,1.1,6.5,4.1,84.0,5.1,0.16,italië,bardolino
1,3,8,1.6,6.5,4.3,86.5,6.5,0.18,italië,bardolino
1,3,9,3.3,7.4,5.6,83.0,4.7,0.18,italië,bardolino
1,3,10,5.0,9.0,6.7,80.0,5.4,0.16,italië,bardolino
1,3,11,5.9,9.7,7.5,76.0,5.6,0.15,italië,bardolino
1,3,12,6.6,11.2,8.9,72.0,4.7,0.11,italië,bardolino
1,3,13,7.3,11.3,9.4,68.0,5.3,0.15,italië,bardolino
1,3,14,7.2,12.0,9.8,68.5,4.7,0.13,italië,bardolino
1,3,15,7.2,11.5,9.3,71.5,5.3,0.11,italië,bardolino
1,3,16,6.1,10.3,8.4,74.5,3.6,0.11,italië,bardolino
1,3,17,5.1,8.9,7.1,79.0,4.3,0.11,italië,bardolino
1,3,18,4.6,7.6,6.2,81.0,3.6,0.07,italië,bardolino
1,3,19,3.6,7.5,5.5,83.0,3.8,0.11,italië,bardolino
1,3,20,3.2,7.0,5.4,85.5,4.2,0.11,italië,bardolino
1,3,21,2.7,7.0,5.1,86.5,3.6,0.15,italië,bardolino
1,3,22,2.2,6.6,4.9,87.0,4.3,0.15,italië,bardolino
1,3,23,2.1,6.6,4.6,87.0,4.2,0.11,italië,bardolino
2,1,0,4.7,9.5,6.9,86.3,4.1,0.2,italië,bardolino
2,1,1,4.3,9.0,6.7,87.8,5.3,0.16,italië,bardolino
2,1,2,4.2,9.2,6.4,88.3,5.2,0.16,italië,bardolino
2,1,3,4.1,8.8,6.0,88.5,4.4,0.14,italië,bardolino
2,1,4,4.1,8.9,5.7,89.0,5.3,0.16,italië,bardolino
2,1,5,4.0,8.5,5.6,89.0,4.7,0.18,italië,bardolino
2,1,6,3.5,8.1,5.6,89.3,4.4,0.2,italië,bardolino
2,1,7,3.4,7.9,5.8,88.5,3.2,0.2,italië,bardolino
2,1,8,4.1,8.2,6.4,87.3,4.4,0.18,italië,bardolino
2,1,9,5.8,8.5,7.5,85.3,2.9,0.2,italië,bardolino
2,1,10,6.7,10.1,8.5,81.5,5.9,0.16,italië,bardolino
2,1,11,7.7,10.9,9.3,79.0,4.2,0.14,italië,bardolino
2,1,12,8.3,12.2,10.3,75.8,4.5,0.14,italië,bardolino
2,1,13,8.6,12.9,10.7,75.0,5.1,0.14,italië,bardolino
2,1,14,9.0,12.7,10.8,74.3,4.4,0.12,italië,bardolino
2,1,15,9.0,12.5,10.7,76.5,4.1,0.1,italië,bardolino
2,1,16,8.1,12.3,10.1,79.0,3.4,0.12,italië,bardolino
2,1,17,7.5,11.4,9.6,79.0,4.5,0.14,italië,bardolino
2,1,18,6.7,10.3,8.6,81.3,3.3,0.14,italië,bardolino
2,1,19,6.4,9.7,8.4,83.0,3.0,0.12,italië,bardolino
2,1,20,6.5,10.0,8.1,84.5,3.6,0.14,italië,bardolino
2,1,21,5.8,9.3,7.7,86.8,3.2,0.16,italië,bardolino
2,1,22,5.2,10.0,7.5,85.8,5.0,0.18,italië,bardolino
2,1,23,5.9,9.7,7.3,87.3,5.2,0.2,italië,bardolino
2,2,0,4.0,8.6,6.7,88.5,3.0,0.1,italië,bardolino
2,2,1,3.7,8.4,6.0,87.8,3.0,0.08,italië,bardolino
2,2,2,3.3,9.0,6.6,89.5,3.2,0.08,italië,bardolino
2,2,3,3.6,8.7,6.4,89.3,2.7,0.08,italië,bardolino
2,2,4,3.3,8.0,5.7,89.5,3.1,0.06,italië,bardolino
2,2,5,3.2,7.8,5.6,88.5,3.4,0.06,italië,bardolino
2,2,6,3.3,7.7,5.7,88.3,3.3,0.02,italië,bardolino
2,2,7,3.2,7.9,5.4,88.5,3.2,0.04,italië,bardolino
2,2,8,3.9,8.7,6.4,88.5,2.9,0.06,italië,bardolino
2,2,9,5.5,10.2,7.7,82.5,4.0,0.06,italië,bardolino
2,2,10,6.6,10.9,9.0,74.8,4.0,0.08,italië,bardolino
2,2,11,8.2,12.5,10.0,73.8,4.6,0.08,italië,bardolino
2,2,12,9.7,13.5,11.4,70.0,4.2,0.06,italië,bardolino
2,2,13,9.6,15.5,12.7,66.0,5.1,0.04,italië,bardolino
2,2,14,9.8,15.7,12.9,64.8,5.8,0.02,italië,bardolino
2,2,15,9.6,15.8,12.6,65.0,5.4,0.04,italië,bardolino
2,2,16,9.0,14.6,11.8,70.5,3.5,0.02,italië,bardolino
2,2,17,8.0,13.1,10.9,72.0,3.5,0.02,italië,bardolino
2,2,18,6.5,12.1,9.6,77.8,4.2,0.02,italië,bardolino
2,2,19,6.2,10.7,8.8,82.8,2.7,0.04,italië,bardolino
2,2,20,5.4,9.8,7.7,85.0,2.9,0.08,italië,bardolino
2,2,21,5.2,9.2,7.5,85.8,2.7,0.1,italië,bardolino
2,2,22,4.8,8.7,7.0,85.3,2.4,0.08,italië,bardolino
2,2,23,4.5,8.5,6.6,86.3,3.3,0.04,italië,bardolino
2,3,0,6.6,9.6,8.4,87.0,5.6,0.16,italië,bardolino
2,3,1,6.4,11.2,8.8,89.0,6.9,0.18,italië,bardolino
2,3,2,6.1,10.2,8.6,88.5,4.7,0.11,italië,bardolino
2,3,3,5.7,9.8,8.3,89.0,4.0,0.11,italië,bardolino
2,3,4,5.7,10.0,8.0,84.5,4.0,0.09,italië,bardolino
2,3,5,5.5,9.7,7.7,85.0,5.6,0.11,italië,bardolino
2,3,6,4.8,9.9,7.4,83.5,5.2,0.11,italië,bardolino
2,3,7,4.9,9.4,7.6,83.5,6.5,0.16,italië,bardolino
2,3,8,6.7,10.0,8.6,86.5,4.5,0.18,italië,bardolino
2,3,9,8.4,11.6,10.4,81.0,5.6,0.18,italië,bardolino
2,3,10,9.7,12.5,11.1,76.0,7.2,0.09,italië,bardolino
2,3,11,10.0,14.0,12.5,74.0,7.4,0.11,italië,bardolino
2,3,12,10.7,14.4,13.0,73.0,7.8,0.16,italië,bardolino
2,3,13,11.6,14.9,13.3,69.0,5.8,0.18,italië,bardolino
2,3,14,11.2,15.8,13.7,67.0,5.9,0.2,italië,bardolino
2,3,15,11.1,15.8,13.5,67.5,5.2,0.2,italië,bardolino
2,3,16,10.8,13.9,12.8,68.5,3.6,0.16,italië,bardolino
2,3,17,9.8,13.4,11.8,72.5,4.5,0.24,italië,bardolino
2,3,18,9.1,12.4,10.9,77.0,4.2,0.27,italië,bardolino
2,3,19,8.2,12.4,10.4,81.5,4.5,0.13,italië,bardolino
2,3,20,7.8,11.3,9.8,83.0,3.4,0.18,italië,bardolino
2,3,21,7.4,10.7,9.5,81.0,3.8,0.2,italië,bardolino
2,3,22,7.1,10.3,8.9,82.5,6.5,0.24,italië,bardolino
2,3,23,7.0,10.4,8.8,85.0,7.4,0.22,italië,bardolino
3,1,0,5.8,10.1,7.8,87.0,4.7,0.2,italië,bardolino
3,1,1,5.6,10.3,7.6,86.0,4.5,0.16,italië,bardolino
3,1,2,5.6,9.8,7.1,87.8,4.1,0.14,italië,bardolino
3,1,3,5.3,9.0,6.9,88.8,4.2,0.14,italië,bardolino
3,1,4,5.3,8.9,7.1,90.3,4.5,0.14,italië,bardolino
3,1,5,5.1,8.5,6.7,90.0,4.3,0.14,italië,bardolino
3,1,6,4.9,8.4,6.6,90.3,5.4,0.18,italië,bardolino
3,1,7,5.2,8.8,7.2,89.5,5.2,0.14,italië,bardolino
3,1,8,8.1,10.3,9.1,85.5,4.6,0.14,italië,bardolino
3,1,9,8.8,11.9,10.2,78.5,4.3,0.12,italië,bardolino
3,1,10,9.2,12.6,10.8,74.8,4.7,0.08,italië,bardolino
3,1,11,10.3,14.2,12.3,72.8,5.4,0.08,italië,bardolino
3,1,12,11.1,14.9,12.9,67.5,5.6,0.1,italië,bardolino
3,1,13,11.6,16.4,14.2,65.0,5.8,0.08,italië,bardolino
3,1,14,11.9,15.8,13.9,63.8,5.7,0.08,italië,bardolino
3,1,15,11.7,15.9,13.9,60.3,5.4,0.1,italië,bardolino
3,1,16,11.7,16.0,13.5,63.0,5.3,0.12,italië,bardolino
3,1,17,10.3,15.2,12.8,65.8,4.4,0.04,italië,bardolino
3,1,18,9.9,13.0,11.8,73.5,2.8,0.08,italië,bardolino
3,1,19,8.9,12.4,10.7,77.5,3.8,0.14,italië,bardolino
3,1,20,8.1,12.0,10.3,77.3,3.6,0.12,italië,bardolino
3,1,21,8.0,11.5,9.6,80.5,4.7,0.14,italië,bardolino
3,1,22,7.2,11.1,8.9,84.0,4.0,0.2,italië,bardolino
3,1,23,6.5,11.3,8.4,86.0,4.3,0.22,italië,bardolino
3,2,0,6.9,11.3,9.1,81.5,3.2,0.07,italië,bardolino
3,2,1,6.3,10.5,8.6,83.5,3.9,0.02,italië,bardolino
3,2,2,6.0,10.2,8.4,82.3,2.9,0.05,italië,bardolino
3,2,3,6.1,9.9,8.0,83.0,3.9,0.03,italië,bardolino
3,2,4,6.0,9.8,8.0,83.8,3.3,0.03,italië,bardolino
3,2,5,5.7,9.8,7.9,83.3,4.9,0.03,italië,bardolino
3,2,6,5.4,10.0,7.8,83.5,3.7,0.02,italië,bardolino
3,2,7,6.9,10.5,8.8,82.8,4.5,0.07,italië,bardolino
3,2,8,8.4,11.6,10.3,80.0,5.6,0.07,italië,bardolino
3,2,9,9.2,12.8,11.0,76.0,5.6,0.07,italië,bardolino
3,2,10,10.0,13.8,12.0,70.8,5.2,0.05,italië,bardolino
3,2,11,10.8,14.6,12.9,68.3,4.7,0.08,italië,bardolino
3,2,12,11.6,16.1,13.9,66.0,5.6,0.03,italië,bardolino
3,2,13,11.6,17.1,14.5,65.0,6.7,0.05,italië,bardolino
