m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,11.5,13.1,15.4,17.5,17.0,0.54,38.0
2,10.8,13.0,15.3,17.9,13.0,0.43,12.0
3,12.0,14.3,16.5,17.4,14.0,0.44,17.0
4,13.6,16.1,19.1,14.7,9.0,0.28,3.0
5,17.2,20.5,23.8,12.6,7.0,0.21,3.0
6,21.9,24.5,27.6,14.2,2.0,0.08,0.0
7,24.2,26.8,29.5,17.1,1.0,0.02,0.0
8,24.2,26.7,29.3,16.2,1.0,0.03,0.0
9,22.3,24.6,27.5,16.4,3.0,0.1,0.0
10,18.6,21.0,23.5,15.7,3.0,0.1,1.0
11,15.6,17.8,20.5,14.9,9.0,0.31,4.0
12,12.7,15.1,17.2,16.7,15.0,0.49,19.0
