m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.0,11.3,16.7,13.3,4.0,0.13,2.0
2,8.3,12.9,17.9,11.6,3.0,0.12,2.0
3,9.7,14.3,19.3,14.6,8.0,0.27,29.0
4,11.8,16.3,20.8,12.9,7.0,0.22,28.0
5,14.8,19.5,24.6,11.6,6.0,0.2,17.0
6,19.2,23.8,28.4,11.5,4.0,0.13,3.0
7,22.3,26.8,31.6,11.5,1.0,0.04,0.0
8,22.8,27.2,31.8,10.6,2.0,0.08,3.0
9,20.4,24.4,28.8,11.1,7.0,0.22,18.0
10,16.0,20.4,25.1,10.7,4.0,0.14,11.0
11,11.9,15.8,21.0,13.6,6.0,0.2,14.0
12,9.4,13.3,18.6,13.1,4.0,0.14,6.0
