m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,25.0,28.4,31.9,8.2,10.0,0.96,68.0
1,2,25.1,28.1,31.3,9.6,10.0,0.98,83.0
1,3,25.0,27.9,30.8,9.4,11.0,1.0,88.0
2,1,24.6,27.8,30.9,8.5,10.0,0.98,98.0
2,2,25.0,27.9,31.1,7.7,10.0,1.0,77.0
2,3,25.0,28.0,31.4,8.3,9.0,0.98,95.0
3,1,25.0,28.1,31.5,8.3,10.0,1.0,71.0
3,2,25.2,28.3,31.6,7.5,10.0,0.95,56.0
3,3,25.3,28.4,32.5,7.0,11.0,0.95,66.0
4,1,25.5,28.9,32.5,6.9,9.0,0.9,54.0
4,2,25.7,29.2,32.8,6.4,10.0,1.0,67.0
4,3,25.8,29.2,33.0,6.5,10.0,0.98,53.0
5,1,26.3,29.6,33.3,6.3,10.0,1.0,46.0
5,2,26.3,29.8,33.6,7.2,10.0,0.98,32.0
5,3,26.2,29.7,33.3,6.4,11.0,1.0,35.0
6,1,25.9,29.5,33.1,6.0,10.0,0.95,39.0
6,2,25.6,29.1,32.8,6.7,9.0,0.93,56.0
6,3,25.4,29.0,32.7,7.0,9.0,0.88,38.0
7,1,25.2,28.8,32.5,7.3,9.0,0.93,36.0
7,2,25.0,28.9,32.6,7.5,6.0,0.57,7.0
7,3,25.6,29.0,32.8,7.1,6.0,0.52,8.0
8,1,25.3,28.9,32.6,7.6,8.0,0.78,14.0
8,2,25.6,29.1,32.8,7.7,6.0,0.55,6.0
8,3,26.0,29.1,32.8,7.3,8.0,0.77,12.0
9,1,25.7,29.1,33.0,7.0,7.0,0.74,34.0
9,2,25.7,29.3,33.0,7.3,7.0,0.68,20.0
9,3,25.6,29.5,33.0,7.3,8.0,0.78,29.0
10,1,26.1,29.5,33.3,6.8,9.0,0.93,25.0
10,2,26.0,29.6,33.0,7.0,9.0,0.85,33.0
10,3,26.0,29.5,33.2,6.8,10.0,0.91,35.0
11,1,25.6,28.9,32.7,6.0,10.0,0.98,76.0
11,2,25.8,29.2,33.2,6.8,10.0,0.95,73.0
11,3,25.5,28.7,32.8,6.9,10.0,0.95,56.0
12,1,25.4,28.3,31.9,7.5,10.0,0.98,84.0
12,2,25.8,29.0,32.7,8.4,9.0,0.93,70.0
12,3,25.1,28.4,31.6,8.9,11.0,0.95,99.0
