m,m3,d,tmin_avg,tavg_avg,tmax_avg,prcp_avg,wspd_avg,rain_pct
1,1,1,5.9,11.1,16.5,2.5,5.0,0.33
1,1,2,5.1,11.0,17.0,0.0,4.1,0.14
1,1,3,7.0,10.2,16.5,7.5,5.3,0.57
1,1,4,6.0,10.8,15.7,4.6,6.1,0.43
1,1,5,7.9,12.0,15.5,6.9,8.4,0.5
1,1,6,7.7,12.1,14.9,0.0,15.0,0.14
1,1,7,6.3,10.2,15.9,2.4,11.5,0.33
1,1,8,6.5,10.7,16.1,13.0,10.8,0.57
1,1,9,5.2,11.4,15.7,5.0,8.5,0.67
1,1,10,8.0,11.5,15.6,10.1,7.9,0.67
1,2,11,7.3,10.6,14.0,3.3,5.7,0.43
1,2,12,7.4,10.6,14.8,3.5,8.2,0.29
1,2,13,4.9,8.9,14.4,0.0,7.1,0.14
1,2,14,4.2,8.6,14.1,0.3,6.2,0.33
1,2,15,5.5,9.5,14.6,4.5,8.4,0.57
1,2,16,4.4,10.1,14.7,2.1,8.1,0.33
1,2,17,5.2,11.1,16.1,0.2,6.9,0.29
1,2,18,9.0,12.5,15.7,2.0,14.5,0.67
1,2,19,5.2,10.6,15.7,9.4,9.6,0.5
1,2,20,5.5,10.4,14.5,11.9,9.0,0.83
1,3,21,7.4,10.9,14.1,8.7,9.6,0.83
1,3,22,6.2,10.1,15.0,0.5,11.2,0.57
1,3,23,5.7,10.0,14.0,10.8,10.3,0.43
1,3,24,4.7,10.4,14.2,17.6,10.2,0.43
1,3,25,7.4,11.4,14.9,11.6,11.1,0.43
1,3,26,6.9,10.1,15.0,4.5,12.9,0.67
1,3,27,6.5,10.5,14.8,1.5,8.2,0.5
1,3,28,5.3,10.2,14.2,0.4,8.2,0.5
1,3,29,6.0,9.9,15.4,0.9,6.4,0.43
1,3,30,5.8,10.1,14.7,0.3,8.3,0.43
1,3,31,4.7,9.3,15.3,0.2,6.7,0.33
2,1,1,5.5,10.2,15.7,5.0,8.0,0.33
2,1,2,8.3,11.3,15.2,2.3,15.8,0.57
2,1,3,8.5,11.9,17.0,4.7,19.7,0.33
2,1,4,5.6,10.5,15.5,0.3,6.8,0.33
2,1,5,7.0,11.2,16.5,0.0,10.5,0.17
2,1,6,5.5,11.8,15.1,0.0,6.5,0.0
2,1,7,5.9,11.0,16.1,0.0,12.0,0.0
2,1,8,7.5,11.3,14.3,0.0,15.9,0.17
2,1,9,5.5,10.4,15.3,0.9,7.7,0.67
2,1,10,6.1,10.6,15.1,1.0,9.6,0.33
2,2,11,7.5,11.5,16.1,0.0,13.0,0.17
2,2,12,8.0,10.6,16.0,0.9,5.0,0.6
2,2,13,7.3,11.2,14.0,0.7,9.1,0.6
2,2,14,5.5,10.9,15.2,5.5,10.6,0.29
2,2,15,5.0,9.9,15.2,4.9,8.1,0.33
2,2,16,4.8,10.6,16.5,0.0,7.1,0.0
2,2,17,4.1,10.2,16.6,0.0,4.0,0.14
2,2,18,6.0,11.1,17.3,0.0,4.3,0.0
2,2,19,6.8,11.5,17.0,0.0,4.5,0.17
2,2,20,8.1,11.6,15.9,2.9,9.3,0.33
2,3,21,7.5,11.3,17.3,0.0,4.6,0.2
2,3,22,6.7,11.1,16.1,5.0,6.9,0.43
2,3,23,7.0,11.7,17.3,0.3,8.1,0.33
2,3,24,7.9,12.1,17.0,4.3,12.1,0.43
2,3,25,6.4,11.9,16.0,7.0,10.9,0.29
2,3,26,9.3,13.5,18.5,11.8,15.2,0.5
2,3,27,8.3,11.8,15.3,9.4,11.1,0.57
2,3,28,7.3,12.3,17.0,3.1,9.7,0.43
2,3,29,9.2,13.5,19.2,7.1,12.6,0.5
3,1,1,7.0,11.5,15.6,0.0,9.1,0.17
3,1,2,10.2,13.6,17.1,1.2,11.3,0.57
3,1,3,8.8,13.4,17.1,0.0,7.9,0.17
3,1,4,8.5,12.3,17.3,7.4,10.1,0.5
3,1,5,7.4,11.4,15.5,7.8,6.9,0.33
3,1,6,9.0,12.6,15.7,1.4,11.2,0.5
3,1,7,9.1,13.0,16.1,4.3,8.2,0.67
3,1,8,7.3,11.8,17.1,3.7,5.3,0.71
3,1,9,6.7,12.3,17.0,0.7,8.9,0.43
3,1,10,9.3,13.4,16.3,0.3,10.4,0.5
3,2,11,8.9,13.5,16.7,1.7,12.7,0.33
3,2,12,7.8,13.0,17.3,0.8,8.0,0.33
3,2,13,9.0,13.2,17.1,0.0,7.8,0.17
3,2,14,8.2,11.7,16.6,0.0,7.6,0.17
3,2,15,9.0,12.1,17.1,7.4,10.1,0.43
3,2,16,8.7,13.0,17.3,6.4,9.8,0.5
3,2,17,8.4,13.6,18.6,0.2,11.2,0.33
3,2,18,8.8,13.1,17.5,0.2,8.5,0.29
3,2,19,9.0,12.6,16.1,1.0,9.9,0.33
3,2,20,8.4,12.0,17.0,0.0,7.4,0.2
3,3,21,8.9,13.4,18.1,3.2,8.3,0.43
3,3,22,8.4,13.0,19.0,1.0,7.8,0.29
3,3,23,7.9,11.9,16.3,0.0,7.6,0.14
3,3,24,6.8,12.1,17.5,0.3,9.0,0.29
