m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,6.0,10.5,15.0,8.3,14.0,0.46,146.0
2,7.0,11.3,16.1,9.3,9.0,0.32,77.0
3,8.7,13.0,17.1,8.9,11.0,0.34,54.0
4,11.2,16.0,20.6,8.6,8.0,0.27,23.0
5,15.2,20.0,25.0,8.1,8.0,0.25,25.0
6,19.5,24.6,29.6,7.5,3.0,0.11,2.0
7,22.1,27.9,33.3,9.4,1.0,0.03,0.0
8,22.5,27.8,33.5,7.9,2.0,0.07,3.0
9,19.6,24.4,30.1,9.8,6.0,0.19,28.0
10,15.3,19.4,24.5,7.0,7.0,0.22,57.0
11,11.8,16.2,20.6,9.1,13.0,0.44,188.0
12,8.3,12.2,17.0,8.1,14.0,0.46,182.0
