m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,6.8,10.6,17.4,11.9,1.0,0.13,1.0
1,2,6.3,10.0,17.1,15.6,2.0,0.16,5.0
1,3,8.3,12.8,18.1,14.0,1.0,0.1,2.0
2,1,9.1,12.0,18.0,14.2,2.0,0.17,4.0
2,2,8.6,12.3,18.2,9.7,1.0,0.14,0.0
2,3,8.1,12.0,18.4,11.1,1.0,0.11,0.0
3,1,10.3,13.6,18.6,16.1,2.0,0.23,6.0
3,2,11.1,14.6,19.4,15.4,3.0,0.26,12.0
3,3,10.4,13.7,19.0,15.1,3.0,0.29,17.0
4,1,11.1,14.8,19.7,13.8,3.0,0.26,4.0
4,2,12.5,15.8,20.4,12.6,3.0,0.3,8.0
4,3,13.4,16.8,21.2,12.3,3.0,0.32,11.0
5,1,14.6,18.3,23.5,12.6,2.0,0.17,5.0
5,2,15.6,19.3,24.5,12.0,2.0,0.17,1.0
5,3,16.9,20.2,25.1,11.7,3.0,0.26,10.0
6,1,18.4,21.8,26.2,11.1,2.0,0.2,2.0
6,2,19.8,23.3,27.7,11.2,2.0,0.16,3.0
6,3,21.2,24.6,28.9,12.1,1.0,0.13,1.0
7,1,22.6,25.6,29.6,11.1,1.0,0.11,1.0
7,2,23.3,26.5,30.3,11.9,1.0,0.13,1.0
7,3,23.9,27.1,30.8,12.1,1.0,0.05,0.0
8,1,23.9,27.3,31.3,12.2,1.0,0.11,2.0
8,2,23.9,27.0,30.9,11.3,1.0,0.13,1.0
8,3,22.8,26.3,30.7,10.8,2.0,0.18,4.0
9,1,21.3,24.8,29.0,10.8,2.0,0.22,8.0
9,2,20.5,23.7,28.3,11.4,4.0,0.43,38.0
9,3,18.9,22.4,27.6,11.9,2.0,0.16,6.0
10,1,17.2,21.0,26.5,10.8,1.0,0.13,1.0
10,2,16.3,19.9,25.6,10.9,2.0,0.24,5.0
10,3,15.0,18.4,23.4,12.4,3.0,0.3,19.0
11,1,12.4,16.0,22.0,15.8,3.0,0.32,5.0
11,2,12.5,16.0,20.9,12.6,3.0,0.3,10.0
11,3,10.5,14.2,19.9,14.3,2.0,0.21,1.0
12,1,9.6,13.2,18.6,13.9,2.0,0.23,5.0
12,2,9.6,13.1,18.6,13.1,1.0,0.1,2.0
12,3,8.5,12.6,18.9,12.2,1.0,0.06,0.0
