m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,10.4,13.4,16.2,16.8,4.0,0.37,16.0
1,2,10.4,12.6,15.6,19.9,5.0,0.51,16.0
1,3,8.9,12.8,16.1,19.7,5.0,0.49,21.0
2,1,8.9,12.6,15.5,22.0,4.0,0.44,23.0
2,2,9.3,12.5,15.4,18.8,4.0,0.43,26.0
2,3,10.3,13.0,16.6,19.8,4.0,0.44,12.0
3,1,10.1,13.7,17.5,14.7,3.0,0.27,12.0
3,2,10.4,13.7,17.3,23.0,4.0,0.36,9.0
3,3,10.9,14.6,18.1,18.6,3.0,0.29,12.0
4,1,12.5,16.6,20.0,18.9,3.0,0.27,8.0
4,2,12.4,16.9,20.7,16.3,1.0,0.11,1.0
4,3,13.7,17.8,21.9,15.5,1.0,0.08,0.0
5,1,14.8,18.6,22.0,15.7,2.0,0.25,2.0
5,2,16.0,20.7,25.1,12.3,1.0,0.07,0.0
5,3,17.2,21.0,24.0,13.1,2.0,0.2,5.0
6,1,19.2,23.2,26.6,13.8,1.0,0.07,0.0
6,2,20.4,24.4,27.5,14.3,1.0,0.1,0.0
6,3,21.7,25.9,28.8,16.3,0.0,0.0,0.0
7,1,23.0,26.6,29.6,16.8,1.0,0.07,0.0
7,2,23.9,27.1,29.7,20.2,0.0,0.03,0.0
7,3,23.5,27.3,29.9,18.9,0.0,0.03,0.0
8,1,24.5,27.3,30.4,18.9,0.0,0.0,0.0
8,2,23.5,27.1,30.0,19.2,0.0,0.04,0.0
8,3,22.8,26.5,29.4,14.6,1.0,0.09,0.0
9,1,22.5,25.7,28.8,17.7,2.0,0.16,1.0
9,2,20.9,24.4,27.8,17.6,1.0,0.1,0.0
9,3,19.4,22.9,26.7,13.3,1.0,0.13,2.0
10,1,18.9,22.5,26.2,16.7,1.0,0.12,0.0
10,2,18.5,21.1,24.5,15.2,3.0,0.26,7.0
10,3,16.9,19.5,22.8,13.4,2.0,0.17,0.0
11,1,16.4,19.3,22.6,14.1,2.0,0.22,6.0
11,2,15.0,17.8,21.0,13.7,3.0,0.26,12.0
11,3,14.1,16.8,20.4,17.7,4.0,0.36,6.0
12,1,12.6,15.7,18.9,16.5,4.0,0.4,6.0
12,2,11.6,15.0,18.5,18.1,5.0,0.49,28.0
12,3,10.4,13.7,17.0,16.5,4.0,0.38,24.0
