m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,10.0,12.9,16.0,19.5,14.0,0.46,53.0
2,9.5,12.6,15.6,20.9,13.0,0.44,60.0
3,10.5,13.8,17.5,16.7,10.0,0.31,32.0
4,12.6,17.0,21.0,16.7,5.0,0.16,9.0
5,16.3,20.5,24.0,13.7,5.0,0.17,7.0
6,20.5,24.5,27.9,14.9,2.0,0.06,0.0
7,23.5,27.0,29.7,18.9,1.0,0.04,0.0
8,23.5,27.0,30.0,17.8,1.0,0.05,0.0
9,21.0,24.5,27.8,16.5,4.0,0.13,3.0
10,18.0,21.0,24.5,15.1,6.0,0.18,7.0
11,15.1,18.2,21.3,15.9,8.0,0.28,24.0
12,11.5,14.7,18.0,16.5,13.0,0.42,59.0
