m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.2,10.2,13.3,13.8,3.0,0.27,2.0
1,2,4.7,8.5,11.7,15.2,4.0,0.43,4.0
1,3,5.0,9.3,12.5,13.7,5.0,0.45,6.0
2,1,6.1,9.7,12.8,14.5,2.0,0.17,0.0
2,2,5.3,8.7,12.3,16.5,4.0,0.43,2.0
2,3,6.4,10.7,14.0,13.7,3.0,0.37,2.0
3,1,7.6,11.1,14.4,14.0,4.0,0.37,6.0
3,2,7.0,11.2,14.3,15.1,5.0,0.53,7.0
3,3,7.0,11.4,14.7,12.1,4.0,0.32,4.0
4,1,9.2,13.2,16.9,13.8,3.0,0.25,15.0
4,2,9.5,14.0,18.0,10.1,5.0,0.45,24.0
4,3,11.5,15.4,20.1,8.7,3.0,0.3,10.0
5,1,13.3,17.0,20.8,10.5,5.0,0.45,12.0
5,2,13.7,19.2,23.8,8.9,3.0,0.25,3.0
5,3,15.5,20.7,24.9,10.8,3.0,0.26,5.0
6,1,17.3,22.9,27.1,9.3,1.0,0.13,0.0
6,2,19.1,24.3,28.6,9.6,2.0,0.2,0.0
6,3,21.0,25.4,30.0,12.1,1.0,0.07,0.0
7,1,21.9,26.2,30.8,12.4,1.0,0.13,0.0
7,2,22.0,26.3,30.5,13.1,0.0,0.0,0.0
7,3,23.0,27.4,31.8,12.6,0.0,0.03,0.0
8,1,23.0,27.5,32.1,13.5,0.0,0.0,0.0
8,2,23.0,26.6,30.8,15.5,1.0,0.13,0.0
8,3,22.7,26.4,30.9,13.7,3.0,0.26,5.0
9,1,20.9,24.1,27.9,15.2,2.0,0.2,5.0
9,2,19.3,23.4,27.3,14.6,2.0,0.23,0.0
9,3,17.4,20.3,25.0,13.8,2.0,0.2,1.0
10,1,15.5,19.6,23.0,11.5,1.0,0.07,0.0
10,2,15.1,18.4,22.0,15.3,2.0,0.2,0.0
10,3,14.0,17.1,20.6,12.9,1.0,0.09,0.0
11,1,13.1,16.5,19.8,15.7,2.0,0.17,0.0
11,2,11.3,14.3,17.4,12.1,4.0,0.43,4.0
11,3,9.6,13.4,16.5,18.1,6.0,0.6,17.0
12,1,8.5,11.8,14.6,15.3,7.0,0.7,46.0
12,2,8.3,11.1,14.3,14.9,4.0,0.43,5.0
12,3,7.9,10.8,13.5,12.9,4.0,0.33,2.0
