m,m3,coco,coco_pct
1,2,9.0,0.001
1,2,8.0,0.011
6,3,8.0,0.0
11,1,7.0,0.021
8,1,25.0,0.002
8,1,2.0,0.18
7,1,3.0,0.03
7,1,26.0,0.0
7,1,9.0,0.0
9,1,8.0,0.009
4,1,9.0,0.004
7,3,5.0,0.015
4,1,26.0,0.0
10,3,17.0,0.003
8,2,7.0,0.001
10,3,21.0,0.001
3,2,7.0,0.045
4,1,7.0,0.041
12,2,3.0,0.204
6,2,21.0,0.0
7,2,4.0,0.009
8,1,26.0,0.0
3,1,26.0,0.001
3,1,7.0,0.066
12,1,23.0,0.0
9,1,17.0,0.0
4,2,9.0,0.007
10,2,1.0,0.283
9,3,23.0,0.0
7,2,8.0,0.0
12,3,3.0,0.121
1,3,5.0,0.013
5,1,23.0,0.0
10,1,9.0,0.0
1,1,1.0,0.317
6,3,7.0,0.001
11,3,3.0,0.125
4,2,2.0,0.364
11,2,17.0,0.002
6,2,23.0,0.0
12,1,3.0,0.141
10,2,17.0,0.005
12,2,2.0,0.444
2,3,23.0,0.0
9,1,1.0,0.423
10,2,9.0,0.011
7,2,21.0,0.0
2,3,3.0,0.181
8,1,18.0,0.0
8,2,26.0,0.0
9,3,8.0,0.002
1,1,3.0,0.139
10,2,26.0,0.001
6,1,8.0,0.002
11,1,21.0,0.0
11,1,23.0,0.0
2,1,21.0,0.0
1,3,4.0,0.047
7,1,7.0,0.0
6,2,18.0,0.0
2,2,21.0,0.0
6,2,7.0,0.003
5,2,17.0,0.001
5,2,8.0,0.007
12,3,5.0,0.025
5,2,2.0,0.419
3,1,1.0,0.207
3,2,2.0,0.398
7,3,8.0,0.0
9,2,25.0,0.002
11,3,18.0,0.0
7,3,26.0,0.0
8,2,5.0,0.009
3,2,18.0,0.0
1,3,8.0,0.017
3,3,4.0,0.049
8,3,26.0,0.0
7,3,2.0,0.195
7,3,7.0,0.0
9,1,25.0,0.002
9,1,4.0,0.022
4,2,3.0,0.188
11,1,25.0,0.0
2,1,25.0,0.0
1,3,3.0,0.215
12,3,8.0,0.009
3,3,18.0,0.003
4,1,5.0,0.008
9,2,1.0,0.205
1,3,23.0,0.001
3,2,17.0,0.002
1,1,5.0,0.042
11,3,25.0,0.001
2,2,18.0,0.0
7,2,25.0,0.0
6,1,18.0,0.003
2,2,25.0,0.0
9,3,18.0,0.0
3,2,21.0,0.0
5,2,18.0,0.003
5,1,1.0,0.362
9,1,7.0,0.008
12,1,1.0,0.276
12,3,21.0,0.0
7,1,2.0,0.146
9,3,7.0,0.013
1,2,26.0,0.0
10,2,8.0,0.021
12,3,4.0,0.019
10,1,1.0,0.362
4,1,25.0,0.0
12,2,23.0,0.0
12,1,8.0,0.015
11,1,9.0,0.002
11,2,3.0,0.18
8,2,2.0,0.292
3,3,8.0,0.05
10,2,25.0,0.004
9,1,23.0,0.0
4,2,1.0,0.333
1,3,1.0,0.269
7,3,9.0,0.0
4,1,23.0,0.0
3,1,25.0,0.0
6,3,23.0,0.0
3,3,23.0,0.0
7,1,21.0,0.0
12,1,21.0,0.0
9,3,1.0,0.453
9,2,17.0,0.001
2,3,8.0,0.006
1,1,25.0,0.0
5,3,7.0,0.03
4,1,1.0,0.238
5,1,5.0,0.013
2,3,21.0,0.0
11,1,3.0,0.13
3,1,17.0,0.002
7,2,18.0,0.0
12,1,7.0,0.045
5,1,18.0,0.003
2,2,4.0,0.025
11,1,4.0,0.03
11,2,23.0,0.0
10,2,21.0,0.0
8,1,9.0,0.0
11,3,17.0,0.004
12,3,1.0,0.364
7,1,25.0,0.0
11,2,7.0,0.041
5,2,4.0,0.011
9,3,17.0,0.0
9,3,26.0,0.0
1,1,17.0,0.001
5,3,25.0,0.0
8,1,17.0,0.0
2,1,3.0,0.169
12,3,23.0,0.0
12,2,7.0,0.061
10,2,23.0,0.0
10,2,5.0,0.012
12,3,25.0,0.0
11,2,8.0,0.008
4,3,25.0,0.004
5,1,26.0,0.001
9,3,21.0,0.0
1,1,2.0,0.401
8,2,18.0,0.001
10,3,1.0,0.207
10,3,9.0,0.004
7,3,3.0,0.043
9,1,18.0,0.001
9,1,5.0,0.002
12,3,26.0,0.0
11,3,21.0,0.0
4,1,21.0,0.0
8,1,21.0,0.0
11,3,5.0,0.026
1,1,8.0,0.023
7,2,9.0,0.0
2,2,17.0,0.0
4,2,21.0,0.0
4,2,5.0,0.007
10,3,5.0,0.006
5,3,26.0,0.0
8,1,3.0,0.038
2,2,1.0,0.26
6,1,1.0,0.42
7,2,7.0,0.0
2,1,9.0,0.022
10,3,4.0,0.024
2,1,7.0,0.03
8,3,2.0,0.345
1,1,21.0,0.0
2,1,18.0,0.0
1,3,2.0,0.396
9,2,23.0,0.0
4,3,17.0,0.002
2,3,5.0,0.011
12,2,17.0,0.003
1,1,26.0,0.0
6,2,1.0,0.52
1,1,18.0,0.001
10,3,2.0,0.49
1,2,18.0,0.001
12,1,4.0,0.041
9,2,8.0,0.002
9,2,26.0,0.001
8,3,18.0,0.002
4,3,2.0,0.498
3,2,23.0,0.0
6,1,23.0,0.001
8,3,21.0,0.0
2,1,4.0,0.032
4,2,4.0,0.033
1,2,1.0,0.252
4,2,8.0,0.016
11,3,7.0,0.045
5,1,8.0,0.001
11,1,8.0,0.005
9,1,9.0,0.001
4,3,26.0,0.0
8,3,7.0,0.0
11,2,5.0,0.027
4,2,26.0,0.0
6,2,8.0,0.0
2,2,23.0,0.0
12,2,25.0,0.0
8,2,3.0,0.05
7,2,17.0,0.0
6,1,2.0,0.444
7,2,1.0,0.824
1,1,9.0,0.002
5,3,23.0,0.0
2,3,17.0,0.001
10,2,7.0,0.038
1,3,9.0,0.004
5,1,9.0,0.0
7,1,17.0,0.0
8,1,1.0,0.774
12,3,17.0,0.0
1,3,18.0,0.003
7,2,23.0,0.0
5,3,4.0,0.011
5,3,18.0,0.0
5,3,8.0,0.01
11,2,4.0,0.035
6,1,3.0,0.085
7,1,23.0,0.0
11,3,1.0,0.271
11,3,2.0,0.48
8,2,25.0,0.002
10,2,18.0,0.004
5,1,3.0,0.061
10,1,21.0,0.0
6,3,9.0,0.0
5,1,7.0,0.018
9,1,26.0,0.0
7,3,17.0,0.0
4,1,3.0,0.175
6,2,3.0,0.054
2,2,5.0,0.022
7,3,23.0,0.0
10,2,2.0,0.439
9,2,5.0,0.012
2,2,8.0,0.0
10,1,18.0,0.001
3,3,26.0,0.001
3,3,5.0,0.021
11,3,4.0,0.026
2,1,2.0,0.371
5,3,1.0,0.454
5,2,7.0,0.016
2,3,9.0,0.003
12,3,2.0,0.441
1,1,4.0,0.03
5,3,3.0,0.071
4,2,25.0,0.003
4,3,21.0,0.0
8,3,5.0,0.005
6,3,5.0,0.0
9,3,3.0,0.093
2,3,4.0,0.072
8,1,4.0,0.005
11,1,18.0,0.001
12,1,25.0,0.0
7,2,5.0,0.001
9,1,21.0,0.0
8,2,21.0,0.0
7,2,2.0,0.139
8,2,17.0,0.0
10,2,3.0,0.15
6,2,26.0,0.0
6,3,3.0,0.024
12,1,2.0,0.45
1,2,5.0,0.007
5,3,2.0,0.419
10,1,17.0,0.002
7,3,1.0,0.742
3,2,1.0,0.319
2,1,26.0,0.0
3,3,21.0,0.0
1,2,21.0,0.0
1,2,25.0,0.0
4,2,23.0,0.0
2,1,17.0,0.001
1,2,23.0,0.0
7,1,8.0,0.0
9,3,9.0,0.001
11,2,9.0,0.016
7,3,18.0,0.0
11,2,25.0,0.0
10,1,7.0,0.013
8,2,23.0,0.0
3,2,8.0,0.02
3,3,3.0,0.184
1,2,7.0,0.033
12,2,21.0,0.0
2,2,26.0,0.0
6,1,5.0,0.001
5,1,17.0,0.001
2,2,2.0,0.514
8,3,4.0,0.019
8,3,23.0,0.0
5,3,5.0,0.0
10,1,26.0,0.0
1,3,26.0,0.002
8,3,8.0,0.0
10,1,3.0,0.078
5,2,5.0,0.003
4,3,7.0,0.057
4,1,2.0,0.476
9,2,2.0,0.544
5,3,21.0,0.0
10,1,5.0,0.011
3,3,2.0,0.33
6,3,18.0,0.001
4,3,3.0,0.172
6,2,5.0,0.011
1,2,2.0,0.486
6,1,25.0,0.001
4,3,1.0,0.207
12,3,9.0,0.001
7,1,4.0,0.01
7,3,25.0,0.001
10,3,26.0,0.0
1,1,7.0,0.045
9,2,9.0,0.001
3,3,25.0,0.003
7,2,26.0,0.0
12,1,17.0,0.001
5,3,9.0,0.004
11,3,23.0,0.0
5,2,23.0,0.0
6,1,7.0,0.033
6,3,17.0,0.0
5,2,3.0,0.091
3,1,3.0,0.172
2,3,2.0,0.394
10,3,25.0,0.008
9,2,4.0,0.029
10,2,4.0,0.032
6,1,17.0,0.0
3,2,5.0,0.013
4,3,18.0,0.003
4,1,17.0,0.003
8,3,9.0,0.0
12,3,18.0,0.0
3,1,9.0,0.02
4,2,18.0,0.002
4,1,8.0,0.011
4,2,7.0,0.041
1,1,23.0,0.0
9,3,4.0,0.018
7,3,21.0,0.0
11,1,2.0,0.545
3,1,23.0,0.0
10,3,7.0,0.041
7,2,3.0,0.027
2,3,18.0,0.001
2,1,23.0,0.0
11,2,2.0,0.453
1,2,4.0,0.031
10,3,3.0,0.193
11,2,18.0,0.002
3,3,17.0,0.005
6,2,4.0,0.006
12,2,5.0,0.025
6,2,2.0,0.407
10,3,23.0,0.0
4,1,18.0,0.001
12,2,4.0,0.037
11,3,9.0,0.005
2,2,7.0,0.011
3,3,9.0,0.023
6,1,21.0,0.0
3,2,25.0,0.0
6,3,4.0,0.006
3,2,4.0,0.024
5,2,1.0,0.447
2,2,9.0,0.0
12,1,5.0,0.02
12,2,8.0,0.02
5,1,4.0,0.013
12,2,26.0,0.0
3,1,18.0,0.006
1,2,3.0,0.176
