m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,0.6,6.9,14.7,6.2,5.0,0.16,13.0
2,2.5,8.6,16.5,7.2,6.0,0.2,12.0
3,4.8,10.8,17.5,9.7,10.0,0.31,27.0
4,6.5,13.1,20.4,10.3,11.0,0.36,46.0
5,10.4,16.6,24.0,9.0,12.0,0.38,78.0
6,15.1,22.0,29.8,9.4,9.0,0.3,32.0
7,18.2,24.7,32.8,10.0,6.0,0.18,13.0
8,18.6,24.8,33.0,9.6,6.0,0.2,20.0
9,15.7,21.2,28.4,8.4,10.0,0.32,49.0
10,11.3,17.1,24.3,8.4,10.0,0.34,51.0
11,7.0,13.0,18.2,8.0,10.0,0.35,21.0
12,2.8,8.4,15.8,5.4,5.0,0.17,11.0
