m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.0,11.1,14.3,17.4,4.0,0.39,18.0
1,2,7.3,10.6,13.3,19.0,3.0,0.34,4.0
1,3,6.9,10.5,13.4,16.7,4.0,0.37,17.0
2,1,7.8,11.1,14.5,19.6,2.0,0.22,2.0
2,2,6.9,10.6,14.1,17.7,3.0,0.26,11.0
2,3,8.4,11.7,14.6,18.9,4.0,0.39,11.0
3,1,7.8,12.4,16.1,16.9,4.0,0.37,11.0
3,2,8.5,11.8,15.5,17.6,3.0,0.3,6.0
3,3,8.8,11.9,16.0,17.6,4.0,0.35,13.0
4,1,9.6,13.3,17.7,17.3,4.0,0.39,11.0
4,2,10.9,14.3,17.2,15.7,4.0,0.38,8.0
4,3,12.1,16.2,20.3,13.5,2.0,0.24,12.0
5,1,13.8,17.7,20.7,14.6,4.0,0.42,13.0
5,2,15.2,18.8,22.5,15.1,3.0,0.28,4.0
5,3,16.9,20.6,23.6,15.4,2.0,0.16,1.0
6,1,19.3,22.9,25.9,12.7,3.0,0.26,4.0
6,2,19.6,23.5,26.9,14.9,1.0,0.1,2.0
6,3,21.9,25.6,29.0,15.2,0.0,0.05,0.0
7,1,22.8,26.1,29.1,16.0,1.0,0.12,3.0
7,2,22.4,26.4,29.7,15.2,1.0,0.08,0.0
7,3,23.4,27.3,30.6,15.8,0.0,0.03,0.0
8,1,24.2,27.2,30.4,15.7,0.0,0.04,1.0
8,2,23.6,26.8,29.7,14.4,1.0,0.1,0.0
8,3,23.5,26.4,29.5,15.5,1.0,0.07,1.0
9,1,21.9,25.0,28.1,15.0,2.0,0.2,1.0
9,2,20.5,24.2,27.6,15.6,2.0,0.25,11.0
9,3,18.9,21.9,25.8,17.2,2.0,0.16,9.0
10,1,16.9,20.7,24.0,14.3,2.0,0.23,10.0
10,2,15.9,18.9,21.7,13.7,4.0,0.4,13.0
10,3,14.9,18.7,21.9,13.8,4.0,0.4,3.0
11,1,14.6,17.9,20.6,13.0,3.0,0.35,7.0
11,2,12.2,15.7,19.1,15.9,5.0,0.5,19.0
11,3,10.7,13.7,17.3,15.5,5.0,0.54,22.0
12,1,9.7,12.8,15.7,14.5,6.0,0.57,30.0
12,2,8.8,12.1,14.6,16.9,4.0,0.37,12.0
12,3,8.0,11.3,14.4,17.0,4.0,0.37,8.0
