m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,4.6,8.7,12.7,11.3,12.0,0.37,38.0
2,5.6,10.5,15.4,11.0,12.0,0.4,25.0
3,7.1,11.7,16.8,12.3,14.0,0.46,74.0
4,9.1,14.1,20.9,11.4,15.0,0.49,62.0
5,12.7,19.7,27.8,12.4,8.0,0.25,9.0
6,14.2,20.9,29.1,10.8,11.0,0.37,15.0
7,17.9,25.5,34.5,11.6,1.0,0.03,0.0
8,17.8,24.7,32.0,11.1,3.0,0.1,30.0
9,16.0,21.6,27.2,10.6,9.0,0.3,26.0
10,12.7,16.5,23.0,10.1,15.0,0.49,86.0
11,8.2,11.8,16.5,11.3,15.0,0.51,73.0
12,6.4,9.5,13.7,10.7,16.0,0.51,80.0
