m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.3,11.2,15.6,13.3,17.0,0.56,198.0
2,7.5,11.8,16.5,13.3,14.0,0.47,65.0
3,8.9,13.7,18.3,13.1,13.0,0.42,52.0
4,12.1,17.4,22.7,11.5,7.0,0.22,5.0
5,17.1,22.4,27.4,12.1,7.0,0.24,10.0
6,20.9,25.8,30.4,12.0,5.0,0.16,3.0
7,25.4,30.4,35.6,12.8,1.0,0.04,0.0
8,24.9,29.7,34.5,11.7,2.0,0.06,1.0
9,22.3,27.1,32.1,11.9,3.0,0.11,0.0
10,18.3,22.7,27.6,11.1,6.0,0.19,7.0
11,12.6,17.0,22.9,11.3,14.0,0.48,71.0
12,9.5,13.1,17.3,11.6,18.0,0.57,252.0
