m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,11.3,14.9,19.0,12.3,4.0,0.13,0.0
2,11.2,15.1,19.3,12.4,2.0,0.07,0.0
3,13.8,18.4,23.1,16.0,4.0,0.14,4.0
4,16.6,22.3,28.5,15.5,3.0,0.08,1.0
5,20.8,26.7,33.5,15.5,0.0,0.0,0.0
6,23.8,29.3,34.8,15.2,0.0,0.0,0.0
7,25.4,30.2,35.5,13.1,0.0,0.0,0.0
8,25.7,30.1,35.1,13.0,0.0,0.0,0.0
9,24.2,28.5,34.2,14.4,0.0,0.01,0.0
10,21.5,25.4,30.5,13.3,2.0,0.07,0.0
11,17.5,21.2,24.8,10.7,3.0,0.11,0.0
12,13.8,17.4,21.5,12.0,3.0,0.11,0.0
