m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,2.5,7.4,14.0,7.7,7.0,0.24,29.0
2,5.0,10.3,16.5,7.3,7.0,0.26,19.0
3,7.0,12.0,17.0,9.0,11.0,0.34,41.0
4,9.0,14.5,19.3,8.7,12.0,0.41,60.0
5,12.5,17.7,23.5,8.8,12.0,0.39,36.0
6,17.3,23.6,28.5,9.1,10.0,0.35,29.0
7,20.0,25.9,31.0,9.5,8.0,0.24,10.0
8,21.0,25.9,31.5,8.9,10.0,0.31,17.0
9,17.3,22.1,27.0,8.0,14.0,0.46,46.0
10,13.0,18.2,23.0,6.9,11.0,0.36,51.0
11,8.0,12.6,18.0,7.0,11.0,0.38,29.0
12,4.5,9.3,15.0,7.1,6.0,0.19,14.0
