m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.8,10.9,14.3,15.7,4.0,0.42,16.0
1,2,7.2,9.8,13.2,17.6,6.0,0.64,6.0
1,3,6.3,9.6,13.3,16.6,6.0,0.53,7.0
2,1,7.9,11.0,15.1,17.8,3.0,0.33,1.0
2,2,7.2,10.1,14.0,14.9,3.0,0.3,3.0
2,3,7.7,11.1,14.7,16.6,4.0,0.44,19.0
3,1,8.6,12.4,16.2,14.7,7.0,0.65,21.0
3,2,9.3,12.3,15.5,16.6,6.0,0.55,8.0
3,3,9.2,12.6,15.4,17.4,4.0,0.39,6.0
4,1,10.6,13.8,17.8,14.2,5.0,0.48,6.0
4,2,12.1,14.5,17.7,14.1,6.0,0.55,16.0
4,3,13.8,17.2,20.7,13.0,4.0,0.4,5.0
5,1,15.2,17.9,21.2,13.2,4.0,0.38,9.0
5,2,16.7,19.4,22.3,13.0,4.0,0.38,3.0
5,3,17.7,20.9,23.7,13.7,3.0,0.28,1.0
6,1,20.0,23.1,26.2,12.6,4.0,0.4,3.0
6,2,21.0,23.9,26.9,14.2,2.0,0.2,1.0
6,3,23.3,26.4,29.2,14.2,1.0,0.08,1.0
7,1,23.4,26.7,29.5,13.9,2.0,0.15,0.0
7,2,23.0,27.1,30.8,13.7,1.0,0.1,0.0
7,3,24.9,28.1,31.2,13.6,2.0,0.16,0.0
8,1,24.2,27.8,31.0,13.9,2.0,0.15,0.0
8,2,23.6,27.1,30.8,13.4,3.0,0.25,1.0
8,3,23.2,26.6,30.0,13.8,4.0,0.35,2.0
9,1,21.5,24.9,28.0,14.6,5.0,0.48,3.0
9,2,20.2,24.1,27.4,14.2,5.0,0.45,1.0
9,3,18.3,21.9,25.3,16.3,4.0,0.35,2.0
10,1,17.3,20.5,24.0,14.8,4.0,0.38,12.0
10,2,15.7,18.5,21.9,14.8,4.0,0.4,3.0
10,3,15.4,18.7,22.6,14.7,2.0,0.16,0.0
11,1,14.4,17.3,21.1,12.8,4.0,0.43,3.0
11,2,12.3,15.6,19.0,15.0,6.0,0.63,15.0
11,3,10.5,13.6,17.2,17.3,5.0,0.5,20.0
12,1,10.1,12.5,15.9,15.4,7.0,0.65,14.0
12,2,8.3,11.4,14.8,16.5,3.0,0.35,7.0
12,3,8.3,11.1,14.9,16.7,2.0,0.18,0.0
