m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,6.7,8.6,10.6,15.7,7.0,0.65,47.0
1,2,5.6,7.5,10.0,14.3,5.0,0.5,14.0
1,3,6.5,7.7,9.5,16.3,4.0,0.39,16.0
2,1,6.7,8.4,10.4,13.8,5.0,0.5,23.0
2,2,6.5,8.5,10.6,10.3,4.0,0.43,2.0
2,3,7.6,10.1,12.0,14.1,5.0,0.56,16.0
3,1,7.0,8.9,11.2,14.6,5.0,0.45,16.0
3,2,7.7,9.8,12.1,10.9,3.0,0.3,1.0
3,3,7.7,10.1,13.2,13.8,5.0,0.41,12.0
4,1,8.5,10.8,13.3,14.1,5.0,0.48,12.0
4,2,10.7,12.6,14.6,13.1,5.0,0.45,3.0
4,3,11.2,13.2,15.0,13.8,6.0,0.55,25.0
5,1,13.1,14.7,16.5,12.6,4.0,0.43,11.0
5,2,14.0,15.7,17.1,13.7,5.0,0.5,14.0
5,3,14.9,17.4,19.7,11.3,4.0,0.36,4.0
6,1,16.8,18.6,21.3,9.9,4.0,0.4,4.0
6,2,18.7,20.5,22.5,9.8,2.0,0.18,3.0
6,3,20.2,22.4,25.2,10.4,4.0,0.4,5.0
7,1,20.9,23.0,25.3,9.7,3.0,0.25,1.0
7,2,21.1,23.3,25.3,9.8,2.0,0.15,4.0
7,3,22.4,24.5,27.2,9.2,2.0,0.16,0.0
8,1,21.9,24.5,27.0,10.6,3.0,0.25,5.0
8,2,21.8,24.6,27.2,9.2,4.0,0.35,10.0
8,3,21.1,23.6,26.5,9.9,5.0,0.44,21.0
9,1,19.1,22.4,25.3,11.3,3.0,0.3,11.0
9,2,19.7,21.5,24.5,12.5,6.0,0.55,36.0
9,3,16.3,18.7,20.9,12.3,5.0,0.5,13.0
10,1,15.4,17.4,19.2,13.8,5.0,0.48,7.0
10,2,14.6,16.3,18.9,12.9,4.0,0.38,28.0
10,3,14.7,16.3,18.4,15.3,7.0,0.59,56.0
11,1,12.3,14.4,16.1,15.5,6.0,0.63,72.0
11,2,10.8,12.8,15.2,14.5,4.0,0.43,12.0
11,3,8.9,10.9,12.8,15.1,6.0,0.55,32.0
12,1,6.9,8.8,11.3,16.1,8.0,0.75,34.0
12,2,8.2,9.6,11.4,11.8,4.0,0.42,4.0
12,3,8.2,9.7,11.9,13.6,6.0,0.5,17.0
