m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,13.1,17.8,23.4,15.4,1.0,0.06,0.0
1,2,12.4,17.1,22.6,15.6,0.0,0.0,0.0
1,3,11.6,17.0,22.5,16.2,0.0,0.03,0.0
2,1,13.1,18.2,24.4,14.8,0.0,0.0,0.0
2,2,13.0,18.1,22.9,17.4,1.0,0.05,0.0
2,3,14.0,19.3,25.1,16.5,1.0,0.06,0.0
3,1,14.9,20.6,26.3,14.4,0.0,0.0,0.0
3,2,15.4,20.9,26.7,16.8,1.0,0.13,3.0
3,3,16.4,21.5,27.5,19.0,0.0,0.0,0.0
4,1,19.2,25.2,30.8,15.9,1.0,0.05,1.0
4,2,19.3,25.6,31.2,16.7,0.0,0.0,0.0
4,3,20.5,26.1,31.9,16.7,1.0,0.05,0.0
5,1,22.6,28.1,34.0,14.3,0.0,0.03,0.0
5,2,23.5,29.3,35.2,17.9,0.0,0.0,0.0
5,3,25.5,30.9,36.3,18.1,1.0,0.05,0.0
6,1,26.5,31.9,37.6,17.3,0.0,0.0,0.0
6,2,27.7,32.5,37.9,18.8,0.0,0.0,0.0
6,3,27.8,33.3,38.1,19.8,0.0,0.0,0.0
7,1,28.6,33.5,38.3,18.8,0.0,0.0,0.0
7,2,28.9,33.9,39.1,18.0,0.0,0.0,0.0
7,3,29.4,34.1,39.3,17.2,0.0,0.0,0.0
8,1,29.6,34.2,39.5,14.8,0.0,0.0,0.0
8,2,29.0,33.4,38.1,20.0,0.0,0.0,0.0
8,3,28.8,33.6,38.3,22.1,0.0,0.0,0.0
9,1,28.5,32.9,37.5,21.5,0.0,0.0,0.0
9,2,27.1,31.5,36.4,20.0,0.0,0.0,0.0
9,3,26.2,31.0,35.8,19.4,0.0,0.0,0.0
10,1,24.5,29.2,34.6,19.0,0.0,0.0,0.0
10,2,23.6,28.0,32.9,16.9,0.0,0.0,0.0
10,3,21.7,26.3,32.0,15.4,0.0,0.0,0.0
11,1,20.2,24.7,30.9,14.9,0.0,0.0,0.0
11,2,19.1,23.2,28.9,15.4,0.0,0.0,0.0
11,3,17.0,21.7,27.6,12.9,0.0,0.0,0.0
12,1,15.4,20.3,26.2,14.7,0.0,0.0,0.0
12,2,14.6,19.8,25.7,13.4,1.0,0.05,2.0
12,3,13.0,17.9,24.0,16.0,0.0,0.0,0.0
