m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,15.9,18.9,21.6,16.3,1.0,0.11,1.0
1,2,15.8,18.6,21.4,18.2,2.0,0.25,4.0
1,3,15.6,18.4,21.3,18.1,3.0,0.25,3.0
2,1,15.6,18.8,21.5,17.6,3.0,0.29,8.0
2,2,16.0,19.1,21.8,20.8,1.0,0.09,1.0
2,3,15.8,19.0,21.2,23.6,2.0,0.2,1.0
3,1,16.5,19.0,21.9,25.5,2.0,0.19,1.0
3,2,16.3,19.0,21.9,26.2,1.0,0.09,0.0
3,3,16.2,19.2,22.5,19.9,3.0,0.23,3.0
4,1,16.6,19.4,22.4,24.2,1.0,0.13,1.0
4,2,17.5,20.4,23.7,27.1,1.0,0.08,0.0
4,3,17.1,20.0,23.2,23.5,1.0,0.14,1.0
5,1,17.8,20.5,23.5,30.3,0.0,0.03,0.0
5,2,18.4,21.2,24.2,31.1,0.0,0.04,0.0
5,3,18.4,21.2,24.3,30.0,0.0,0.01,0.0
6,1,19.4,22.3,25.3,26.9,1.0,0.06,0.0
6,2,19.8,22.5,25.3,29.8,1.0,0.06,0.0
6,3,20.1,22.7,25.7,31.2,0.0,0.0,0.0
7,1,20.7,23.6,26.5,38.5,0.0,0.01,0.0
7,2,21.4,24.4,27.5,39.3,0.0,0.0,0.0
7,3,21.7,24.1,27.1,38.5,0.0,0.0,0.0
8,1,21.9,24.4,27.2,38.5,0.0,0.0,0.0
8,2,22.2,25.0,27.8,38.2,0.0,0.04,0.0
8,3,22.4,25.2,28.3,34.1,0.0,0.03,0.0
9,1,22.1,24.5,27.4,30.8,0.0,0.04,0.0
9,2,21.9,24.5,27.2,23.7,1.0,0.11,0.0
9,3,21.9,24.2,27.1,28.0,1.0,0.09,0.0
10,1,21.7,24.1,26.7,25.2,1.0,0.09,0.0
10,2,21.0,23.6,26.4,19.5,1.0,0.11,1.0
10,3,19.9,22.5,25.2,19.7,3.0,0.26,2.0
11,1,19.6,22.0,24.5,25.2,1.0,0.14,2.0
11,2,19.0,21.8,24.5,18.1,1.0,0.14,1.0
11,3,18.3,20.8,23.9,18.0,2.0,0.16,1.0
12,1,17.6,20.2,22.7,19.8,3.0,0.3,7.0
12,2,16.7,19.6,22.4,16.0,1.0,0.09,1.0
12,3,16.2,19.6,22.3,13.6,1.0,0.12,1.0
