m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,6.9,10.1,13.8,8.3,6.0,0.61,17.0
1,2,7.0,10.1,13.8,10.6,6.0,0.63,35.0
1,3,8.3,11.4,14.6,10.5,6.0,0.55,30.0
2,1,8.6,11.9,15.8,8.9,4.0,0.38,26.0
2,2,9.5,12.8,17.0,8.4,4.0,0.45,9.0
2,3,8.7,11.9,16.0,8.7,6.0,0.67,17.0
3,1,8.6,11.4,14.6,10.1,7.0,0.72,54.0
3,2,9.1,12.3,17.8,8.6,5.0,0.47,8.0
3,3,10.1,13.7,19.2,8.8,6.0,0.5,19.0
4,1,9.4,13.6,19.8,9.1,6.0,0.58,29.0
4,2,11.2,14.9,19.6,8.1,4.0,0.42,9.0
4,3,10.6,14.6,18.9,9.1,6.0,0.59,10.0
5,1,11.6,16.3,21.9,9.3,5.0,0.48,9.0
5,2,12.2,16.5,21.4,9.6,5.0,0.49,10.0
5,3,13.3,18.0,24.8,9.0,7.0,0.6,10.0
6,1,13.8,17.4,23.2,9.6,7.0,0.66,34.0
6,2,14.0,18.4,23.3,8.6,6.0,0.59,10.0
6,3,14.7,18.8,24.2,9.1,4.0,0.37,4.0
7,1,15.3,19.9,25.8,8.5,3.0,0.31,1.0
7,2,15.9,21.3,28.1,8.9,2.0,0.2,1.0
7,3,16.0,20.5,26.4,9.0,2.0,0.19,1.0
8,1,16.5,20.7,27.0,8.9,2.0,0.17,0.0
8,2,16.0,20.5,27.1,9.0,2.0,0.24,0.0
8,3,15.4,20.3,28.2,8.0,1.0,0.11,0.0
9,1,16.4,21.5,27.9,8.1,5.0,0.5,16.0
9,2,16.3,20.3,26.6,8.7,5.0,0.48,6.0
9,3,14.2,18.4,24.0,7.6,4.0,0.4,6.0
10,1,14.2,18.4,24.3,7.9,5.0,0.47,5.0
10,2,14.6,17.5,21.0,9.6,6.0,0.63,51.0
10,3,13.3,15.8,19.9,9.6,9.0,0.79,57.0
11,1,11.3,13.4,16.7,9.4,8.0,0.8,46.0
11,2,11.2,14.3,17.8,8.9,6.0,0.61,24.0
11,3,10.0,12.4,15.0,9.4,6.0,0.61,40.0
12,1,8.6,11.2,14.3,8.1,6.0,0.56,23.0
12,2,9.9,12.1,14.7,10.3,7.0,0.67,63.0
12,3,9.0,11.4,15.1,10.4,6.0,0.53,14.0
