m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.8,10.4,14.1,9.8,18.0,0.59,81.0
2,9.1,12.0,16.0,8.5,14.0,0.49,52.0
3,9.0,12.1,16.7,9.5,17.0,0.56,81.0
4,10.6,14.5,19.4,8.9,16.0,0.53,48.0
5,12.2,16.5,22.0,9.2,16.0,0.53,29.0
6,14.3,18.4,23.5,9.0,16.0,0.54,47.0
7,15.7,20.5,26.6,8.7,7.0,0.23,2.0
8,15.7,20.5,27.1,8.8,5.0,0.17,1.0
9,15.9,19.9,26.3,8.0,14.0,0.46,28.0
10,13.9,17.0,20.7,8.9,20.0,0.63,113.0
11,11.0,13.2,16.4,9.0,20.0,0.67,110.0
12,9.0,11.5,14.8,9.4,18.0,0.59,101.0
