m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.0,7.8,11.2,9.5,7.0,0.68,58.0
1,2,4.0,7.6,11.7,10.9,5.0,0.5,57.0
1,3,4.9,9.1,12.5,12.2,6.0,0.57,80.0
2,1,4.3,8.9,13.4,10.6,5.0,0.53,43.0
2,2,5.4,9.9,15.1,10.7,6.0,0.58,20.0
2,3,5.3,9.4,14.6,10.6,5.0,0.56,42.0
3,1,5.1,8.9,12.6,13.4,7.0,0.66,71.0
3,2,5.7,9.6,14.6,11.0,5.0,0.51,31.0
3,3,6.0,10.3,16.3,9.9,4.0,0.4,31.0
4,1,5.5,10.8,16.3,11.2,6.0,0.64,64.0
4,2,7.5,12.5,18.8,9.2,5.0,0.47,18.0
4,3,7.4,11.8,17.4,9.8,5.0,0.54,42.0
5,1,8.5,14.0,19.8,10.6,4.0,0.43,23.0
5,2,8.4,13.8,19.6,10.2,5.0,0.51,20.0
5,3,10.0,15.0,21.2,8.9,3.0,0.3,7.0
6,1,11.0,15.3,20.6,9.6,5.0,0.51,26.0
6,2,12.1,16.0,20.4,9.3,5.0,0.51,33.0
6,3,12.3,16.7,22.5,8.8,4.0,0.36,8.0
7,1,13.3,17.8,23.5,9.4,3.0,0.29,6.0
7,2,13.9,19.0,25.5,9.2,3.0,0.26,7.0
7,3,14.1,18.6,24.9,9.4,3.0,0.29,3.0
8,1,14.5,19.5,25.8,9.7,2.0,0.2,10.0
8,2,13.8,18.3,24.8,9.4,3.0,0.33,22.0
8,3,14.2,19.1,26.4,7.9,3.0,0.24,2.0
9,1,13.3,18.0,23.1,8.2,4.0,0.37,32.0
9,2,13.6,18.6,25.3,6.9,4.0,0.36,12.0
9,3,11.9,15.6,21.3,9.3,5.0,0.53,22.0
10,1,11.1,15.9,20.8,8.3,5.0,0.47,31.0
10,2,11.1,15.0,18.2,10.1,7.0,0.72,68.0
10,3,10.0,13.3,16.4,10.8,8.0,0.73,76.0
11,1,8.5,11.2,14.5,11.4,8.0,0.77,82.0
11,2,8.0,11.5,15.7,9.6,6.0,0.57,66.0
11,3,7.0,10.2,13.4,12.1,7.0,0.73,81.0
12,1,5.4,8.5,12.2,9.9,8.0,0.76,67.0
12,2,6.6,9.7,13.2,11.5,7.0,0.73,106.0
12,3,6.1,9.5,13.3,9.6,7.0,0.6,76.0
