m,m3,coco,coco_pct,country,place
1,1,1.0,0.065,nederlandse-antillen,bonaire
1,1,2.0,0.562,nederlandse-antillen,bonaire
1,1,3.0,0.152,nederlandse-antillen,bonaire
1,1,4.0,0.061,nederlandse-antillen,bonaire
1,1,5.0,0.0,nederlandse-antillen,bonaire
1,1,7.0,0.03,nederlandse-antillen,bonaire
1,1,8.0,0.014,nederlandse-antillen,bonaire
1,1,9.0,0.001,nederlandse-antillen,bonaire
1,1,17.0,0.008,nederlandse-antillen,bonaire
1,1,18.0,0.109,nederlandse-antillen,bonaire
1,1,25.0,0.0,nederlandse-antillen,bonaire
1,1,26.0,0.0,nederlandse-antillen,bonaire
1,1,27.0,0.0,nederlandse-antillen,bonaire
1,2,1.0,0.056,nederlandse-antillen,bonaire
1,2,2.0,0.695,nederlandse-antillen,bonaire
1,2,3.0,0.139,nederlandse-antillen,bonaire
1,2,4.0,0.039,nederlandse-antillen,bonaire
1,2,5.0,0.001,nederlandse-antillen,bonaire
1,2,7.0,0.024,nederlandse-antillen,bonaire
1,2,8.0,0.007,nederlandse-antillen,bonaire
1,2,9.0,0.001,nederlandse-antillen,bonaire
1,2,17.0,0.002,nederlandse-antillen,bonaire
1,2,18.0,0.036,nederlandse-antillen,bonaire
1,2,25.0,0.0,nederlandse-antillen,bonaire
1,2,26.0,0.0,nederlandse-antillen,bonaire
1,2,27.0,0.0,nederlandse-antillen,bonaire
1,3,1.0,0.068,nederlandse-antillen,bonaire
1,3,2.0,0.688,nederlandse-antillen,bonaire
1,3,3.0,0.139,nederlandse-antillen,bonaire
1,3,4.0,0.036,nederlandse-antillen,bonaire
1,3,5.0,0.0,nederlandse-antillen,bonaire
1,3,7.0,0.012,nederlandse-antillen,bonaire
1,3,8.0,0.003,nederlandse-antillen,bonaire
1,3,9.0,0.0,nederlandse-antillen,bonaire
1,3,17.0,0.007,nederlandse-antillen,bonaire
1,3,18.0,0.047,nederlandse-antillen,bonaire
1,3,25.0,0.0,nederlandse-antillen,bonaire
1,3,26.0,0.0,nederlandse-antillen,bonaire
1,3,27.0,0.0,nederlandse-antillen,bonaire
2,1,1.0,0.084,nederlandse-antillen,bonaire
2,1,2.0,0.662,nederlandse-antillen,bonaire
2,1,3.0,0.151,nederlandse-antillen,bonaire
2,1,4.0,0.05,nederlandse-antillen,bonaire
2,1,5.0,0.0,nederlandse-antillen,bonaire
2,1,7.0,0.003,nederlandse-antillen,bonaire
2,1,8.0,0.001,nederlandse-antillen,bonaire
2,1,9.0,0.001,nederlandse-antillen,bonaire
2,1,17.0,0.006,nederlandse-antillen,bonaire
2,1,18.0,0.042,nederlandse-antillen,bonaire
2,1,25.0,0.001,nederlandse-antillen,bonaire
2,1,26.0,0.0,nederlandse-antillen,bonaire
2,1,27.0,0.0,nederlandse-antillen,bonaire
2,2,1.0,0.06,nederlandse-antillen,bonaire
2,2,2.0,0.661,nederlandse-antillen,bonaire
2,2,3.0,0.166,nederlandse-antillen,bonaire
2,2,4.0,0.061,nederlandse-antillen,bonaire
2,2,5.0,0.0,nederlandse-antillen,bonaire
2,2,7.0,0.005,nederlandse-antillen,bonaire
2,2,8.0,0.001,nederlandse-antillen,bonaire
2,2,9.0,0.0,nederlandse-antillen,bonaire
2,2,17.0,0.007,nederlandse-antillen,bonaire
2,2,18.0,0.039,nederlandse-antillen,bonaire
2,2,25.0,0.0,nederlandse-antillen,bonaire
2,2,26.0,0.0,nederlandse-antillen,bonaire
2,2,27.0,0.0,nederlandse-antillen,bonaire
2,3,1.0,0.068,nederlandse-antillen,bonaire
2,3,2.0,0.74,nederlandse-antillen,bonaire
2,3,3.0,0.106,nederlandse-antillen,bonaire
2,3,4.0,0.044,nederlandse-antillen,bonaire
2,3,5.0,0.0,nederlandse-antillen,bonaire
2,3,7.0,0.003,nederlandse-antillen,bonaire
2,3,8.0,0.001,nederlandse-antillen,bonaire
2,3,9.0,0.0,nederlandse-antillen,bonaire
2,3,17.0,0.008,nederlandse-antillen,bonaire
2,3,18.0,0.03,nederlandse-antillen,bonaire
2,3,25.0,0.0,nederlandse-antillen,bonaire
2,3,26.0,0.0,nederlandse-antillen,bonaire
2,3,27.0,0.0,nederlandse-antillen,bonaire
3,1,1.0,0.044,nederlandse-antillen,bonaire
3,1,2.0,0.703,nederlandse-antillen,bonaire
3,1,3.0,0.171,nederlandse-antillen,bonaire
3,1,4.0,0.046,nederlandse-antillen,bonaire
3,1,5.0,0.002,nederlandse-antillen,bonaire
3,1,7.0,0.002,nederlandse-antillen,bonaire
3,1,8.0,0.0,nederlandse-antillen,bonaire
3,1,9.0,0.0,nederlandse-antillen,bonaire
3,1,17.0,0.001,nederlandse-antillen,bonaire
3,1,18.0,0.031,nederlandse-antillen,bonaire
3,1,25.0,0.0,nederlandse-antillen,bonaire
3,1,26.0,0.0,nederlandse-antillen,bonaire
3,1,27.0,0.0,nederlandse-antillen,bonaire
3,2,1.0,0.058,nederlandse-antillen,bonaire
3,2,2.0,0.689,nederlandse-antillen,bonaire
3,2,3.0,0.14,nederlandse-antillen,bonaire
3,2,4.0,0.042,nederlandse-antillen,bonaire
3,2,5.0,0.0,nederlandse-antillen,bonaire
3,2,7.0,0.006,nederlandse-antillen,bonaire
3,2,8.0,0.002,nederlandse-antillen,bonaire
3,2,9.0,0.0,nederlandse-antillen,bonaire
3,2,17.0,0.004,nederlandse-antillen,bonaire
3,2,18.0,0.061,nederlandse-antillen,bonaire
3,2,25.0,0.0,nederlandse-antillen,bonaire
3,2,26.0,0.0,nederlandse-antillen,bonaire
3,2,27.0,0.0,nederlandse-antillen,bonaire
3,3,1.0,0.052,nederlandse-antillen,bonaire
3,3,2.0,0.732,nederlandse-antillen,bonaire
3,3,3.0,0.157,nederlandse-antillen,bonaire
3,3,4.0,0.036,nederlandse-antillen,bonaire
3,3,5.0,0.0,nederlandse-antillen,bonaire
3,3,7.0,0.002,nederlandse-antillen,bonaire
3,3,8.0,0.001,nederlandse-antillen,bonaire
3,3,9.0,0.0,nederlandse-antillen,bonaire
3,3,17.0,0.004,nederlandse-antillen,bonaire
3,3,18.0,0.016,nederlandse-antillen,bonaire
3,3,25.0,0.0,nederlandse-antillen,bonaire
3,3,26.0,0.0,nederlandse-antillen,bonaire
3,3,27.0,0.0,nederlandse-antillen,bonaire
4,1,1.0,0.024,nederlandse-antillen,bonaire
4,1,2.0,0.621,nederlandse-antillen,bonaire
4,1,3.0,0.293,nederlandse-antillen,bonaire
4,1,4.0,0.054,nederlandse-antillen,bonaire
4,1,5.0,0.0,nederlandse-antillen,bonaire
4,1,7.0,0.001,nederlandse-antillen,bonaire
4,1,8.0,0.0,nederlandse-antillen,bonaire
4,1,9.0,0.0,nederlandse-antillen,bonaire
4,1,17.0,0.001,nederlandse-antillen,bonaire
4,1,18.0,0.005,nederlandse-antillen,bonaire
4,1,25.0,0.0,nederlandse-antillen,bonaire
4,1,26.0,0.0,nederlandse-antillen,bonaire
4,1,27.0,0.0,nederlandse-antillen,bonaire
4,2,1.0,0.04,nederlandse-antillen,bonaire
4,2,2.0,0.651,nederlandse-antillen,bonaire
4,2,3.0,0.254,nederlandse-antillen,bonaire
4,2,4.0,0.053,nederlandse-antillen,bonaire
4,2,5.0,0.0,nederlandse-antillen,bonaire
4,2,7.0,0.0,nederlandse-antillen,bonaire
4,2,8.0,0.0,nederlandse-antillen,bonaire
4,2,9.0,0.0,nederlandse-antillen,bonaire
4,2,17.0,0.0,nederlandse-antillen,bonaire
4,2,18.0,0.002,nederlandse-antillen,bonaire
4,2,25.0,0.0,nederlandse-antillen,bonaire
4,2,26.0,0.0,nederlandse-antillen,bonaire
4,2,27.0,0.0,nederlandse-antillen,bonaire
4,3,1.0,0.035,nederlandse-antillen,bonaire
4,3,2.0,0.586,nederlandse-antillen,bonaire
4,3,3.0,0.293,nederlandse-antillen,bonaire
4,3,4.0,0.059,nederlandse-antillen,bonaire
4,3,5.0,0.0,nederlandse-antillen,bonaire
4,3,7.0,0.0,nederlandse-antillen,bonaire
4,3,8.0,0.0,nederlandse-antillen,bonaire
4,3,9.0,0.0,nederlandse-antillen,bonaire
4,3,17.0,0.002,nederlandse-antillen,bonaire
4,3,18.0,0.025,nederlandse-antillen,bonaire
4,3,25.0,0.0,nederlandse-antillen,bonaire
4,3,26.0,0.0,nederlandse-antillen,bonaire
4,3,27.0,0.0,nederlandse-antillen,bonaire
5,1,1.0,0.028,nederlandse-antillen,bonaire
5,1,2.0,0.472,nederlandse-antillen,bonaire
5,1,3.0,0.398,nederlandse-antillen,bonaire
5,1,4.0,0.077,nederlandse-antillen,bonaire
5,1,5.0,0.0,nederlandse-antillen,bonaire
5,1,7.0,0.005,nederlandse-antillen,bonaire
5,1,8.0,0.0,nederlandse-antillen,bonaire
5,1,9.0,0.0,nederlandse-antillen,bonaire
5,1,17.0,0.0,nederlandse-antillen,bonaire
5,1,18.0,0.02,nederlandse-antillen,bonaire
5,1,25.0,0.0,nederlandse-antillen,bonaire
5,1,26.0,0.0,nederlandse-antillen,bonaire
5,1,27.0,0.0,nederlandse-antillen,bonaire
5,2,1.0,0.037,nederlandse-antillen,bonaire
5,2,2.0,0.554,nederlandse-antillen,bonaire
5,2,3.0,0.339,nederlandse-antillen,bonaire
5,2,4.0,0.067,nederlandse-antillen,bonaire
5,2,5.0,0.0,nederlandse-antillen,bonaire
5,2,7.0,0.001,nederlandse-antillen,bonaire
5,2,8.0,0.0,nederlandse-antillen,bonaire
5,2,9.0,0.0,nederlandse-antillen,bonaire
5,2,17.0,0.001,nederlandse-antillen,bonaire
5,2,18.0,0.002,nederlandse-antillen,bonaire
5,2,25.0,0.0,nederlandse-antillen,bonaire
5,2,26.0,0.0,nederlandse-antillen,bonaire
5,2,27.0,0.0,nederlandse-antillen,bonaire
5,3,1.0,0.041,nederlandse-antillen,bonaire
5,3,2.0,0.548,nederlandse-antillen,bonaire
5,3,3.0,0.337,nederlandse-antillen,bonaire
5,3,4.0,0.072,nederlandse-antillen,bonaire
5,3,5.0,0.0,nederlandse-antillen,bonaire
5,3,7.0,0.001,nederlandse-antillen,bonaire
5,3,8.0,0.0,nederlandse-antillen,bonaire
5,3,9.0,0.0,nederlandse-antillen,bonaire
5,3,17.0,0.0,nederlandse-antillen,bonaire
5,3,18.0,0.001,nederlandse-antillen,bonaire
5,3,25.0,0.0,nederlandse-antillen,bonaire
5,3,26.0,0.0,nederlandse-antillen,bonaire
5,3,27.0,0.0,nederlandse-antillen,bonaire
6,1,1.0,0.053,nederlandse-antillen,bonaire
6,1,2.0,0.534,nederlandse-antillen,bonaire
6,1,3.0,0.335,nederlandse-antillen,bonaire
6,1,4.0,0.069,nederlandse-antillen,bonaire
6,1,5.0,0.0,nederlandse-antillen,bonaire
6,1,7.0,0.001,nederlandse-antillen,bonaire
6,1,8.0,0.0,nederlandse-antillen,bonaire
6,1,9.0,0.0,nederlandse-antillen,bonaire
6,1,17.0,0.0,nederlandse-antillen,bonaire
6,1,18.0,0.008,nederlandse-antillen,bonaire
6,1,25.0,0.0,nederlandse-antillen,bonaire
6,1,26.0,0.0,nederlandse-antillen,bonaire
6,1,27.0,0.0,nederlandse-antillen,bonaire
6,2,1.0,0.043,nederlandse-antillen,bonaire
6,2,2.0,0.529,nederlandse-antillen,bonaire
6,2,3.0,0.338,nederlandse-antillen,bonaire
6,2,4.0,0.06,nederlandse-antillen,bonaire
6,2,5.0,0.0,nederlandse-antillen,bonaire
6,2,7.0,0.004,nederlandse-antillen,bonaire
6,2,8.0,0.001,nederlandse-antillen,bonaire
6,2,9.0,0.0,nederlandse-antillen,bonaire
6,2,17.0,0.001,nederlandse-antillen,bonaire
6,2,18.0,0.025,nederlandse-antillen,bonaire
6,2,25.0,0.0,nederlandse-antillen,bonaire
6,2,26.0,0.0,nederlandse-antillen,bonaire
6,2,27.0,0.001,nederlandse-antillen,bonaire
6,3,1.0,0.046,nederlandse-antillen,bonaire
6,3,2.0,0.551,nederlandse-antillen,bonaire
6,3,3.0,0.259,nederlandse-antillen,bonaire
6,3,4.0,0.032,nederlandse-antillen,bonaire
6,3,5.0,0.013,nederlandse-antillen,bonaire
6,3,7.0,0.002,nederlandse-antillen,bonaire
6,3,8.0,0.001,nederlandse-antillen,bonaire
6,3,9.0,0.0,nederlandse-antillen,bonaire
6,3,17.0,0.003,nederlandse-antillen,bonaire
6,3,18.0,0.09,nederlandse-antillen,bonaire
6,3,25.0,0.002,nederlandse-antillen,bonaire
6,3,26.0,0.0,nederlandse-antillen,bonaire
6,3,27.0,0.001,nederlandse-antillen,bonaire
7,1,1.0,0.054,nederlandse-antillen,bonaire
7,1,2.0,0.567,nederlandse-antillen,bonaire
7,1,3.0,0.264,nederlandse-antillen,bonaire
7,1,4.0,0.053,nederlandse-antillen,bonaire
7,1,5.0,0.0,nederlandse-antillen,bonaire
7,1,7.0,0.007,nederlandse-antillen,bonaire
7,1,8.0,0.001,nederlandse-antillen,bonaire
7,1,9.0,0.0,nederlandse-antillen,bonaire
