m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.3,9.0,13.5,10.5,6.0,0.64,19.0
1,2,2.4,7.7,13.3,11.1,5.0,0.48,11.0
1,3,3.3,7.8,13.1,10.6,4.0,0.38,6.0
2,1,4.1,9.5,15.3,11.9,3.0,0.32,15.0
2,2,3.8,9.4,15.9,8.2,4.0,0.38,14.0
2,3,6.2,10.6,17.0,11.4,4.0,0.44,22.0
3,1,5.8,10.6,16.1,11.4,6.0,0.6,33.0
3,2,6.3,11.2,17.0,9.1,4.0,0.43,7.0
3,3,5.9,11.1,17.5,11.7,3.0,0.29,14.0
4,1,6.9,12.6,18.2,11.2,5.0,0.47,7.0
4,2,8.6,14.0,19.9,9.5,4.0,0.44,9.0
4,3,10.5,16.1,21.9,9.6,5.0,0.48,10.0
5,1,11.9,17.0,21.8,9.5,5.0,0.48,22.0
5,2,12.9,18.3,23.7,10.3,4.0,0.44,10.0
5,3,14.7,20.3,26.0,9.1,5.0,0.47,7.0
6,1,16.4,22.1,28.3,9.1,5.0,0.48,13.0
6,2,17.4,23.4,29.5,9.2,2.0,0.24,4.0
6,3,19.6,25.5,31.9,9.7,1.0,0.14,1.0
7,1,20.2,26.4,32.5,9.2,2.0,0.18,1.0
7,2,20.8,26.8,32.8,9.5,1.0,0.08,0.0
7,3,21.8,27.9,34.5,9.8,2.0,0.16,0.0
8,1,21.5,27.2,33.7,10.0,3.0,0.28,2.0
8,2,21.5,26.8,33.5,8.7,3.0,0.31,9.0
8,3,20.5,26.0,32.4,9.2,4.0,0.35,3.0
9,1,18.4,23.8,30.3,8.2,3.0,0.34,4.0
9,2,17.5,23.2,29.5,8.6,5.0,0.52,7.0
9,3,15.5,20.2,26.6,10.9,6.0,0.6,25.0
10,1,14.1,19.2,24.7,9.7,4.0,0.36,7.0
10,2,12.5,17.2,23.2,7.9,4.0,0.4,5.0
10,3,12.7,17.8,23.1,9.8,5.0,0.45,18.0
11,1,10.9,15.6,19.8,9.8,5.0,0.5,31.0
11,2,9.1,13.4,18.6,9.9,5.0,0.5,9.0
11,3,7.8,11.4,16.0,10.5,5.0,0.54,34.0
12,1,6.5,10.3,14.7,11.4,8.0,0.76,55.0
12,2,4.7,8.8,14.5,10.8,3.0,0.29,4.0
12,3,4.7,8.9,14.3,8.9,4.0,0.37,11.0
