m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,3.8,8.0,13.5,10.7,15.0,0.5,37.0
2,4.5,9.7,15.7,10.9,11.0,0.38,51.0
3,5.9,11.1,16.9,11.1,14.0,0.44,55.0
4,8.7,14.0,19.9,9.7,14.0,0.46,26.0
5,13.0,18.3,24.0,9.5,14.0,0.46,39.0
6,17.5,23.4,29.4,9.4,9.0,0.29,18.0
7,20.8,26.9,33.3,9.6,4.0,0.14,1.0
8,21.0,26.9,33.5,9.0,10.0,0.31,14.0
9,17.5,22.8,28.9,8.6,15.0,0.49,36.0
10,13.1,17.9,23.6,9.7,13.0,0.41,30.0
11,9.0,13.2,18.6,10.1,15.0,0.51,75.0
12,5.5,9.4,14.5,9.8,14.0,0.47,70.0
