m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,2.7,5.9,10.2,10.2,8.0,0.27,22.0
2,5.0,8.8,13.7,11.1,5.0,0.18,12.0
3,6.8,10.8,16.2,12.4,11.0,0.34,51.0
4,8.9,13.7,20.3,10.8,12.0,0.39,53.0
5,12.1,17.9,24.8,11.6,7.0,0.23,17.0
6,16.6,22.5,28.9,11.5,7.0,0.22,12.0
7,21.0,27.8,35.0,11.8,1.0,0.04,3.0
8,20.9,26.9,33.8,10.8,3.0,0.09,4.0
9,16.5,20.8,26.9,9.9,7.0,0.25,34.0
10,11.6,15.8,20.0,9.1,11.0,0.36,63.0
11,6.8,10.0,14.2,9.1,12.0,0.4,36.0
12,4.9,7.4,11.5,9.6,9.0,0.3,23.0
