m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.6,5.7,10.0,9.7,2.0,0.23,10.0
1,2,1.6,4.7,9.8,10.6,3.0,0.26,6.0
1,3,5.4,8.4,12.4,10.7,3.0,0.32,6.0
2,1,4.1,7.5,12.2,11.7,2.0,0.25,11.0
2,2,5.4,9.2,14.5,10.2,1.0,0.09,0.0
2,3,4.4,9.0,14.5,11.7,2.0,0.21,1.0
3,1,5.6,9.1,13.2,11.4,4.0,0.41,26.0
3,2,7.2,11.1,16.3,12.0,3.0,0.27,10.0
3,3,6.8,11.6,16.9,12.8,4.0,0.34,14.0
4,1,7.6,11.3,17.3,11.0,4.0,0.42,20.0
4,2,9.2,14.7,20.9,10.7,4.0,0.36,18.0
4,3,9.6,15.1,20.6,10.8,4.0,0.4,15.0
5,1,11.4,17.1,23.9,12.1,2.0,0.16,0.0
5,2,11.8,17.6,23.8,12.3,2.0,0.19,2.0
5,3,14.3,19.7,26.6,11.0,4.0,0.33,15.0
6,1,15.0,20.6,26.8,11.0,3.0,0.33,10.0
6,2,16.9,22.6,28.9,11.6,2.0,0.21,2.0
6,3,18.9,25.8,31.8,11.4,1.0,0.11,0.0
7,1,19.8,26.7,33.2,12.1,0.0,0.04,1.0
7,2,21.5,28.7,35.6,12.2,0.0,0.01,0.0
7,3,21.0,28.0,35.1,11.6,1.0,0.06,3.0
8,1,22.0,28.4,35.5,10.4,1.0,0.07,0.0
8,2,20.0,26.3,33.4,11.1,1.0,0.06,0.0
8,3,20.2,26.0,32.3,10.5,1.0,0.13,3.0
9,1,17.5,22.7,29.0,9.4,2.0,0.19,4.0
9,2,16.7,20.8,26.8,9.3,4.0,0.4,22.0
9,3,14.0,18.8,24.8,10.4,2.0,0.16,9.0
10,1,13.5,18.7,24.0,8.6,1.0,0.14,4.0
10,2,12.3,16.0,20.2,8.6,5.0,0.46,25.0
10,3,10.6,13.2,17.1,11.8,5.0,0.46,34.0
11,1,6.9,10.6,14.9,9.1,5.0,0.49,17.0
11,2,7.7,10.9,15.0,9.1,3.0,0.33,6.0
11,3,5.9,8.9,12.6,9.0,4.0,0.37,13.0
12,1,4.9,7.5,11.0,11.9,3.0,0.34,9.0
12,2,5.5,7.6,11.5,8.1,4.0,0.43,14.0
12,3,3.9,6.6,11.6,8.4,2.0,0.14,0.0
