m,coco,coco_pct
8,7.0,0.006
2,5.0,0.004
3,25.0,0.0
12,5.0,0.012
12,25.0,0.0
5,1.0,0.331
6,18.0,0.002
8,15.0,0.0
1,3.0,0.396
4,2.0,0.108
8,5.0,0.0
1,7.0,0.037
10,14.0,0.0
12,3.0,0.464
5,14.0,0.0
11,1.0,0.354
3,7.0,0.031
1,25.0,0.001
2,25.0,0.0
4,9.0,0.019
6,7.0,0.002
6,8.0,0.003
6,3.0,0.248
2,8.0,0.04
12,17.0,0.019
4,7.0,0.019
10,1.0,0.53
5,25.0,0.0
11,9.0,0.034
12,7.0,0.046
9,5.0,0.0
12,18.0,0.004
10,3.0,0.282
4,5.0,0.0
2,3.0,0.41
11,5.0,0.002
5,17.0,0.011
3,1.0,0.332
7,14.0,0.0
11,7.0,0.024
1,1.0,0.27
11,25.0,0.0
7,5.0,0.0
10,9.0,0.007
1,2.0,0.114
7,25.0,0.0
3,3.0,0.416
8,1.0,0.776
2,7.0,0.044
3,2.0,0.135
5,9.0,0.014
7,15.0,0.0
3,9.0,0.024
10,17.0,0.016
7,18.0,0.0
2,14.0,0.002
6,2.0,0.13
5,7.0,0.024
6,17.0,0.009
7,3.0,0.041
5,15.0,0.0
3,18.0,0.001
7,9.0,0.008
5,8.0,0.028
8,17.0,0.013
1,14.0,0.0
9,3.0,0.199
3,17.0,0.02
6,15.0,0.0
8,2.0,0.103
9,15.0,0.0
11,14.0,0.0
4,1.0,0.412
12,9.0,0.049
9,1.0,0.548
7,8.0,0.002
4,18.0,0.003
6,1.0,0.597
6,25.0,0.0
8,18.0,0.002
6,14.0,0.0
5,3.0,0.453
8,25.0,0.0
10,2.0,0.138
12,15.0,0.0
8,3.0,0.083
3,14.0,0.0
7,17.0,0.003
4,25.0,0.0
9,7.0,0.013
7,7.0,0.001
11,8.0,0.034
2,18.0,0.005
11,18.0,0.002
9,18.0,0.009
9,8.0,0.026
4,15.0,0.0
9,9.0,0.043
4,14.0,0.0
2,9.0,0.014
1,17.0,0.057
3,15.0,0.0
9,2.0,0.122
1,18.0,0.012
3,8.0,0.035
9,25.0,0.001
11,3.0,0.383
7,1.0,0.878
2,2.0,0.095
9,17.0,0.039
4,17.0,0.017
5,2.0,0.132
10,7.0,0.005
2,15.0,0.001
5,18.0,0.007
4,8.0,0.027
5,5.0,0.0
12,2.0,0.095
10,25.0,0.0
2,17.0,0.048
1,15.0,0.0
8,9.0,0.008
6,9.0,0.01
10,8.0,0.008
11,15.0,0.0
10,18.0,0.0
1,9.0,0.038
12,1.0,0.255
7,2.0,0.067
4,3.0,0.395
12,14.0,0.0
3,5.0,0.005
6,5.0,0.0
10,5.0,0.012
11,17.0,0.016
1,5.0,0.011
8,8.0,0.009
11,2.0,0.151
10,15.0,0.0
9,14.0,0.0
8,14.0,0.0
1,8.0,0.063
2,1.0,0.337
12,8.0,0.056
