m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.2,12.0,15.9,14.5,8.0,0.26,12.0
2,7.8,12.6,16.7,11.1,5.0,0.17,4.0
3,9.8,14.3,17.5,17.0,9.0,0.28,20.0
4,11.3,15.7,19.0,14.7,8.0,0.28,30.0
5,14.3,18.8,22.8,13.7,6.0,0.18,7.0
6,18.6,23.5,27.5,12.1,2.0,0.08,0.0
7,22.0,26.4,30.5,12.1,1.0,0.03,0.0
8,22.6,26.9,30.9,11.5,4.0,0.11,14.0
9,20.5,24.5,27.9,12.0,9.0,0.3,23.0
10,16.2,20.7,24.7,12.5,7.0,0.24,52.0
11,12.4,16.6,20.0,15.5,10.0,0.33,34.0
12,8.7,13.6,17.5,12.6,8.0,0.27,13.0
