m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,11.0,13.3,14.9,22.4,17.0,0.55,36.0
2,11.3,13.3,15.8,23.7,12.0,0.4,7.0
3,11.3,13.4,15.8,20.9,15.0,0.48,16.0
4,14.1,16.4,19.3,20.8,9.0,0.29,8.0
5,17.0,20.5,23.2,18.8,6.0,0.18,3.0
6,21.5,24.4,27.5,21.1,2.0,0.07,0.0
7,23.5,26.4,29.5,27.0,1.0,0.02,0.0
8,23.9,26.3,29.0,25.9,2.0,0.06,0.0
9,21.5,24.1,27.0,23.5,3.0,0.09,0.0
10,17.5,19.5,22.5,23.5,5.0,0.15,2.0
11,14.5,16.9,19.0,22.3,10.0,0.33,14.0
12,12.5,14.9,16.9,19.7,14.0,0.46,30.0
