m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.8,5.0,6.7,17.4,7.0,0.71,28.0
1,2,0.7,2.3,3.9,14.9,5.0,0.51,21.0
1,3,1.3,4.0,6.2,16.1,6.0,0.57,21.0
2,1,1.8,4.9,8.0,17.7,6.0,0.61,32.0
2,2,3.8,7.2,10.8,16.7,5.0,0.49,12.0
2,3,4.3,8.1,11.7,16.5,5.0,0.57,14.0
3,1,2.0,6.3,10.4,13.7,5.0,0.47,23.0
3,2,3.7,7.9,11.6,15.5,6.0,0.6,31.0
3,3,4.1,8.3,12.6,14.2,5.0,0.43,11.0
4,1,4.5,10.3,14.4,15.2,5.0,0.49,15.0
4,2,4.8,10.1,15.3,13.4,3.0,0.35,5.0
4,3,5.2,11.4,16.5,14.4,4.0,0.39,14.0
5,1,6.1,11.1,16.6,12.1,4.0,0.4,14.0
5,2,8.0,13.7,19.7,12.2,4.0,0.41,16.0
5,3,9.8,15.1,21.4,12.8,5.0,0.43,24.0
6,1,11.6,17.3,22.7,11.8,4.0,0.4,22.0
6,2,13.3,19.2,24.4,11.7,4.0,0.37,12.0
6,3,13.7,19.8,24.7,11.7,3.0,0.32,26.0
7,1,12.5,18.1,23.4,12.9,4.0,0.36,9.0
7,2,13.3,18.9,23.9,10.8,3.0,0.31,14.0
7,3,14.7,20.8,25.7,11.2,5.0,0.42,25.0
8,1,14.5,20.3,25.6,11.6,5.0,0.47,30.0
8,2,14.9,19.9,25.3,10.9,5.0,0.5,22.0
8,3,13.2,18.9,24.2,12.3,5.0,0.46,14.0
9,1,12.4,18.1,23.5,10.4,4.0,0.37,11.0
9,2,11.3,16.3,21.7,11.0,3.0,0.31,10.0
9,3,9.4,13.9,18.4,12.9,6.0,0.57,28.0
10,1,8.9,12.7,17.1,14.2,5.0,0.54,17.0
10,2,9.1,12.9,16.6,12.3,5.0,0.54,17.0
10,3,8.1,12.1,14.9,15.6,6.0,0.53,16.0
11,1,5.7,8.6,12.3,14.3,5.0,0.51,11.0
11,2,4.8,7.9,10.6,13.6,6.0,0.57,22.0
11,3,2.4,5.6,8.2,13.5,6.0,0.59,14.0
12,1,2.0,4.4,6.7,16.1,7.0,0.7,22.0
12,2,2.3,4.8,7.0,14.0,6.0,0.6,20.0
12,3,4.3,6.4,9.0,17.6,8.0,0.71,34.0
