m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1.7,4.0,5.8,16.1,19.0,0.6,70.0
2,2.4,5.5,9.2,17.0,16.0,0.56,59.0
3,3.5,7.8,12.0,14.2,15.0,0.5,66.0
4,5.0,10.8,15.7,14.3,12.0,0.41,33.0
5,8.5,14.2,19.9,12.4,13.0,0.42,54.0
6,13.1,18.5,24.0,11.8,11.0,0.36,59.0
7,13.4,18.8,24.0,11.2,11.0,0.36,49.0
8,14.4,19.6,25.3,11.4,15.0,0.48,66.0
9,11.3,16.3,21.7,11.1,13.0,0.42,49.0
10,8.8,12.7,16.6,13.9,17.0,0.54,50.0
11,4.6,7.7,10.6,13.9,17.0,0.56,47.0
12,2.7,5.4,7.8,16.0,21.0,0.67,76.0
