m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,6.2,10.0,15.8,9.9,6.0,0.55,27.0
1,2,6.1,9.2,14.5,10.6,5.0,0.47,20.0
1,3,8.1,11.3,16.2,10.3,6.0,0.52,42.0
2,1,7.8,11.4,15.5,9.5,5.0,0.47,38.0
2,2,8.7,12.0,16.4,9.3,5.0,0.52,14.0
2,3,8.2,11.6,16.2,8.8,5.0,0.56,19.0
3,1,8.4,11.5,15.4,11.7,7.0,0.66,63.0
3,2,9.0,12.4,16.4,10.5,5.0,0.51,20.0
3,3,9.3,13.2,17.3,10.7,5.0,0.45,25.0
4,1,9.5,13.1,16.8,11.9,5.0,0.48,48.0
4,2,11.4,14.9,18.5,10.7,4.0,0.36,9.0
4,3,11.0,14.2,17.8,10.8,6.0,0.55,27.0
5,1,12.4,15.9,20.3,12.2,3.0,0.33,6.0
5,2,12.4,16.2,19.8,11.6,4.0,0.39,11.0
5,3,14.1,18.2,21.8,10.5,4.0,0.32,4.0
6,1,14.1,16.8,20.7,10.4,5.0,0.47,15.0
6,2,14.3,17.5,21.0,10.1,5.0,0.49,11.0
6,3,14.8,18.1,22.4,9.9,3.0,0.34,7.0
7,1,16.2,19.5,24.2,9.3,2.0,0.2,1.0
7,2,16.9,21.5,26.7,9.9,2.0,0.22,1.0
7,3,15.8,19.6,23.8,9.6,1.0,0.13,0.0
8,1,16.5,19.9,24.7,9.8,2.0,0.16,3.0
8,2,16.0,20.2,24.5,10.3,1.0,0.09,0.0
8,3,15.8,19.7,24.5,8.9,1.0,0.11,0.0
9,1,16.2,20.2,24.7,8.9,5.0,0.46,11.0
9,2,16.3,19.9,25.2,9.2,5.0,0.46,22.0
9,3,14.5,17.6,22.3,8.9,4.0,0.36,20.0
10,1,14.2,17.8,23.3,8.8,5.0,0.45,11.0
10,2,14.5,16.9,20.5,10.2,6.0,0.62,104.0
10,3,12.4,15.2,18.5,10.5,8.0,0.71,86.0
11,1,11.1,13.2,16.1,10.1,7.0,0.71,76.0
11,2,10.9,13.5,17.6,8.5,6.0,0.62,26.0
11,3,9.8,12.3,15.0,10.2,7.0,0.72,55.0
12,1,8.1,10.8,14.2,9.2,7.0,0.7,38.0
12,2,8.4,11.2,15.2,11.0,5.0,0.52,44.0
12,3,8.2,11.2,16.0,10.6,6.0,0.54,32.0
