m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,2.6,8.7,15.2,12.0,4.0,0.12,8.0
2,5.2,10.7,16.9,10.4,3.0,0.11,6.0
3,7.2,12.4,17.9,13.5,8.0,0.25,20.0
4,9.3,14.6,20.1,11.8,9.0,0.3,28.0
5,12.7,18.2,24.0,11.0,7.0,0.22,26.0
6,17.0,22.7,28.2,10.3,6.0,0.19,20.0
7,20.7,25.8,31.5,10.4,4.0,0.14,4.0
8,20.8,26.2,32.2,10.6,5.0,0.16,8.0
9,17.8,23.0,28.6,10.7,7.0,0.24,44.0
10,13.1,19.0,24.0,10.6,6.0,0.21,20.0
11,8.5,13.9,18.8,12.4,7.0,0.23,20.0
12,5.3,11.0,16.3,12.1,3.0,0.11,7.0
