m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,8.1,12.1,17.0,12.4,6.0,0.57,25.0
1,2,6.8,10.9,15.5,13.7,6.0,0.6,40.0
1,3,6.0,11.3,16.0,15.5,4.0,0.41,10.0
2,1,7.0,11.3,16.2,13.4,4.0,0.35,39.0
2,2,7.0,11.8,16.6,13.7,3.0,0.3,18.0
2,3,8.0,12.5,17.1,13.3,2.0,0.17,1.0
3,1,7.5,12.8,18.0,11.8,3.0,0.3,33.0
3,2,8.2,13.0,17.8,14.8,6.0,0.6,55.0
3,3,8.0,13.5,19.1,12.6,4.0,0.36,15.0
4,1,9.9,15.4,20.5,12.7,4.0,0.4,32.0
4,2,10.3,16.5,21.8,13.1,3.0,0.3,13.0
4,3,11.8,17.5,23.5,12.5,3.0,0.3,8.0
5,1,13.3,19.3,24.5,12.6,4.0,0.4,10.0
5,2,15.2,21.3,26.5,12.4,2.0,0.2,7.0
5,3,15.7,21.7,26.5,13.3,5.0,0.44,14.0
6,1,16.8,22.7,27.5,12.4,2.0,0.17,0.0
6,2,18.8,24.2,28.6,12.7,3.0,0.33,0.0
6,3,21.1,26.5,31.4,14.0,0.0,0.03,0.0
7,1,21.5,28.0,33.3,14.2,1.0,0.07,0.0
7,2,22.0,27.7,33.1,13.0,0.0,0.0,0.0
7,3,22.5,28.7,34.0,13.9,0.0,0.0,0.0
8,1,22.7,28.2,32.5,12.3,1.0,0.07,0.0
8,2,22.5,27.8,32.8,12.8,0.0,0.0,0.0
8,3,21.5,27.1,31.6,11.8,2.0,0.15,0.0
9,1,21.4,26.7,31.6,12.3,3.0,0.33,5.0
9,2,19.2,25.2,30.9,12.5,1.0,0.07,0.0
9,3,18.4,23.8,29.1,12.1,2.0,0.17,0.0
10,1,16.3,22.3,27.9,12.2,2.0,0.17,0.0
10,2,15.8,21.0,26.5,11.1,2.0,0.2,3.0
10,3,13.0,19.0,25.1,10.1,0.0,0.03,0.0
11,1,12.4,18.0,24.7,11.0,2.0,0.2,0.0
11,2,10.7,16.2,22.3,11.8,4.0,0.43,13.0
11,3,10.0,14.9,19.5,13.8,6.0,0.6,65.0
12,1,10.5,13.5,18.6,11.4,6.0,0.63,80.0
12,2,10.3,13.8,17.6,12.2,5.0,0.5,61.0
12,3,7.5,11.8,16.6,12.0,4.0,0.36,15.0
