m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.3,5.0,6.7,18.6,8.0,0.8,25.0
1,2,1.8,3.7,5.4,16.8,6.0,0.57,18.0
1,3,1.5,3.8,5.6,16.2,7.0,0.66,21.0
2,1,0.9,4.0,6.8,19.8,5.0,0.54,17.0
2,2,2.6,5.7,8.2,17.7,6.0,0.64,25.0
2,3,3.7,7.5,10.7,16.9,4.0,0.49,17.0
3,1,1.0,5.2,8.7,12.9,4.0,0.4,15.0
3,2,2.5,6.7,10.0,19.0,5.0,0.53,20.0
3,3,2.8,6.7,12.0,14.8,5.0,0.49,20.0
4,1,3.1,7.9,12.6,16.4,5.0,0.47,11.0
4,2,3.4,8.6,14.1,14.5,3.0,0.26,8.0
4,3,4.8,9.5,13.8,14.8,5.0,0.47,18.0
5,1,5.0,10.0,15.4,12.4,4.0,0.44,16.0
5,2,7.5,13.9,19.0,12.3,3.0,0.32,5.0
5,3,9.6,14.0,18.6,14.8,5.0,0.44,22.0
6,1,10.8,15.1,20.5,13.0,4.0,0.36,20.0
6,2,11.6,17.1,22.3,12.8,5.0,0.46,18.0
6,3,12.7,17.6,23.0,12.5,3.0,0.34,11.0
7,1,12.0,16.2,21.0,14.2,6.0,0.56,22.0
7,2,13.0,17.6,22.3,11.2,4.0,0.36,27.0
7,3,13.3,19.0,25.3,12.4,5.0,0.45,18.0
8,1,12.2,18.6,23.9,11.1,4.0,0.41,18.0
8,2,13.8,19.5,24.5,11.9,5.0,0.49,17.0
8,3,12.4,17.3,23.4,12.1,4.0,0.39,19.0
9,1,11.3,16.9,22.7,10.3,4.0,0.36,14.0
9,2,9.6,14.6,19.8,12.5,4.0,0.42,13.0
9,3,8.5,13.6,17.8,12.2,6.0,0.6,41.0
10,1,7.8,11.8,16.3,15.1,7.0,0.66,22.0
10,2,7.9,11.3,14.9,12.9,6.0,0.56,23.0
10,3,7.9,11.4,14.5,14.5,7.0,0.66,24.0
11,1,5.4,8.3,11.5,14.5,6.0,0.57,16.0
11,2,4.1,7.2,9.6,14.3,6.0,0.61,25.0
11,3,2.6,5.0,7.6,14.4,7.0,0.66,22.0
12,1,2.1,4.4,6.4,16.1,7.0,0.7,25.0
12,2,2.3,4.6,6.6,15.4,6.0,0.59,22.0
12,3,3.0,5.7,8.0,15.9,8.0,0.77,31.0
