m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1.8,3.9,6.0,17.0,21.0,0.68,64.0
2,1.6,4.7,7.9,17.6,16.0,0.56,59.0
3,2.1,6.3,10.1,15.1,15.0,0.47,55.0
4,3.5,8.7,13.5,15.7,12.0,0.4,37.0
5,7.7,13.7,18.2,13.1,12.0,0.4,42.0
6,11.4,17.0,21.9,12.6,12.0,0.39,49.0
7,12.6,17.5,22.3,12.4,14.0,0.46,66.0
8,12.6,18.2,23.9,11.8,13.0,0.43,55.0
9,9.6,14.6,20.0,11.6,14.0,0.46,68.0
10,7.9,11.5,15.0,13.7,19.0,0.62,69.0
11,4.1,7.0,9.6,14.3,18.0,0.61,63.0
12,2.5,5.1,7.0,15.9,21.0,0.69,78.0
