m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,5.6,10.8,16.8,12.1,2.0,0.15,1.0
1,2,5.3,10.5,16.8,12.8,2.0,0.16,2.0
1,3,7.3,12.7,18.3,14.3,2.0,0.15,0.0
2,1,6.9,12.0,17.9,14.7,1.0,0.14,1.0
2,2,8.9,13.3,18.5,14.2,1.0,0.14,1.0
2,3,7.8,13.0,18.6,15.1,1.0,0.1,0.0
3,1,8.7,14.0,19.3,15.2,3.0,0.25,6.0
3,2,10.3,14.7,19.9,15.3,2.0,0.17,1.0
3,3,10.4,15.1,19.4,20.3,3.0,0.28,14.0
4,1,10.6,15.5,20.2,15.7,1.0,0.12,1.0
4,2,12.5,16.4,21.1,16.3,2.0,0.24,9.0
4,3,12.9,17.2,21.5,15.5,3.0,0.28,9.0
5,1,14.3,18.7,23.5,14.0,1.0,0.13,2.0
5,2,15.1,19.5,24.0,15.2,1.0,0.12,0.0
5,3,16.1,20.6,24.7,14.9,2.0,0.22,31.0
6,1,17.8,22.3,27.1,14.2,2.0,0.23,4.0
6,2,19.0,23.9,28.4,13.5,0.0,0.03,0.0
6,3,20.3,24.2,28.9,15.3,0.0,0.04,0.0
7,1,22.3,26.0,30.0,13.8,0.0,0.05,0.0
7,2,22.9,26.6,31.0,14.0,0.0,0.03,0.0
7,3,23.4,27.2,31.4,14.1,0.0,0.03,0.0
8,1,23.5,27.5,31.8,13.6,0.0,0.03,0.0
8,2,23.3,27.2,31.8,12.6,0.0,0.03,0.0
8,3,23.3,26.9,31.2,14.0,1.0,0.11,2.0
9,1,22.5,26.1,30.2,13.8,2.0,0.18,1.0
9,2,21.1,24.7,28.8,14.3,3.0,0.31,5.0
9,3,19.1,23.6,28.8,12.8,1.0,0.11,1.0
10,1,17.6,22.0,27.3,13.0,2.0,0.18,2.0
10,2,15.8,20.5,25.8,12.5,2.0,0.16,5.0
10,3,14.0,18.7,24.3,12.3,1.0,0.13,1.0
11,1,12.2,16.5,22.2,13.5,2.0,0.18,2.0
11,2,12.3,16.3,21.5,15.5,3.0,0.26,11.0
11,3,9.1,14.6,19.9,12.5,1.0,0.1,0.0
12,1,9.5,13.8,19.0,13.9,2.0,0.21,2.0
12,2,8.8,12.9,18.6,12.5,1.0,0.06,0.0
12,3,6.7,12.1,18.3,10.4,1.0,0.08,2.0
