m,coco,coco_pct,country,place
2,19.0,0.0,spanje,barcelona
2,21.0,0.0,spanje,barcelona
2,23.0,0.0,spanje,barcelona
2,25.0,0.0,spanje,barcelona
2,26.0,0.0,spanje,barcelona
3,1.0,0.201,spanje,barcelona
3,2.0,0.326,spanje,barcelona
3,3.0,0.328,spanje,barcelona
3,4.0,0.023,spanje,barcelona
3,5.0,0.026,spanje,barcelona
3,7.0,0.052,spanje,barcelona
3,8.0,0.02,spanje,barcelona
3,9.0,0.014,spanje,barcelona
3,12.0,0.0,spanje,barcelona
3,14.0,0.0,spanje,barcelona
3,17.0,0.008,spanje,barcelona
3,18.0,0.001,spanje,barcelona
3,19.0,0.0,spanje,barcelona
3,21.0,0.0,spanje,barcelona
3,23.0,0.0,spanje,barcelona
3,25.0,0.001,spanje,barcelona
3,26.0,0.0,spanje,barcelona
4,1.0,0.168,spanje,barcelona
4,2.0,0.4,spanje,barcelona
4,3.0,0.292,spanje,barcelona
4,4.0,0.035,spanje,barcelona
4,5.0,0.007,spanje,barcelona
4,7.0,0.059,spanje,barcelona
4,8.0,0.021,spanje,barcelona
4,9.0,0.009,spanje,barcelona
4,12.0,0.0,spanje,barcelona
4,14.0,0.0,spanje,barcelona
4,17.0,0.007,spanje,barcelona
4,18.0,0.001,spanje,barcelona
4,19.0,0.0,spanje,barcelona
4,21.0,0.0,spanje,barcelona
4,23.0,0.0,spanje,barcelona
4,25.0,0.003,spanje,barcelona
4,26.0,0.0,spanje,barcelona
5,1.0,0.189,spanje,barcelona
5,2.0,0.474,spanje,barcelona
5,3.0,0.229,spanje,barcelona
5,4.0,0.016,spanje,barcelona
5,5.0,0.01,spanje,barcelona
5,7.0,0.035,spanje,barcelona
5,8.0,0.014,spanje,barcelona
5,9.0,0.008,spanje,barcelona
5,12.0,0.0,spanje,barcelona
5,14.0,0.0,spanje,barcelona
5,17.0,0.016,spanje,barcelona
5,18.0,0.005,spanje,barcelona
5,19.0,0.0,spanje,barcelona
5,21.0,0.0,spanje,barcelona
5,23.0,0.0,spanje,barcelona
5,25.0,0.003,spanje,barcelona
5,26.0,0.0,spanje,barcelona
6,1.0,0.265,spanje,barcelona
6,2.0,0.396,spanje,barcelona
6,3.0,0.238,spanje,barcelona
6,4.0,0.012,spanje,barcelona
6,5.0,0.006,spanje,barcelona
6,7.0,0.029,spanje,barcelona
6,8.0,0.021,spanje,barcelona
6,9.0,0.007,spanje,barcelona
6,12.0,0.0,spanje,barcelona
6,14.0,0.0,spanje,barcelona
6,17.0,0.02,spanje,barcelona
6,18.0,0.003,spanje,barcelona
6,19.0,0.0,spanje,barcelona
6,21.0,0.0,spanje,barcelona
6,23.0,0.0,spanje,barcelona
6,25.0,0.003,spanje,barcelona
6,26.0,0.0,spanje,barcelona
7,1.0,0.463,spanje,barcelona
7,2.0,0.359,spanje,barcelona
7,3.0,0.132,spanje,barcelona
7,4.0,0.006,spanje,barcelona
7,5.0,0.003,spanje,barcelona
7,7.0,0.014,spanje,barcelona
7,8.0,0.005,spanje,barcelona
7,9.0,0.004,spanje,barcelona
7,12.0,0.0,spanje,barcelona
7,14.0,0.0,spanje,barcelona
7,17.0,0.009,spanje,barcelona
7,18.0,0.001,spanje,barcelona
7,19.0,0.0,spanje,barcelona
7,21.0,0.0,spanje,barcelona
7,23.0,0.0,spanje,barcelona
7,25.0,0.003,spanje,barcelona
7,26.0,0.0,spanje,barcelona
8,1.0,0.324,spanje,barcelona
8,2.0,0.442,spanje,barcelona
8,3.0,0.17,spanje,barcelona
8,4.0,0.012,spanje,barcelona
8,5.0,0.003,spanje,barcelona
8,7.0,0.017,spanje,barcelona
8,8.0,0.005,spanje,barcelona
8,9.0,0.005,spanje,barcelona
8,12.0,0.0,spanje,barcelona
8,14.0,0.0,spanje,barcelona
8,17.0,0.015,spanje,barcelona
8,18.0,0.002,spanje,barcelona
8,19.0,0.0,spanje,barcelona
8,21.0,0.0,spanje,barcelona
8,23.0,0.0,spanje,barcelona
8,25.0,0.006,spanje,barcelona
8,26.0,0.0,spanje,barcelona
9,1.0,0.215,spanje,barcelona
9,2.0,0.418,spanje,barcelona
9,3.0,0.256,spanje,barcelona
9,4.0,0.012,spanje,barcelona
9,5.0,0.004,spanje,barcelona
9,7.0,0.038,spanje,barcelona
9,8.0,0.018,spanje,barcelona
9,9.0,0.008,spanje,barcelona
9,12.0,0.0,spanje,barcelona
9,14.0,0.0,spanje,barcelona
9,17.0,0.02,spanje,barcelona
9,18.0,0.003,spanje,barcelona
9,19.0,0.0,spanje,barcelona
9,21.0,0.0,spanje,barcelona
9,23.0,0.001,spanje,barcelona
9,25.0,0.008,spanje,barcelona
9,26.0,0.001,spanje,barcelona
10,1.0,0.206,spanje,barcelona
10,2.0,0.36,spanje,barcelona
10,3.0,0.293,spanje,barcelona
10,4.0,0.014,spanje,barcelona
10,5.0,0.029,spanje,barcelona
10,7.0,0.038,spanje,barcelona
10,8.0,0.024,spanje,barcelona
10,9.0,0.018,spanje,barcelona
10,12.0,0.0,spanje,barcelona
10,14.0,0.0,spanje,barcelona
10,17.0,0.009,spanje,barcelona
10,18.0,0.002,spanje,barcelona
10,19.0,0.0,spanje,barcelona
10,21.0,0.0,spanje,barcelona
10,23.0,0.001,spanje,barcelona
10,25.0,0.005,spanje,barcelona
10,26.0,0.001,spanje,barcelona
11,1.0,0.199,spanje,barcelona
11,2.0,0.38,spanje,barcelona
11,3.0,0.287,spanje,barcelona
11,4.0,0.019,spanje,barcelona
11,5.0,0.027,spanje,barcelona
11,7.0,0.049,spanje,barcelona
11,8.0,0.021,spanje,barcelona
11,9.0,0.008,spanje,barcelona
11,12.0,0.0,spanje,barcelona
11,14.0,0.0,spanje,barcelona
11,17.0,0.007,spanje,barcelona
11,18.0,0.002,spanje,barcelona
11,19.0,0.0,spanje,barcelona
11,21.0,0.0,spanje,barcelona
11,23.0,0.0,spanje,barcelona
11,25.0,0.003,spanje,barcelona
11,26.0,0.0,spanje,barcelona
12,1.0,0.3,spanje,barcelona
12,2.0,0.361,spanje,barcelona
12,3.0,0.23,spanje,barcelona
12,4.0,0.02,spanje,barcelona
12,5.0,0.048,spanje,barcelona
12,7.0,0.018,spanje,barcelona
12,8.0,0.016,spanje,barcelona
12,9.0,0.007,spanje,barcelona
12,12.0,0.0,spanje,barcelona
12,14.0,0.0,spanje,barcelona
12,17.0,0.002,spanje,barcelona
12,18.0,0.0,spanje,barcelona
12,19.0,0.0,spanje,barcelona
12,21.0,0.0,spanje,barcelona
12,23.0,0.0,spanje,barcelona
12,25.0,0.0,spanje,barcelona
12,26.0,0.0,spanje,barcelona
1,1.0,0.279,spanje,benalmadena
1,2.0,0.427,spanje,benalmadena
1,3.0,0.178,spanje,benalmadena
1,4.0,0.037,spanje,benalmadena
1,5.0,0.021,spanje,benalmadena
1,7.0,0.035,spanje,benalmadena
1,8.0,0.017,spanje,benalmadena
1,9.0,0.002,spanje,benalmadena
1,17.0,0.003,spanje,benalmadena
1,18.0,0.001,spanje,benalmadena
1,21.0,0.0,spanje,benalmadena
1,23.0,0.0,spanje,benalmadena
1,25.0,0.001,spanje,benalmadena
1,26.0,0.001,spanje,benalmadena
2,1.0,0.309,spanje,benalmadena
2,2.0,0.428,spanje,benalmadena
2,3.0,0.172,spanje,benalmadena
2,4.0,0.042,spanje,benalmadena
2,5.0,0.015,spanje,benalmadena
2,7.0,0.018,spanje,benalmadena
2,8.0,0.008,spanje,benalmadena
2,9.0,0.008,spanje,benalmadena
2,17.0,0.001,spanje,benalmadena
2,18.0,0.0,spanje,benalmadena
2,21.0,0.0,spanje,benalmadena
2,23.0,0.0,spanje,benalmadena
2,25.0,0.0,spanje,benalmadena
2,26.0,0.0,spanje,benalmadena
3,1.0,0.246,spanje,benalmadena
3,2.0,0.384,spanje,benalmadena
3,3.0,0.174,spanje,benalmadena
3,4.0,0.042,spanje,benalmadena
3,5.0,0.013,spanje,benalmadena
3,7.0,0.077,spanje,benalmadena
3,8.0,0.037,spanje,benalmadena
3,9.0,0.019,spanje,benalmadena
3,17.0,0.003,spanje,benalmadena
3,18.0,0.003,spanje,benalmadena
3,21.0,0.0,spanje,benalmadena
3,23.0,0.0,spanje,benalmadena
3,25.0,0.001,spanje,benalmadena
3,26.0,0.0,spanje,benalmadena
4,1.0,0.259,spanje,benalmadena
4,2.0,0.446,spanje,benalmadena
4,3.0,0.178,spanje,benalmadena
4,4.0,0.035,spanje,benalmadena
4,5.0,0.006,spanje,benalmadena
4,7.0,0.046,spanje,benalmadena
4,8.0,0.015,spanje,benalmadena
4,9.0,0.006,spanje,benalmadena
4,17.0,0.004,spanje,benalmadena
4,18.0,0.002,spanje,benalmadena
4,21.0,0.0,spanje,benalmadena
4,23.0,0.0,spanje,benalmadena
4,25.0,0.002,spanje,benalmadena
4,26.0,0.0,spanje,benalmadena
5,1.0,0.422,spanje,benalmadena
5,2.0,0.453,spanje,benalmadena
5,3.0,0.074,spanje,benalmadena
5,4.0,0.012,spanje,benalmadena
5,5.0,0.005,spanje,benalmadena
5,7.0,0.022,spanje,benalmadena
5,8.0,0.006,spanje,benalmadena
5,9.0,0.002,spanje,benalmadena
5,17.0,0.001,spanje,benalmadena
5,18.0,0.002,spanje,benalmadena
5,21.0,0.0,spanje,benalmadena
5,23.0,0.0,spanje,benalmadena
5,25.0,0.001,spanje,benalmadena
5,26.0,0.0,spanje,benalmadena
6,1.0,0.583,spanje,benalmadena
6,2.0,0.336,spanje,benalmadena
6,3.0,0.054,spanje,benalmadena
6,4.0,0.007,spanje,benalmadena
6,5.0,0.004,spanje,benalmadena
6,7.0,0.013,spanje,benalmadena
6,8.0,0.001,spanje,benalmadena
6,9.0,0.0,spanje,benalmadena
6,17.0,0.0,spanje,benalmadena
6,18.0,0.001,spanje,benalmadena
6,21.0,0.0,spanje,benalmadena
6,23.0,0.0,spanje,benalmadena
6,25.0,0.001,spanje,benalmadena
6,26.0,0.0,spanje,benalmadena
7,1.0,0.791,spanje,benalmadena
7,2.0,0.161,spanje,benalmadena
7,3.0,0.034,spanje,benalmadena
7,4.0,0.008,spanje,benalmadena
7,5.0,0.006,spanje,benalmadena
7,7.0,0.0,spanje,benalmadena
7,8.0,0.0,spanje,benalmadena
7,9.0,0.0,spanje,benalmadena
7,17.0,0.0,spanje,benalmadena
7,18.0,0.0,spanje,benalmadena
7,21.0,0.0,spanje,benalmadena
7,23.0,0.0,spanje,benalmadena
7,25.0,0.0,spanje,benalmadena
7,26.0,0.0,spanje,benalmadena
8,1.0,0.653,spanje,benalmadena
8,2.0,0.275,spanje,benalmadena
8,3.0,0.054,spanje,benalmadena
8,4.0,0.01,spanje,benalmadena
8,5.0,0.005,spanje,benalmadena
8,7.0,0.0,spanje,benalmadena
8,8.0,0.0,spanje,benalmadena
8,9.0,0.0,spanje,benalmadena
8,17.0,0.0,spanje,benalmadena
8,18.0,0.001,spanje,benalmadena
8,21.0,0.0,spanje,benalmadena
8,23.0,0.0,spanje,benalmadena
8,25.0,0.001,spanje,benalmadena
8,26.0,0.0,spanje,benalmadena
9,1.0,0.36,spanje,benalmadena
9,2.0,0.459,spanje,benalmadena
9,3.0,0.124,spanje,benalmadena
9,4.0,0.023,spanje,benalmadena
9,5.0,0.007,spanje,benalmadena
9,7.0,0.019,spanje,benalmadena
9,8.0,0.004,spanje,benalmadena
9,9.0,0.001,spanje,benalmadena
9,17.0,0.0,spanje,benalmadena
9,18.0,0.0,spanje,benalmadena
9,21.0,0.0,spanje,benalmadena
9,23.0,0.0,spanje,benalmadena
9,25.0,0.002,spanje,benalmadena
9,26.0,0.0,spanje,benalmadena
10,1.0,0.282,spanje,benalmadena
10,2.0,0.481,spanje,benalmadena
10,3.0,0.142,spanje,benalmadena
10,4.0,0.024,spanje,benalmadena
10,5.0,0.009,spanje,benalmadena
10,7.0,0.031,spanje,benalmadena
10,8.0,0.015,spanje,benalmadena
10,9.0,0.005,spanje,benalmadena
10,17.0,0.003,spanje,benalmadena
10,18.0,0.002,spanje,benalmadena
10,21.0,0.0,spanje,benalmadena
10,23.0,0.0,spanje,benalmadena
10,25.0,0.005,spanje,benalmadena
10,26.0,0.0,spanje,benalmadena
11,1.0,0.251,spanje,benalmadena
11,2.0,0.493,spanje,benalmadena
11,3.0,0.145,spanje,benalmadena
11,4.0,0.03,spanje,benalmadena
11,5.0,0.023,spanje,benalmadena
11,7.0,0.035,spanje,benalmadena
11,8.0,0.01,spanje,benalmadena
11,9.0,0.008,spanje,benalmadena
11,17.0,0.004,spanje,benalmadena
11,18.0,0.001,spanje,benalmadena
11,21.0,0.0,spanje,benalmadena
11,23.0,0.0,spanje,benalmadena
11,25.0,0.0,spanje,benalmadena
11,26.0,0.0,spanje,benalmadena
12,1.0,0.283,spanje,benalmadena
12,2.0,0.445,spanje,benalmadena
12,3.0,0.154,spanje,benalmadena
12,4.0,0.032,spanje,benalmadena
12,5.0,0.024,spanje,benalmadena
12,7.0,0.042,spanje,benalmadena
12,8.0,0.014,spanje,benalmadena
12,9.0,0.005,spanje,benalmadena
12,17.0,0.001,spanje,benalmadena
12,18.0,0.001,spanje,benalmadena
12,21.0,0.0,spanje,benalmadena
12,23.0,0.0,spanje,benalmadena
12,25.0,0.0,spanje,benalmadena
12,26.0,0.0,spanje,benalmadena
1,1.0,0.125,spanje,bilbao
1,2.0,0.223,spanje,bilbao
1,3.0,0.232,spanje,bilbao
1,4.0,0.141,spanje,bilbao
1,5.0,0.035,spanje,bilbao
1,7.0,0.151,spanje,bilbao
1,8.0,0.057,spanje,bilbao
1,9.0,0.014,spanje,bilbao
1,12.0,0.001,spanje,bilbao
1,14.0,0.0,spanje,bilbao
1,17.0,0.018,spanje,bilbao
1,18.0,0.003,spanje,bilbao
1,25.0,0.0,spanje,bilbao
1,26.0,0.0,spanje,bilbao
2,1.0,0.178,spanje,bilbao
2,2.0,0.266,spanje,bilbao
2,3.0,0.233,spanje,bilbao
2,4.0,0.117,spanje,bilbao
2,5.0,0.032,spanje,bilbao
2,7.0,0.119,spanje,bilbao
2,8.0,0.039,spanje,bilbao
2,9.0,0.006,spanje,bilbao
2,12.0,0.0,spanje,bilbao
2,14.0,0.0,spanje,bilbao
2,17.0,0.01,spanje,bilbao
2,18.0,0.001,spanje,bilbao
2,25.0,0.001,spanje,bilbao
2,26.0,0.0,spanje,bilbao
3,1.0,0.084,spanje,bilbao
3,2.0,0.334,spanje,bilbao
3,3.0,0.259,spanje,bilbao
3,4.0,0.109,spanje,bilbao
3,5.0,0.028,spanje,bilbao
