m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum,country,place
11,3,10.0,14.6,20.1,14.2,2.0,0.16,8.0,spanje,alicante
12,1,9.6,13.7,19.3,14.4,2.0,0.19,2.0,spanje,alicante
12,2,8.7,12.9,18.2,12.3,1.0,0.1,0.0,spanje,alicante
12,3,8.3,11.4,19.2,10.9,1.0,0.09,0.0,spanje,alicante
1,1,8.7,12.6,17.3,12.5,1.0,0.13,1.0,spanje,almeria
1,2,8.4,12.5,17.3,14.3,1.0,0.13,1.0,spanje,almeria
1,3,9.6,13.8,18.5,14.6,2.0,0.14,1.0,spanje,almeria
2,1,9.3,13.5,18.3,13.8,1.0,0.07,0.0,spanje,almeria
2,2,10.6,14.5,19.0,15.0,1.0,0.07,0.0,spanje,almeria
2,3,10.1,14.4,19.0,16.5,1.0,0.12,0.0,spanje,almeria
3,1,10.6,15.1,19.0,16.5,3.0,0.29,5.0,spanje,almeria
3,2,11.5,15.9,20.7,14.6,2.0,0.24,5.0,spanje,almeria
3,3,11.8,15.8,20.0,19.2,3.0,0.31,8.0,spanje,almeria
4,1,12.0,16.1,21.2,16.9,1.0,0.14,1.0,spanje,almeria
4,2,13.4,17.3,21.8,15.6,2.0,0.19,6.0,spanje,almeria
4,3,13.8,17.7,22.1,15.7,2.0,0.23,2.0,spanje,almeria
5,1,14.8,19.3,24.2,13.3,1.0,0.1,1.0,spanje,almeria
5,2,15.7,19.7,24.4,15.0,1.0,0.1,0.0,spanje,almeria
5,3,16.9,21.5,26.5,13.9,1.0,0.1,2.0,spanje,almeria
6,1,18.2,21.9,27.0,15.1,1.0,0.1,1.0,spanje,almeria
6,2,19.4,23.4,27.6,15.6,1.0,0.06,0.0,spanje,almeria
6,3,20.9,24.2,28.9,12.9,0.0,0.03,0.0,spanje,almeria
7,1,22.4,25.9,30.5,12.4,0.0,0.0,0.0,spanje,almeria
7,2,23.2,26.9,31.3,13.5,0.0,0.0,0.0,spanje,almeria
7,3,23.3,27.1,32.2,12.2,0.0,0.01,0.0,spanje,almeria
8,1,24.1,27.4,32.4,12.3,0.0,0.0,0.0,spanje,almeria
8,2,23.8,27.1,31.6,12.1,0.0,0.03,0.0,spanje,almeria
8,3,23.8,27.4,32.6,14.8,0.0,0.03,0.0,spanje,almeria
9,1,22.3,25.8,30.4,13.8,1.0,0.09,1.0,spanje,almeria
9,2,21.8,25.1,29.8,14.1,2.0,0.19,1.0,spanje,almeria
9,3,19.8,23.4,28.4,13.9,0.0,0.03,0.0,spanje,almeria
10,1,18.9,22.3,27.1,13.8,0.0,0.03,0.0,spanje,almeria
10,2,17.0,21.1,25.6,13.0,1.0,0.11,2.0,spanje,almeria
10,3,15.3,19.0,23.5,14.5,2.0,0.19,8.0,spanje,almeria
11,1,13.5,17.6,22.0,12.9,1.0,0.1,0.0,spanje,almeria
11,2,13.3,17.3,21.7,13.8,2.0,0.17,3.0,spanje,almeria
11,3,10.9,15.0,19.7,13.2,1.0,0.1,0.0,spanje,almeria
12,1,10.9,14.7,19.2,13.7,1.0,0.14,1.0,spanje,almeria
12,2,10.4,14.3,18.7,14.7,1.0,0.13,1.0,spanje,almeria
12,3,9.3,13.8,18.5,12.3,0.0,0.01,0.0,spanje,almeria
1,1,2.5,7.4,13.5,7.2,2.0,0.2,14.0,spanje,barcelona
1,2,1.5,7.0,13.3,7.0,3.0,0.26,12.0,spanje,barcelona
1,3,2.5,8.5,16.0,10.1,3.0,0.25,4.0,spanje,barcelona
2,1,5.0,9.6,16.5,7.5,2.0,0.23,6.0,spanje,barcelona
2,2,4.8,10.3,16.3,6.8,2.0,0.22,3.0,spanje,barcelona
2,3,6.0,11.0,17.0,7.4,3.0,0.33,10.0,spanje,barcelona
3,1,6.5,11.2,16.0,9.0,5.0,0.46,22.0,spanje,barcelona
3,2,7.8,12.4,17.5,8.6,3.0,0.28,8.0,spanje,barcelona
3,3,7.5,12.1,17.5,9.0,3.0,0.3,12.0,spanje,barcelona
4,1,7.0,12.6,18.5,8.8,4.0,0.39,6.0,spanje,barcelona
4,2,9.3,14.6,19.3,9.1,4.0,0.36,23.0,spanje,barcelona
4,3,10.5,15.9,20.6,8.4,5.0,0.47,31.0,spanje,barcelona
5,1,11.8,17.2,22.8,8.6,4.0,0.43,10.0,spanje,barcelona
5,2,11.5,17.3,23.0,8.7,5.0,0.46,16.0,spanje,barcelona
5,3,14.5,20.0,25.0,8.8,3.0,0.3,11.0,spanje,barcelona
6,1,16.0,20.9,26.0,8.8,5.0,0.52,11.0,spanje,barcelona
6,2,17.3,23.6,28.8,9.1,2.0,0.24,13.0,spanje,barcelona
6,3,19.0,24.8,30.5,9.5,3.0,0.27,5.0,spanje,barcelona
7,1,19.0,25.0,30.0,9.5,3.0,0.29,5.0,spanje,barcelona
7,2,20.3,25.8,30.8,9.6,2.0,0.23,2.0,spanje,barcelona
7,3,20.5,26.6,32.0,9.5,2.0,0.22,4.0,spanje,barcelona
8,1,21.0,26.5,31.8,9.3,2.0,0.23,2.0,spanje,barcelona
8,2,20.8,25.8,31.5,9.0,3.0,0.3,8.0,spanje,barcelona
8,3,20.5,25.1,30.5,8.5,4.0,0.4,7.0,spanje,barcelona
9,1,19.0,23.2,28.0,8.0,6.0,0.56,25.0,spanje,barcelona
9,2,17.0,22.2,27.8,7.9,5.0,0.51,12.0,spanje,barcelona
9,3,15.3,20.4,26.5,8.4,3.0,0.3,10.0,spanje,barcelona
10,1,15.0,19.0,24.0,7.5,3.0,0.33,11.0,spanje,barcelona
10,2,13.5,18.3,23.3,6.6,4.0,0.36,22.0,spanje,barcelona
10,3,12.0,16.5,22.0,6.9,4.0,0.4,19.0,spanje,barcelona
11,1,9.8,14.4,18.8,8.3,4.0,0.44,12.0,spanje,barcelona
11,2,9.3,13.2,18.0,6.8,4.0,0.36,12.0,spanje,barcelona
11,3,6.0,11.1,16.0,6.3,3.0,0.34,6.0,spanje,barcelona
12,1,4.8,9.3,14.5,7.2,3.0,0.3,7.0,spanje,barcelona
12,2,4.8,9.6,15.0,7.3,2.0,0.21,7.0,spanje,barcelona
12,3,4.5,8.9,15.5,6.9,1.0,0.06,0.0,spanje,barcelona
1,1,7.3,11.5,18.1,14.5,2.0,0.19,4.0,spanje,benalmadena
1,2,7.6,11.9,17.2,16.1,2.0,0.2,5.0,spanje,benalmadena
1,3,9.5,13.7,18.8,15.4,2.0,0.18,7.0,spanje,benalmadena
2,1,8.5,12.9,18.6,15.5,2.0,0.16,1.0,spanje,benalmadena
2,2,10.1,13.9,19.3,14.7,0.0,0.04,0.0,spanje,benalmadena
2,3,9.5,13.8,18.7,15.5,1.0,0.14,1.0,spanje,benalmadena
3,1,10.3,15.0,20.1,14.0,3.0,0.3,24.0,spanje,benalmadena
3,2,11.3,15.4,21.0,14.9,3.0,0.29,12.0,spanje,benalmadena
3,3,11.7,15.0,20.3,14.7,4.0,0.39,42.0,spanje,benalmadena
4,1,11.9,15.7,20.7,13.3,2.0,0.19,4.0,spanje,benalmadena
4,2,12.8,17.0,22.3,14.2,2.0,0.17,7.0,spanje,benalmadena
4,3,13.3,17.6,23.4,12.3,3.0,0.29,11.0,spanje,benalmadena
5,1,15.3,19.4,24.9,14.1,1.0,0.14,4.0,spanje,benalmadena
5,2,15.5,19.8,25.5,15.3,1.0,0.1,0.0,spanje,benalmadena
5,3,16.4,21.2,26.4,13.0,2.0,0.15,1.0,spanje,benalmadena
6,1,18.5,22.4,28.0,14.1,1.0,0.08,0.0,spanje,benalmadena
6,2,19.7,24.1,29.8,14.7,1.0,0.07,0.0,spanje,benalmadena
6,3,20.2,24.5,30.1,13.5,0.0,0.03,0.0,spanje,benalmadena
7,1,21.7,25.5,31.6,14.0,0.0,0.01,0.0,spanje,benalmadena
7,2,22.4,26.3,32.1,13.4,0.0,0.0,0.0,spanje,benalmadena
7,3,22.8,26.7,32.0,13.6,0.0,0.03,0.0,spanje,benalmadena
8,1,23.4,27.4,33.2,13.1,0.0,0.03,0.0,spanje,benalmadena
8,2,23.6,27.2,32.9,13.3,0.0,0.01,0.0,spanje,benalmadena
8,3,22.8,26.0,31.3,11.6,0.0,0.04,0.0,spanje,benalmadena
9,1,22.1,25.4,31.0,13.1,1.0,0.1,0.0,spanje,benalmadena
9,2,20.8,23.9,29.0,11.4,2.0,0.2,4.0,spanje,benalmadena
9,3,19.9,23.3,28.6,13.7,0.0,0.04,0.0,spanje,benalmadena
10,1,17.5,21.4,27.5,12.3,1.0,0.09,1.0,spanje,benalmadena
10,2,15.6,19.9,25.3,12.0,3.0,0.29,9.0,spanje,benalmadena
10,3,14.9,18.6,23.5,12.3,2.0,0.22,6.0,spanje,benalmadena
11,1,13.5,17.5,22.6,14.9,1.0,0.1,1.0,spanje,benalmadena
11,2,12.4,16.4,21.4,13.7,2.0,0.24,5.0,spanje,benalmadena
11,3,10.6,14.4,20.3,15.1,2.0,0.2,12.0,spanje,benalmadena
12,1,10.4,14.2,19.3,14.7,3.0,0.29,3.0,spanje,benalmadena
12,2,10.4,14.0,18.5,15.7,2.0,0.22,4.0,spanje,benalmadena
12,3,7.7,12.5,19.3,13.1,1.0,0.08,0.0,spanje,benalmadena
1,1,5.2,9.1,13.7,9.1,6.0,0.6,45.0,spanje,bilbao
1,2,3.8,8.9,13.7,10.5,5.0,0.54,26.0,spanje,bilbao
1,3,6.8,10.2,14.6,11.2,7.0,0.67,60.0,spanje,bilbao
2,1,6.1,10.8,15.7,9.1,5.0,0.5,14.0,spanje,bilbao
2,2,6.9,12.4,19.2,10.5,3.0,0.33,8.0,spanje,bilbao
2,3,6.9,11.5,16.5,11.5,5.0,0.54,36.0,spanje,bilbao
3,1,6.7,12.0,16.5,12.7,5.0,0.51,29.0,spanje,bilbao
3,2,8.1,12.7,17.1,12.0,5.0,0.54,30.0,spanje,bilbao
3,3,6.7,12.4,17.9,12.0,4.0,0.36,12.0,spanje,bilbao
4,1,7.9,13.4,19.3,12.3,5.0,0.5,22.0,spanje,bilbao
4,2,9.2,13.8,18.7,10.8,4.0,0.4,14.0,spanje,bilbao
4,3,10.1,13.4,18.2,9.1,6.0,0.57,26.0,spanje,bilbao
5,1,10.4,15.8,21.2,10.6,4.0,0.42,10.0,spanje,bilbao
5,2,10.2,14.6,20.1,10.8,5.0,0.51,25.0,spanje,bilbao
5,3,12.2,17.2,21.5,9.0,5.0,0.47,15.0,spanje,bilbao
6,1,14.0,18.3,23.1,9.3,5.0,0.5,24.0,spanje,bilbao
6,2,14.9,19.5,24.7,9.0,5.0,0.53,22.0,spanje,bilbao
6,3,15.1,19.8,23.8,9.2,5.0,0.46,21.0,spanje,bilbao
7,1,16.4,20.5,24.5,8.6,4.0,0.4,4.0,spanje,bilbao
7,2,16.4,21.5,26.2,8.9,3.0,0.31,10.0,spanje,bilbao
7,3,17.2,21.6,26.2,8.4,4.0,0.38,7.0,spanje,bilbao
8,1,17.1,21.9,27.8,8.4,4.0,0.37,7.0,spanje,bilbao
8,2,16.8,21.4,25.9,8.5,4.0,0.4,11.0,spanje,bilbao
8,3,16.7,21.5,27.0,8.4,4.0,0.39,23.0,spanje,bilbao
9,1,15.8,20.6,27.0,8.5,4.0,0.41,14.0,spanje,bilbao
9,2,15.5,20.7,26.9,8.9,4.0,0.4,17.0,spanje,bilbao
9,3,13.3,18.2,24.2,9.0,5.0,0.47,41.0,spanje,bilbao
10,1,12.8,17.4,23.2,8.8,5.0,0.49,35.0,spanje,bilbao
10,2,14.6,19.2,23.8,10.7,4.0,0.42,19.0,spanje,bilbao
10,3,11.9,16.7,21.7,10.1,6.0,0.51,35.0,spanje,bilbao
11,1,9.8,14.1,17.7,10.9,7.0,0.7,52.0,spanje,bilbao
11,2,9.4,13.8,18.0,9.4,5.0,0.54,39.0,spanje,bilbao
11,3,8.3,12.6,16.6,10.4,6.0,0.63,75.0,spanje,bilbao
12,1,7.0,10.8,13.9,10.7,7.0,0.73,87.0,spanje,bilbao
12,2,7.0,11.8,15.7,11.9,5.0,0.55,41.0,spanje,bilbao
12,3,7.6,11.8,17.0,10.7,4.0,0.33,14.0,spanje,bilbao
1,1,0.6,7.0,14.7,6.2,2.0,0.17,6.0,spanje,blanes
1,2,0.5,6.0,14.1,6.5,2.0,0.16,4.0,spanje,blanes
1,3,0.6,7.6,15.5,7.9,1.0,0.12,1.0,spanje,blanes
2,1,2.3,8.7,16.9,6.7,2.0,0.22,7.0,spanje,blanes
2,2,3.2,9.5,17.1,7.1,2.0,0.17,1.0,spanje,blanes
2,3,3.7,10.0,17.6,9.2,2.0,0.21,6.0,spanje,blanes
3,1,4.0,9.8,16.5,10.1,4.0,0.36,17.0,spanje,blanes
3,2,5.7,11.0,17.8,9.8,3.0,0.31,9.0,spanje,blanes
3,3,4.9,11.0,18.2,9.4,3.0,0.3,17.0,spanje,blanes
4,1,4.7,11.2,19.4,10.8,3.0,0.29,5.0,spanje,blanes
4,2,6.5,13.2,20.4,9.7,4.0,0.37,24.0,spanje,blanes
4,3,8.9,14.4,21.4,11.0,4.0,0.41,17.0,spanje,blanes
5,1,9.9,16.3,23.5,9.2,4.0,0.42,22.0,spanje,blanes
5,2,10.0,15.5,23.5,9.4,4.0,0.41,39.0,spanje,blanes
5,3,12.1,18.5,26.5,9.0,3.0,0.31,17.0,spanje,blanes
6,1,14.0,19.6,27.6,9.5,4.0,0.4,19.0,spanje,blanes
6,2,14.8,22.0,30.7,9.4,3.0,0.34,5.0,spanje,blanes
6,3,17.1,23.0,31.0,9.9,2.0,0.17,8.0,spanje,blanes
7,1,17.6,23.5,31.7,9.5,2.0,0.21,1.0,spanje,blanes
7,2,18.3,24.6,32.6,10.5,2.0,0.16,2.0,spanje,blanes
7,3,18.5,25.3,33.5,10.3,2.0,0.18,10.0,spanje,blanes
8,1,19.1,25.2,33.5,9.9,2.0,0.16,0.0,spanje,blanes
8,2,18.7,24.7,33.0,9.8,2.0,0.21,14.0,spanje,blanes
8,3,17.6,24.0,32.3,8.4,2.0,0.22,6.0,spanje,blanes
9,1,16.5,21.8,29.2,8.5,4.0,0.37,21.0,spanje,blanes
9,2,15.8,21.6,29.5,8.0,3.0,0.33,20.0,spanje,blanes
9,3,13.3,18.8,26.7,8.3,2.0,0.22,6.0,spanje,blanes
10,1,12.1,18.1,25.3,8.2,3.0,0.34,11.0,spanje,blanes
10,2,11.7,17.4,24.3,9.8,3.0,0.29,22.0,spanje,blanes
10,3,10.2,15.7,23.0,8.1,4.0,0.39,15.0,spanje,blanes
11,1,7.6,13.5,20.0,9.4,4.0,0.41,11.0,spanje,blanes
11,2,7.6,13.3,18.3,7.5,2.0,0.24,3.0,spanje,blanes
11,3,4.5,10.1,16.5,6.8,3.0,0.34,9.0,spanje,blanes
12,1,2.1,8.3,15.3,6.4,2.0,0.24,4.0,spanje,blanes
12,2,3.5,8.9,15.9,6.0,2.0,0.24,5.0,spanje,blanes
12,3,2.0,8.8,17.1,4.6,0.0,0.01,0.0,spanje,blanes
1,1,4.0,9.6,16.8,8.1,4.0,0.43,7.0,spanje,cadiz
1,2,3.6,9.6,17.5,9.3,3.0,0.3,11.0,spanje,cadiz
1,3,6.7,12.2,18.0,10.6,4.0,0.4,9.0,spanje,cadiz
2,1,4.9,11.8,18.9,8.1,3.0,0.26,3.0,spanje,cadiz
2,2,6.5,13.6,20.4,9.6,2.0,0.17,1.0,spanje,cadiz
2,3,5.9,12.8,19.9,10.3,3.0,0.28,3.0,spanje,cadiz
3,1,7.4,13.0,18.9,11.0,5.0,0.46,29.0,spanje,cadiz
3,2,7.7,14.5,21.6,10.5,3.0,0.29,16.0,spanje,cadiz
3,3,8.8,15.0,21.9,12.9,4.0,0.36,27.0,spanje,cadiz
4,1,8.6,15.1,21.8,12.2,2.0,0.25,13.0,spanje,cadiz
4,2,9.9,17.1,23.9,11.1,3.0,0.3,10.0,spanje,cadiz
4,3,10.9,17.0,23.5,11.3,4.0,0.39,12.0,spanje,cadiz
5,1,11.4,19.8,27.1,11.0,1.0,0.12,2.0,spanje,cadiz
5,2,11.6,19.8,28.3,11.8,1.0,0.14,0.0,spanje,cadiz
5,3,13.9,21.6,29.6,11.1,1.0,0.1,2.0,spanje,cadiz
6,1,13.8,21.9,29.4,11.5,1.0,0.11,1.0,spanje,cadiz
6,2,14.8,21.7,30.2,11.3,1.0,0.11,1.0,spanje,cadiz
6,3,15.4,23.4,31.7,11.1,1.0,0.07,0.0,spanje,cadiz
7,1,16.4,24.4,33.4,11.0,0.0,0.01,0.0,spanje,cadiz
7,2,18.0,26.1,35.3,11.0,0.0,0.03,0.0,spanje,cadiz
7,3,18.4,26.4,35.6,9.9,0.0,0.01,0.0,spanje,cadiz
8,1,18.0,26.5,35.9,10.0,0.0,0.03,0.0,spanje,cadiz
8,2,18.2,26.0,35.7,10.4,0.0,0.03,0.0,spanje,cadiz
8,3,18.4,26.5,35.1,10.1,0.0,0.01,0.0,spanje,cadiz
9,1,17.0,24.5,32.2,10.1,1.0,0.06,0.0,spanje,cadiz
9,2,17.0,23.5,31.0,10.7,2.0,0.23,4.0,spanje,cadiz
9,3,14.5,22.0,30.6,9.4,1.0,0.13,2.0,spanje,cadiz
10,1,13.8,21.5,31.0,8.9,1.0,0.13,0.0,spanje,cadiz
10,2,15.3,20.0,26.8,10.6,4.0,0.36,30.0,spanje,cadiz
10,3,12.1,18.0,24.2,9.6,4.0,0.39,29.0,spanje,cadiz
11,1,10.4,15.8,22.4,10.8,4.0,0.39,8.0,spanje,cadiz
11,2,9.9,15.5,22.5,8.9,5.0,0.46,15.0,spanje,cadiz
11,3,7.6,13.4,19.5,8.5,4.0,0.43,27.0,spanje,cadiz
12,1,6.7,12.3,18.5,8.4,5.0,0.46,8.0,spanje,cadiz
12,2,7.2,12.9,18.4,10.1,4.0,0.39,11.0,spanje,cadiz
12,3,4.8,11.1,18.9,7.0,3.0,0.27,2.0,spanje,cadiz
1,1,0.6,7.0,14.7,6.2,2.0,0.17,6.0,spanje,calella
1,2,0.5,6.0,14.1,6.5,2.0,0.16,4.0,spanje,calella
1,3,0.6,7.6,15.5,7.9,1.0,0.12,1.0,spanje,calella
2,1,2.3,8.7,16.9,6.7,2.0,0.22,7.0,spanje,calella
2,2,3.2,9.5,17.1,7.1,2.0,0.17,1.0,spanje,calella
2,3,3.7,10.0,17.6,9.2,2.0,0.21,6.0,spanje,calella
3,1,4.0,9.8,16.5,10.1,4.0,0.36,17.0,spanje,calella
3,2,5.7,11.0,17.8,9.8,3.0,0.31,9.0,spanje,calella
3,3,4.9,11.0,18.2,9.4,3.0,0.3,17.0,spanje,calella
4,1,4.7,11.2,19.4,10.8,3.0,0.29,5.0,spanje,calella
4,2,6.5,13.2,20.4,9.7,4.0,0.37,24.0,spanje,calella
4,3,8.9,14.4,21.4,11.0,4.0,0.41,17.0,spanje,calella
5,1,9.9,16.3,23.5,9.2,4.0,0.42,22.0,spanje,calella
5,2,10.0,15.5,23.5,9.4,4.0,0.41,39.0,spanje,calella
5,3,12.1,18.5,26.5,9.0,3.0,0.31,17.0,spanje,calella
6,1,14.0,19.6,27.6,9.5,4.0,0.4,19.0,spanje,calella
6,2,14.8,22.0,30.7,9.4,3.0,0.34,5.0,spanje,calella
6,3,17.1,23.0,31.0,9.9,2.0,0.17,8.0,spanje,calella
7,1,17.6,23.5,31.7,9.5,2.0,0.21,1.0,spanje,calella
7,2,18.3,24.6,32.6,10.5,2.0,0.16,2.0,spanje,calella
7,3,18.5,25.3,33.5,10.3,2.0,0.18,10.0,spanje,calella
8,1,19.1,25.2,33.5,9.9,2.0,0.16,0.0,spanje,calella
8,2,18.7,24.7,33.0,9.8,2.0,0.21,14.0,spanje,calella
8,3,17.6,24.0,32.3,8.4,2.0,0.22,6.0,spanje,calella
9,1,16.5,21.8,29.2,8.5,4.0,0.37,21.0,spanje,calella
9,2,15.8,21.6,29.5,8.0,3.0,0.33,20.0,spanje,calella
9,3,13.3,18.8,26.7,8.3,2.0,0.22,6.0,spanje,calella
10,1,12.1,18.1,25.3,8.2,3.0,0.34,11.0,spanje,calella
10,2,11.7,17.4,24.3,9.8,3.0,0.29,22.0,spanje,calella
10,3,10.2,15.7,23.0,8.1,4.0,0.39,15.0,spanje,calella
11,1,7.6,13.5,20.0,9.4,4.0,0.41,11.0,spanje,calella
11,2,7.6,13.3,18.3,7.5,2.0,0.24,3.0,spanje,calella
11,3,4.5,10.1,16.5,6.8,3.0,0.34,9.0,spanje,calella
12,1,2.1,8.3,15.3,6.4,2.0,0.24,4.0,spanje,calella
12,2,3.5,8.9,15.9,6.0,2.0,0.24,5.0,spanje,calella
12,3,2.0,8.8,17.1,4.6,0.0,0.01,0.0,spanje,calella
1,1,2.7,8.4,14.6,11.3,1.0,0.14,2.0,spanje,cambrils
1,2,2.0,8.1,14.9,12.0,1.0,0.14,4.0,spanje,cambrils
1,3,3.6,9.1,16.6,14.2,1.0,0.09,3.0,spanje,cambrils
2,1,4.7,10.2,17.3,11.1,1.0,0.13,2.0,spanje,cambrils
2,2,5.0,10.6,16.7,9.2,1.0,0.07,1.0,spanje,cambrils
2,3,5.9,11.5,17.7,12.6,1.0,0.13,4.0,spanje,cambrils
3,1,6.7,12.1,17.2,13.4,3.0,0.29,12.0,spanje,cambrils
3,2,7.6,12.8,18.6,13.8,2.0,0.25,4.0,spanje,cambrils
3,3,6.9,12.7,17.9,12.7,3.0,0.23,4.0,spanje,cambrils
4,1,7.8,13.4,19.5,13.6,2.0,0.21,2.0,spanje,cambrils
4,2,9.3,14.9,20.7,12.1,3.0,0.3,20.0,spanje,cambrils
4,3,11.1,15.7,21.0,9.8,4.0,0.39,6.0,spanje,cambrils
5,1,12.1,17.9,24.0,11.2,2.0,0.22,1.0,spanje,cambrils
5,2,12.4,18.0,24.0,12.4,2.0,0.23,12.0,spanje,cambrils
5,3,14.3,19.7,25.4,10.0,2.0,0.21,13.0,spanje,cambrils
6,1,15.7,20.8,26.1,10.7,2.0,0.24,3.0,spanje,cambrils
6,2,17.0,22.7,28.7,10.1,2.0,0.16,6.0,spanje,cambrils
6,3,19.1,24.3,29.7,10.6,2.0,0.17,12.0,spanje,cambrils
7,1,19.7,25.2,31.0,10.4,2.0,0.19,2.0,spanje,cambrils
7,2,20.7,25.8,31.4,10.6,1.0,0.1,1.0,spanje,cambrils
7,3,21.2,26.2,32.0,10.3,1.0,0.13,2.0,spanje,cambrils
8,1,21.3,26.8,32.5,11.1,1.0,0.06,0.0,spanje,cambrils
8,2,20.8,26.2,32.2,10.6,1.0,0.14,1.0,spanje,cambrils
8,3,20.5,25.4,31.2,10.5,3.0,0.26,7.0,spanje,cambrils
9,1,18.9,23.9,29.2,11.3,3.0,0.32,17.0,spanje,cambrils
9,2,18.2,23.1,28.7,9.8,3.0,0.26,18.0,spanje,cambrils
9,3,15.5,21.0,26.6,11.1,1.0,0.14,9.0,spanje,cambrils
10,1,14.8,19.8,25.3,11.9,2.0,0.17,4.0,spanje,cambrils
10,2,13.6,19.2,24.1,10.4,2.0,0.2,6.0,spanje,cambrils
10,3,11.3,17.0,22.4,10.6,3.0,0.25,10.0,spanje,cambrils
11,1,9.7,14.8,20.0,13.5,2.0,0.22,8.0,spanje,cambrils
11,2,9.1,14.2,18.9,11.4,2.0,0.23,4.0,spanje,cambrils
11,3,6.6,12.1,17.5,13.9,3.0,0.26,8.0,spanje,cambrils
12,1,6.5,11.2,15.8,14.2,1.0,0.13,0.0,spanje,cambrils
12,2,4.9,10.7,16.5,11.4,2.0,0.17,6.0,spanje,cambrils
12,3,5.0,10.2,17.3,10.4,0.0,0.03,0.0,spanje,cambrils
1,1,2.2,7.9,14.9,5.5,3.0,0.32,13.0,spanje,cordoba
1,2,2.1,7.6,15.6,7.7,2.0,0.17,14.0,spanje,cordoba
1,3,5.6,10.2,16.8,8.6,3.0,0.31,10.0,spanje,cordoba
2,1,4.8,10.5,18.5,6.8,2.0,0.2,12.0,spanje,cordoba
2,2,5.5,12.0,20.3,6.9,1.0,0.11,1.0,spanje,cordoba
2,3,5.2,11.2,19.4,7.0,2.0,0.26,2.0,spanje,cordoba
3,1,6.4,12.0,19.0,8.7,4.0,0.41,32.0,spanje,cordoba
3,2,7.0,13.7,21.6,8.4,3.0,0.3,21.0,spanje,cordoba
3,3,7.8,14.4,22.8,9.9,4.0,0.37,25.0,spanje,cordoba
4,1,8.5,14.5,22.2,9.5,3.0,0.32,16.0,spanje,cordoba
4,2,9.4,16.8,25.2,7.9,3.0,0.3,8.0,spanje,cordoba
4,3,10.1,17.0,25.2,9.4,4.0,0.41,16.0,spanje,cordoba
5,1,11.9,19.8,28.6,8.3,2.0,0.17,4.0,spanje,cordoba
5,2,12.5,20.4,29.5,9.5,1.0,0.11,0.0,spanje,cordoba
5,3,14.7,22.6,31.6,9.0,2.0,0.18,2.0,spanje,cordoba
6,1,15.8,23.5,31.9,10.8,1.0,0.13,2.0,spanje,cordoba
6,2,16.8,24.8,32.7,10.8,1.0,0.06,0.0,spanje,cordoba
6,3,17.9,26.2,34.8,10.6,0.0,0.03,0.0,spanje,cordoba
