m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.0,10.7,15.7,11.0,9.0,0.3,22.0
2,7.5,11.5,16.5,10.1,6.0,0.22,14.0
3,9.6,13.2,17.5,14.1,12.0,0.39,26.0
4,11.5,15.7,20.0,13.3,10.0,0.34,35.0
5,15.0,18.9,24.0,12.1,9.0,0.3,27.0
6,19.5,24.2,28.0,12.2,6.0,0.21,11.0
7,22.5,27.2,31.8,12.3,2.0,0.06,0.0
8,22.8,27.1,31.5,11.8,6.0,0.19,11.0
9,20.5,24.4,29.1,11.1,10.0,0.34,24.0
10,16.0,20.1,25.0,10.8,11.0,0.35,30.0
11,12.3,15.3,19.2,10.9,13.0,0.43,49.0
12,9.0,12.6,17.5,9.4,8.0,0.26,20.0
