m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.3,10.2,15.6,10.1,3.0,0.31,6.0
1,2,6.5,10.4,14.8,11.3,3.0,0.33,12.0
1,3,6.5,10.9,16.0,11.8,3.0,0.24,4.0
2,1,7.3,11.1,15.4,11.0,3.0,0.33,6.0
2,2,7.7,11.3,16.7,8.9,1.0,0.13,2.0
2,3,7.0,11.4,16.5,11.1,2.0,0.27,5.0
3,1,8.9,12.9,17.0,13.3,4.0,0.43,8.0
3,2,10.0,13.7,18.0,14.5,3.0,0.32,6.0
3,3,10.1,13.3,18.5,14.0,4.0,0.38,9.0
4,1,11.0,14.4,19.0,13.2,3.0,0.34,13.0
4,2,11.8,15.8,20.1,12.1,3.0,0.34,11.0
4,3,13.0,16.7,21.3,13.4,3.0,0.34,11.0
5,1,13.9,18.2,22.6,12.1,3.0,0.34,15.0
5,2,14.7,18.5,23.0,12.1,3.0,0.26,5.0
5,3,16.0,20.4,25.0,12.7,3.0,0.3,8.0
6,1,17.9,21.5,25.9,11.9,4.0,0.36,9.0
6,2,20.0,24.3,28.3,12.5,1.0,0.11,0.0
6,3,20.9,25.3,29.4,12.1,1.0,0.14,2.0
7,1,22.0,26.3,30.7,12.7,1.0,0.07,0.0
7,2,22.5,27.3,31.3,12.0,0.0,0.03,0.0
7,3,23.4,27.8,33.0,12.1,1.0,0.09,0.0
8,1,23.4,27.7,32.5,12.0,1.0,0.13,0.0
8,2,23.2,27.4,31.6,11.8,2.0,0.24,3.0
8,3,22.2,26.1,30.7,11.9,2.0,0.21,8.0
9,1,21.5,25.3,29.6,10.9,4.0,0.37,7.0
9,2,21.0,24.6,29.2,11.1,4.0,0.37,9.0
9,3,18.5,22.5,26.9,11.8,3.0,0.27,8.0
10,1,17.0,20.9,25.6,10.8,3.0,0.33,3.0
10,2,16.0,20.1,25.0,9.8,3.0,0.33,12.0
10,3,15.5,19.2,23.5,12.1,4.0,0.39,15.0
11,1,13.6,16.6,21.3,11.9,5.0,0.51,24.0
11,2,12.5,15.5,19.4,10.6,4.0,0.39,16.0
11,3,10.8,14.2,18.5,11.1,4.0,0.39,8.0
12,1,9.6,12.8,17.0,12.2,4.0,0.42,11.0
12,2,9.3,12.5,17.6,9.2,2.0,0.2,5.0
12,3,8.0,11.6,17.5,8.0,2.0,0.14,2.0
