m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,9.9,12.5,16.0,9.7,6.0,0.6,20.0
1,2,9.4,12.2,15.2,11.8,7.0,0.73,32.0
1,3,9.6,12.4,15.0,12.6,6.0,0.58,30.0
2,1,9.1,12.4,15.6,10.9,3.0,0.3,1.0
2,2,9.4,12.3,15.5,10.7,4.0,0.37,9.0
2,3,9.5,13.0,15.9,11.7,5.0,0.59,24.0
3,1,9.9,13.3,16.6,8.5,6.0,0.6,20.0
3,2,10.0,13.4,16.5,11.0,5.0,0.52,15.0
3,3,10.6,14.0,17.6,11.0,5.0,0.41,9.0
4,1,12.0,14.8,18.0,11.8,4.0,0.4,36.0
4,2,11.8,15.1,18.9,10.1,6.0,0.6,64.0
4,3,13.3,17.0,21.1,11.0,3.0,0.3,12.0
5,1,14.1,17.5,21.1,9.4,7.0,0.65,60.0
5,2,16.5,20.3,23.3,9.1,7.0,0.65,18.0
5,3,15.9,20.3,24.4,9.6,6.0,0.59,14.0
6,1,18.4,23.4,27.5,10.4,3.0,0.3,0.0
6,2,19.5,23.9,27.9,10.1,5.0,0.47,8.0
6,3,22.1,26.7,31.0,9.7,1.0,0.13,0.0
7,1,22.2,26.8,31.5,11.6,2.0,0.17,0.0
7,2,22.1,26.7,31.5,10.8,1.0,0.07,0.0
7,3,23.5,27.9,32.6,11.0,1.0,0.09,0.0
8,1,23.4,27.5,31.8,10.6,1.0,0.1,0.0
8,2,23.5,27.8,31.8,9.9,2.0,0.23,0.0
8,3,22.8,27.3,31.5,8.8,5.0,0.43,2.0
9,1,22.2,25.8,30.0,9.6,5.0,0.48,15.0
9,2,20.9,24.7,29.2,9.5,4.0,0.4,2.0
9,3,19.5,23.1,26.6,10.8,5.0,0.47,2.0
10,1,18.7,21.9,25.9,10.0,3.0,0.33,1.0
10,2,17.2,20.7,24.4,9.9,2.0,0.23,0.0
10,3,16.5,19.9,24.0,7.9,2.0,0.21,0.0
11,1,16.2,19.6,23.2,8.2,5.0,0.5,3.0
11,2,14.8,17.5,20.5,13.3,7.0,0.74,68.0
11,3,13.1,15.9,18.8,11.8,7.0,0.73,77.0
12,1,12.3,14.7,17.7,12.5,9.0,0.9,86.0
12,2,11.4,14.2,17.4,9.5,5.0,0.5,63.0
12,3,10.5,13.1,16.3,10.1,3.0,0.3,1.0
