m,m3,coco,coco_pct,country,place
1,1,1.0,0.0,indonesië,balikpapan
1,1,2.0,0.019,indonesië,balikpapan
1,1,3.0,0.538,indonesië,balikpapan
1,1,5.0,0.042,indonesië,balikpapan
1,1,7.0,0.13,indonesië,balikpapan
1,1,8.0,0.115,indonesië,balikpapan
1,1,9.0,0.094,indonesië,balikpapan
1,1,17.0,0.05,indonesië,balikpapan
1,1,18.0,0.011,indonesië,balikpapan
1,1,25.0,0.001,indonesië,balikpapan
1,1,26.0,0.0,indonesië,balikpapan
1,2,1.0,0.001,indonesië,balikpapan
1,2,2.0,0.0,indonesië,balikpapan
1,2,3.0,0.493,indonesië,balikpapan
1,2,5.0,0.032,indonesië,balikpapan
1,2,7.0,0.151,indonesië,balikpapan
1,2,8.0,0.122,indonesië,balikpapan
1,2,9.0,0.154,indonesië,balikpapan
1,2,17.0,0.036,indonesië,balikpapan
1,2,18.0,0.008,indonesië,balikpapan
1,2,25.0,0.003,indonesië,balikpapan
1,2,26.0,0.0,indonesië,balikpapan
1,3,1.0,0.0,indonesië,balikpapan
1,3,2.0,0.013,indonesië,balikpapan
1,3,3.0,0.421,indonesië,balikpapan
1,3,5.0,0.042,indonesië,balikpapan
1,3,7.0,0.137,indonesië,balikpapan
1,3,8.0,0.167,indonesië,balikpapan
1,3,9.0,0.143,indonesië,balikpapan
1,3,17.0,0.057,indonesië,balikpapan
1,3,18.0,0.005,indonesië,balikpapan
1,3,25.0,0.011,indonesië,balikpapan
1,3,26.0,0.002,indonesië,balikpapan
2,1,1.0,0.006,indonesië,balikpapan
2,1,2.0,0.022,indonesië,balikpapan
2,1,3.0,0.552,indonesië,balikpapan
2,1,5.0,0.018,indonesië,balikpapan
2,1,7.0,0.152,indonesië,balikpapan
2,1,8.0,0.071,indonesië,balikpapan
2,1,9.0,0.11,indonesië,balikpapan
2,1,17.0,0.033,indonesië,balikpapan
2,1,18.0,0.021,indonesië,balikpapan
2,1,25.0,0.014,indonesië,balikpapan
2,1,26.0,0.001,indonesië,balikpapan
2,2,1.0,0.037,indonesië,balikpapan
2,2,2.0,0.028,indonesië,balikpapan
2,2,3.0,0.567,indonesië,balikpapan
2,2,5.0,0.014,indonesië,balikpapan
2,2,7.0,0.12,indonesië,balikpapan
2,2,8.0,0.079,indonesië,balikpapan
2,2,9.0,0.079,indonesië,balikpapan
2,2,17.0,0.05,indonesië,balikpapan
2,2,18.0,0.008,indonesië,balikpapan
2,2,25.0,0.018,indonesië,balikpapan
2,2,26.0,0.0,indonesië,balikpapan
2,3,1.0,0.012,indonesië,balikpapan
2,3,2.0,0.037,indonesië,balikpapan
2,3,3.0,0.503,indonesië,balikpapan
2,3,5.0,0.019,indonesië,balikpapan
2,3,7.0,0.106,indonesië,balikpapan
2,3,8.0,0.121,indonesië,balikpapan
2,3,9.0,0.143,indonesië,balikpapan
2,3,17.0,0.048,indonesië,balikpapan
2,3,18.0,0.007,indonesië,balikpapan
2,3,25.0,0.005,indonesië,balikpapan
2,3,26.0,0.0,indonesië,balikpapan
3,1,1.0,0.0,indonesië,balikpapan
3,1,2.0,0.006,indonesië,balikpapan
3,1,3.0,0.488,indonesië,balikpapan
3,1,5.0,0.037,indonesië,balikpapan
3,1,7.0,0.142,indonesië,balikpapan
3,1,8.0,0.162,indonesië,balikpapan
3,1,9.0,0.118,indonesië,balikpapan
3,1,17.0,0.028,indonesië,balikpapan
3,1,18.0,0.008,indonesië,balikpapan
3,1,25.0,0.011,indonesië,balikpapan
3,1,26.0,0.0,indonesië,balikpapan
3,2,1.0,0.009,indonesië,balikpapan
3,2,2.0,0.026,indonesië,balikpapan
3,2,3.0,0.491,indonesië,balikpapan
3,2,5.0,0.04,indonesië,balikpapan
3,2,7.0,0.111,indonesië,balikpapan
3,2,8.0,0.081,indonesië,balikpapan
3,2,9.0,0.152,indonesië,balikpapan
3,2,17.0,0.072,indonesië,balikpapan
3,2,18.0,0.01,indonesië,balikpapan
3,2,25.0,0.008,indonesië,balikpapan
3,2,26.0,0.0,indonesië,balikpapan
3,3,1.0,0.021,indonesië,balikpapan
3,3,2.0,0.043,indonesië,balikpapan
3,3,3.0,0.417,indonesië,balikpapan
3,3,5.0,0.034,indonesië,balikpapan
3,3,7.0,0.113,indonesië,balikpapan
3,3,8.0,0.155,indonesië,balikpapan
3,3,9.0,0.103,indonesië,balikpapan
3,3,17.0,0.089,indonesië,balikpapan
3,3,18.0,0.008,indonesië,balikpapan
3,3,25.0,0.018,indonesië,balikpapan
3,3,26.0,0.0,indonesië,balikpapan
4,1,1.0,0.017,indonesië,balikpapan
4,1,2.0,0.033,indonesië,balikpapan
4,1,3.0,0.503,indonesië,balikpapan
4,1,5.0,0.027,indonesië,balikpapan
4,1,7.0,0.08,indonesië,balikpapan
4,1,8.0,0.118,indonesië,balikpapan
4,1,9.0,0.102,indonesië,balikpapan
4,1,17.0,0.076,indonesië,balikpapan
4,1,18.0,0.033,indonesië,balikpapan
4,1,25.0,0.011,indonesië,balikpapan
4,1,26.0,0.0,indonesië,balikpapan
4,2,1.0,0.013,indonesië,balikpapan
4,2,2.0,0.056,indonesië,balikpapan
4,2,3.0,0.528,indonesië,balikpapan
4,2,5.0,0.045,indonesië,balikpapan
4,2,7.0,0.076,indonesië,balikpapan
4,2,8.0,0.08,indonesië,balikpapan
4,2,9.0,0.07,indonesië,balikpapan
4,2,17.0,0.108,indonesië,balikpapan
4,2,18.0,0.011,indonesië,balikpapan
4,2,25.0,0.011,indonesië,balikpapan
4,2,26.0,0.001,indonesië,balikpapan
4,3,1.0,0.0,indonesië,balikpapan
4,3,2.0,0.008,indonesië,balikpapan
4,3,3.0,0.508,indonesië,balikpapan
4,3,5.0,0.078,indonesië,balikpapan
4,3,7.0,0.084,indonesië,balikpapan
4,3,8.0,0.125,indonesië,balikpapan
4,3,9.0,0.093,indonesië,balikpapan
4,3,17.0,0.083,indonesië,balikpapan
4,3,18.0,0.018,indonesië,balikpapan
4,3,25.0,0.003,indonesië,balikpapan
4,3,26.0,0.0,indonesië,balikpapan
5,1,1.0,0.01,indonesië,balikpapan
5,1,2.0,0.019,indonesië,balikpapan
5,1,3.0,0.451,indonesië,balikpapan
5,1,5.0,0.033,indonesië,balikpapan
5,1,7.0,0.13,indonesië,balikpapan
5,1,8.0,0.157,indonesië,balikpapan
5,1,9.0,0.135,indonesië,balikpapan
5,1,17.0,0.061,indonesië,balikpapan
5,1,18.0,0.002,indonesië,balikpapan
5,1,25.0,0.001,indonesië,balikpapan
5,1,26.0,0.0,indonesië,balikpapan
5,2,1.0,0.006,indonesië,balikpapan
5,2,2.0,0.077,indonesië,balikpapan
5,2,3.0,0.497,indonesië,balikpapan
5,2,5.0,0.022,indonesië,balikpapan
5,2,7.0,0.112,indonesië,balikpapan
5,2,8.0,0.098,indonesië,balikpapan
5,2,9.0,0.06,indonesië,balikpapan
5,2,17.0,0.108,indonesië,balikpapan
5,2,18.0,0.013,indonesië,balikpapan
5,2,25.0,0.007,indonesië,balikpapan
5,2,26.0,0.0,indonesië,balikpapan
5,3,1.0,0.008,indonesië,balikpapan
5,3,2.0,0.069,indonesië,balikpapan
5,3,3.0,0.511,indonesië,balikpapan
5,3,5.0,0.034,indonesië,balikpapan
5,3,7.0,0.143,indonesië,balikpapan
5,3,8.0,0.111,indonesië,balikpapan
5,3,9.0,0.045,indonesië,balikpapan
5,3,17.0,0.072,indonesië,balikpapan
5,3,18.0,0.004,indonesië,balikpapan
5,3,25.0,0.003,indonesië,balikpapan
5,3,26.0,0.0,indonesië,balikpapan
6,1,1.0,0.008,indonesië,balikpapan
6,1,2.0,0.066,indonesië,balikpapan
6,1,3.0,0.474,indonesië,balikpapan
