m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.9,10.6,14.0,12.6,5.0,0.5,43.0
1,2,6.6,9.9,13.2,16.0,5.0,0.51,42.0
1,3,6.8,9.9,13.1,13.2,5.0,0.45,34.0
2,1,7.9,10.9,13.2,16.0,3.0,0.34,32.0
2,2,7.2,11.0,14.2,10.4,3.0,0.28,19.0
2,3,6.8,11.0,14.7,13.4,4.0,0.4,24.0
3,1,8.4,12.1,15.1,13.8,5.0,0.51,33.0
3,2,8.6,12.1,15.3,12.1,4.0,0.39,28.0
3,3,9.5,12.5,15.3,14.9,3.0,0.29,8.0
4,1,10.1,13.7,16.8,13.3,4.0,0.36,19.0
4,2,11.7,15.2,19.2,12.0,4.0,0.42,10.0
4,3,12.7,16.2,19.9,9.5,3.0,0.32,17.0
5,1,13.9,17.0,19.4,9.8,4.0,0.44,35.0
5,2,15.4,18.7,22.0,11.6,4.0,0.43,44.0
5,3,16.9,20.0,23.0,9.1,3.0,0.28,4.0
6,1,18.5,22.3,24.9,8.9,3.0,0.29,4.0
6,2,19.8,23.0,26.3,9.1,2.0,0.21,3.0
6,3,21.6,24.9,28.7,9.3,1.0,0.09,0.0
7,1,22.7,26.2,30.0,9.2,2.0,0.16,1.0
7,2,22.9,26.6,30.1,9.2,1.0,0.11,3.0
7,3,24.0,27.4,31.3,9.3,0.0,0.01,0.0
8,1,23.8,27.3,30.9,9.9,2.0,0.16,2.0
8,2,23.2,26.6,30.3,8.6,2.0,0.21,1.0
8,3,23.0,26.6,29.4,9.2,3.0,0.28,2.0
9,1,20.7,24.6,29.1,9.1,3.0,0.26,13.0
9,2,20.7,24.4,27.7,9.5,3.0,0.27,12.0
9,3,18.0,21.4,24.9,11.0,5.0,0.47,43.0
10,1,16.7,20.0,24.0,10.5,4.0,0.45,31.0
10,2,15.4,18.6,23.0,8.0,2.0,0.22,10.0
10,3,15.8,19.2,22.6,10.2,4.0,0.32,24.0
11,1,13.3,17.2,20.6,11.4,6.0,0.57,102.0
11,2,12.1,15.2,18.6,10.1,6.0,0.64,64.0
11,3,10.8,13.6,16.6,12.9,6.0,0.57,92.0
12,1,9.1,12.6,15.5,12.3,6.0,0.55,76.0
12,2,7.9,11.2,14.9,11.5,4.0,0.39,48.0
12,3,8.7,11.5,14.9,11.5,3.0,0.32,5.0
