m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.0,10.1,13.2,13.2,15.0,0.48,113.0
2,7.2,10.2,13.6,13.3,11.0,0.36,72.0
3,8.8,12.0,15.0,13.8,13.0,0.42,63.0
4,11.5,15.2,18.8,12.0,11.0,0.36,46.0
5,15.4,18.9,22.1,9.9,12.0,0.38,83.0
6,19.8,23.0,26.9,9.1,6.0,0.19,7.0
7,23.0,26.7,30.4,9.3,3.0,0.09,4.0
8,23.2,26.7,30.3,9.1,7.0,0.22,5.0
9,20.5,24.2,27.7,9.5,10.0,0.33,68.0
10,15.7,19.2,22.9,9.7,10.0,0.33,65.0
11,11.6,15.2,18.6,12.6,18.0,0.59,259.0
12,8.6,11.5,15.1,11.5,13.0,0.42,129.0
