m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.7,12.4,15.0,13.4,12.0,0.4,113.0
2,7.0,12.6,15.4,11.7,9.0,0.29,26.0
3,8.7,14.1,17.3,11.0,8.0,0.27,26.0
4,11.2,17.1,20.2,10.8,6.0,0.19,10.0
5,14.4,21.0,24.9,8.7,4.0,0.13,6.0
6,19.5,26.5,30.2,8.6,2.0,0.06,1.0
7,22.2,29.3,34.0,9.9,0.0,0.01,0.0
8,22.4,29.2,33.9,9.5,1.0,0.04,1.0
9,19.6,25.7,29.7,8.9,5.0,0.15,16.0
10,15.6,21.2,24.7,8.9,5.0,0.17,53.0
11,12.5,17.4,20.7,11.2,12.0,0.4,112.0
12,8.8,13.8,17.1,11.4,13.0,0.41,164.0
