m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,2.1,3.9,5.9,17.1,21.0,0.69,72.0
2,2.5,4.9,7.6,18.5,18.0,0.61,72.0
3,2.4,6.7,10.4,15.7,16.0,0.52,58.0
4,4.0,8.8,13.8,15.3,13.0,0.45,45.0
5,8.5,13.8,18.6,12.8,14.0,0.47,64.0
6,12.0,17.2,22.1,12.9,13.0,0.44,52.0
7,12.7,17.8,22.8,11.8,17.0,0.56,64.0
8,12.9,18.0,23.5,11.4,17.0,0.54,59.0
9,10.4,14.6,19.8,10.4,14.0,0.48,68.0
10,8.4,11.4,15.1,14.1,19.0,0.63,74.0
11,4.5,6.9,9.6,14.0,19.0,0.63,57.0
12,2.8,5.1,7.0,15.8,21.0,0.69,85.0
