m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.6,5.0,6.8,18.4,9.0,0.86,26.0
1,2,1.6,3.5,5.3,15.9,5.0,0.54,20.0
1,3,1.9,3.6,5.5,16.5,7.0,0.66,26.0
2,1,1.8,4.3,6.8,18.7,6.0,0.61,29.0
2,2,3.2,5.7,8.1,19.4,6.0,0.63,26.0
2,3,4.8,7.4,10.6,16.8,5.0,0.57,18.0
3,1,1.7,5.4,8.6,13.3,4.0,0.4,22.0
3,2,3.0,6.8,10.5,19.9,6.0,0.61,21.0
3,3,3.0,7.2,11.6,15.8,6.0,0.54,15.0
4,1,3.6,7.9,12.4,15.4,5.0,0.51,19.0
4,2,3.8,8.7,14.4,15.1,3.0,0.33,8.0
4,3,5.1,9.7,14.1,14.5,5.0,0.5,19.0
5,1,5.9,10.3,15.0,12.6,5.0,0.5,17.0
5,2,8.0,14.2,18.9,12.8,4.0,0.39,16.0
5,3,9.4,14.0,19.1,14.8,6.0,0.51,31.0
6,1,11.1,15.7,20.3,13.4,4.0,0.44,20.0
6,2,12.5,17.3,22.1,12.6,5.0,0.54,19.0
6,3,13.2,18.3,23.0,12.2,3.0,0.34,13.0
7,1,12.0,16.6,20.6,13.2,7.0,0.65,20.0
7,2,12.9,17.7,22.7,10.4,5.0,0.52,15.0
7,3,13.9,19.0,25.2,11.4,6.0,0.51,29.0
8,1,12.8,18.6,23.9,9.8,5.0,0.49,22.0
8,2,14.3,19.5,24.5,11.0,6.0,0.58,16.0
8,3,12.2,17.4,23.1,11.7,6.0,0.56,21.0
9,1,11.7,16.7,22.2,10.0,4.0,0.4,17.0
9,2,10.2,14.6,19.4,11.6,4.0,0.43,16.0
9,3,9.3,13.5,17.4,12.0,6.0,0.61,36.0
10,1,8.8,11.6,15.8,14.3,6.0,0.6,23.0
10,2,8.3,11.3,14.7,12.6,5.0,0.54,24.0
10,3,8.3,11.4,14.0,14.2,8.0,0.72,27.0
11,1,5.2,8.3,11.1,14.3,6.0,0.63,14.0
11,2,4.8,7.1,9.6,13.9,6.0,0.63,24.0
11,3,2.7,4.9,7.1,14.1,6.0,0.63,19.0
12,1,2.3,4.0,5.8,16.4,7.0,0.7,26.0
12,2,2.5,4.2,6.1,15.0,6.0,0.64,20.0
12,3,3.5,5.9,8.2,15.9,8.0,0.73,39.0
