m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.1,10.8,17.2,14.0,1.0,0.07,0.0
1,2,6.1,10.9,16.7,15.0,2.0,0.19,3.0
1,3,8.2,12.9,18.0,17.0,2.0,0.15,1.0
2,1,7.9,11.9,18.0,14.7,2.0,0.17,1.0
2,2,8.5,12.9,18.3,12.0,1.0,0.11,1.0
2,3,7.4,12.6,18.9,14.4,1.0,0.08,0.0
3,1,9.7,14.0,19.4,15.8,3.0,0.3,6.0
3,2,10.1,15.2,20.8,15.3,2.0,0.2,5.0
3,3,10.0,14.4,19.1,16.1,4.0,0.35,27.0
4,1,10.6,15.5,20.7,13.6,2.0,0.19,4.0
4,2,12.3,16.7,21.0,13.8,3.0,0.27,10.0
4,3,13.2,17.8,22.3,12.8,4.0,0.36,17.0
5,1,14.2,19.0,23.5,11.4,2.0,0.19,2.0
5,2,15.0,19.7,24.6,12.6,2.0,0.16,2.0
5,3,16.1,21.2,25.3,11.6,2.0,0.17,20.0
6,1,17.5,22.5,26.9,11.4,2.0,0.17,1.0
6,2,19.5,24.2,28.7,12.0,1.0,0.14,1.0
6,3,20.0,25.2,29.9,11.6,0.0,0.03,0.0
7,1,21.7,26.4,30.6,12.1,0.0,0.03,0.0
7,2,22.4,27.2,31.9,11.9,0.0,0.0,0.0
7,3,22.8,27.7,32.2,12.0,0.0,0.04,0.0
8,1,23.1,27.9,32.8,10.9,0.0,0.04,0.0
8,2,22.9,27.5,31.7,10.4,1.0,0.07,1.0
8,3,22.2,27.0,31.6,11.1,1.0,0.09,1.0
9,1,21.3,25.6,29.9,11.4,2.0,0.16,6.0
9,2,20.2,24.0,28.4,12.6,3.0,0.34,16.0
9,3,19.1,23.5,28.5,12.2,2.0,0.22,2.0
10,1,17.2,21.7,27.3,10.9,1.0,0.09,1.0
10,2,15.5,20.5,25.7,11.6,1.0,0.14,7.0
10,3,13.8,19.1,24.3,12.6,2.0,0.22,26.0
11,1,12.9,16.8,22.7,14.3,2.0,0.17,2.0
11,2,12.1,15.9,21.6,13.4,3.0,0.26,3.0
11,3,10.0,14.6,20.1,14.2,2.0,0.16,8.0
12,1,9.6,13.7,19.3,14.4,2.0,0.19,2.0
12,2,8.7,12.9,18.2,12.3,1.0,0.1,0.0
12,3,8.3,11.4,19.2,10.9,1.0,0.09,0.0
