m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,2.8,4.5,6.0,24.3,17.0,0.55,35.0
2,3.4,5.2,7.3,26.6,12.0,0.41,33.0
3,4.6,6.8,9.1,22.5,12.0,0.38,17.0
4,6.6,9.3,11.8,24.5,11.0,0.37,11.0
5,11.0,13.6,16.4,21.9,11.0,0.35,22.0
6,14.1,16.8,19.6,21.5,7.0,0.22,6.0
7,15.6,17.7,20.8,21.4,12.0,0.39,21.0
8,15.9,18.9,22.0,19.8,7.0,0.23,6.0
9,13.4,16.0,18.6,18.5,9.0,0.28,18.0
10,10.0,12.2,14.4,21.7,13.0,0.42,27.0
11,6.1,7.8,9.6,21.3,17.0,0.57,46.0
12,4.3,5.9,7.0,22.7,18.0,0.59,45.0
