m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,9.1,11.7,15.6,11.1,2.0,0.25,5.0
1,2,9.0,11.8,14.9,13.8,3.0,0.33,29.0
1,3,10.4,13.4,16.6,14.1,3.0,0.31,22.0
2,1,10.2,12.9,16.5,12.1,3.0,0.27,18.0
2,2,10.8,13.5,17.7,11.6,4.0,0.37,10.0
2,3,11.1,14.4,17.8,12.1,3.0,0.37,7.0
3,1,10.8,13.4,16.5,14.5,6.0,0.59,25.0
3,2,11.2,14.8,19.0,14.4,3.0,0.27,2.0
3,3,11.8,14.8,18.7,14.4,4.0,0.32,20.0
4,1,11.8,14.9,18.7,14.7,5.0,0.54,28.0
4,2,13.3,16.1,20.6,13.7,4.0,0.41,14.0
4,3,13.1,16.6,20.7,14.5,4.0,0.42,15.0
5,1,15.4,19.2,23.7,16.5,2.0,0.22,4.0
5,2,15.6,19.5,24.7,16.5,2.0,0.18,3.0
5,3,16.3,20.8,25.3,15.4,2.0,0.14,1.0
6,1,16.3,19.5,23.8,14.7,4.0,0.37,6.0
6,2,16.8,20.1,24.0,15.5,3.0,0.31,6.0
6,3,17.3,21.3,25.3,16.1,2.0,0.23,2.0
7,1,18.0,21.4,26.6,15.8,1.0,0.07,0.0
7,2,19.0,23.7,28.8,15.6,0.0,0.02,0.0
7,3,18.4,22.7,28.1,17.0,0.0,0.03,0.0
8,1,19.0,22.3,27.3,16.1,2.0,0.17,1.0
8,2,18.8,22.8,27.9,16.4,1.0,0.13,15.0
8,3,18.6,22.9,29.4,14.6,0.0,0.04,0.0
9,1,18.7,22.7,28.1,13.0,2.0,0.21,1.0
9,2,19.2,22.6,26.9,13.1,3.0,0.3,10.0
9,3,17.4,20.8,26.0,13.4,2.0,0.21,6.0
10,1,17.3,21.0,26.5,12.1,1.0,0.14,0.0
10,2,16.3,18.7,22.3,14.0,5.0,0.47,17.0
10,3,15.3,17.8,20.6,12.8,6.0,0.54,18.0
11,1,13.7,15.9,18.8,12.5,5.0,0.53,12.0
11,2,13.4,15.7,19.0,12.1,4.0,0.4,12.0
11,3,12.3,14.8,17.0,12.0,6.0,0.55,27.0
12,1,10.7,13.1,16.3,12.6,5.0,0.46,19.0
12,2,11.6,13.7,16.5,14.3,5.0,0.49,44.0
12,3,10.5,12.9,15.7,12.0,3.0,0.31,15.0
