m,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct
1,0,6.1,12.0,9.6,79.0,12.1,0.2
1,1,6.6,12.0,9.5,81.0,12.0,0.2
1,2,6.0,12.0,9.5,80.5,12.0,0.17
1,3,6.0,12.7,9.5,82.0,14.0,0.19
1,4,6.0,12.0,9.3,82.5,13.0,0.14
1,5,6.0,12.0,9.0,79.5,13.3,0.18
1,6,6.0,12.2,9.3,81.5,13.9,0.14
1,7,7.0,13.0,10.5,80.0,12.1,0.22
1,8,9.0,15.0,12.0,73.5,14.8,0.19
1,9,9.2,16.6,12.8,70.5,14.8,0.2
1,10,10.0,16.0,13.0,69.0,19.5,0.21
1,11,10.0,17.0,13.0,68.0,16.8,0.27
1,12,10.2,17.0,13.3,64.5,16.8,0.23
1,13,10.0,17.0,13.5,65.0,16.8,0.25
1,14,10.0,16.0,13.5,65.0,17.5,0.21
1,15,10.0,16.0,12.7,67.0,15.7,0.12
1,16,9.0,14.0,12.0,73.5,13.0,0.13
1,17,8.0,13.0,11.0,76.0,13.9,0.15
1,18,8.2,13.0,10.7,77.0,13.9,0.19
1,19,7.8,13.0,10.5,78.0,14.8,0.14
1,20,7.0,13.0,10.0,77.0,13.8,0.17
1,21,7.0,12.6,10.0,77.5,13.9,0.17
1,22,7.0,12.1,9.5,78.0,13.9,0.15
1,23,6.5,12.0,9.5,81.5,13.9,0.19
2,0,6.2,11.6,9.0,79.5,13.0,0.03
2,1,6.4,10.7,8.6,79.0,12.0,0.07
2,2,6.3,11.0,8.6,82.5,12.2,0.05
2,3,5.8,12.0,9.3,81.0,13.0,0.07
2,4,6.0,11.0,9.0,80.0,13.9,0.07
2,5,6.0,11.0,9.0,81.5,13.9,0.1
2,6,6.6,11.8,9.6,81.0,13.9,0.19
2,7,9.0,14.0,11.0,77.5,14.8,0.1
2,8,10.0,15.0,12.5,72.0,16.6,0.1
2,9,11.0,16.6,13.4,68.0,19.5,0.17
2,10,11.0,17.0,13.5,65.0,19.5,0.21
2,11,11.0,17.0,14.5,63.0,19.5,0.16
2,12,11.4,17.4,14.6,63.0,18.5,0.12
2,13,11.0,17.0,14.5,63.5,18.6,0.12
2,14,11.0,17.0,14.0,63.0,19.5,0.07
2,15,11.4,16.4,14.1,63.5,17.7,0.1
2,16,10.0,16.0,13.0,67.5,13.9,0.09
2,17,10.0,14.0,12.0,72.0,13.9,0.1
2,18,8.8,12.6,11.3,73.0,13.0,0.1
2,19,8.0,13.0,10.5,75.5,13.0,0.09
2,20,8.0,12.0,10.0,76.0,11.9,0.1
2,21,7.4,12.4,9.6,79.0,12.1,0.12
2,22,7.0,11.9,9.3,79.0,11.1,0.09
2,23,6.9,12.0,9.2,77.0,11.4,0.07
3,0,7.0,13.0,10.0,77.5,12.0,0.13
3,1,7.3,11.6,9.5,76.0,12.0,0.11
3,2,7.0,11.5,9.3,79.5,12.1,0.08
3,3,6.6,13.0,9.6,78.0,12.0,0.08
3,4,7.0,12.2,9.5,77.0,12.1,0.08
3,5,7.0,13.0,10.0,77.0,13.0,0.13
3,6,8.8,14.4,11.5,74.0,13.0,0.11
3,7,11.0,16.0,13.5,69.0,13.9,0.16
3,8,11.0,17.0,14.0,66.5,15.9,0.15
3,9,11.8,17.4,14.7,63.5,17.7,0.16
3,10,12.0,18.0,15.0,61.0,17.7,0.18
3,11,13.0,18.0,15.5,59.0,17.7,0.16
3,12,13.0,18.4,15.7,58.5,17.7,0.15
3,13,13.0,18.0,16.0,58.0,17.7,0.16
3,14,13.0,18.0,15.5,57.5,17.7,0.08
3,15,13.0,17.4,15.3,58.5,15.9,0.08
3,16,12.0,17.0,14.5,61.5,13.9,0.06
